index	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive
600	597	6.642870937455452e+17	15200820.0	26.0	0.0	0.0	4.0			At the #ghostintheshellmovie premiere courtesy of @FUNimation with my nerd crew! https://t.co/lqvFINAGF9	0.0019	0.1927	0.8054
486	483	7.207805057973821e+17	31538748.0	0.0	0.0	0.0	1.0	7.207798482982707e+17	retweeted	RT @MsKateRodger: Ms Johansson looks like she means business in Ghost in the Shell: https://t.co/QPbcCWZGyQ #GhostInTheShellMovie	0.0036	0.2241	0.7723
266	263	8.422296597900042e+17	45387343.0	0.0	0.0	0.0	1.0			GITS Squad #gits #ghostintheshell #ghostintheshellmovie https://t.co/Yydyloep6K	0.017	0.8858	0.0972
126	126	8.527276116167066e+17	2968012739.0	0.0	0.0	0.0	1.0	8.527263332349788e+17	retweeted	"RT @awesome9866: 📽🎥🎞 I saw Ghost in the Shell.
#ghostintheshell #ghostintheshellmovie #ghostintheshellcosplay… https://t.co/UY7quz4EPf"	0.0073	0.8117	0.181
117	117	8.619509945355223e+17	33469284.0	1.0	0.0	0.0	0.0			Just watched #GhostInTheShellMovie and it was good, Scarlett deserved that role even tho it's whitewashing.	0.0116	0.0479	0.9405
474	471	7.207904623284797e+17	2651801683.0	0.0	0.0	0.0	9.0	7.207856461141197e+17	retweeted	RT @originalspin: Damn, Hollywood just sent a response to my #GhostInTheShellMovie casting meme. https://t.co/M8ompCrhWr	0.2997	0.5423	0.158
330	327	7.996891529040732e+17	954544735.0	0.0	0.0	0.0	0.0			All my friends excited for @RogueOneMovie, meanwhile I'm excited for the #ghostintheshellmovie	0.0019	0.0176	0.9805
324	321	8.112692721146307e+17	1329812216.0	0.0	0.0	0.0	0.0			"Every time they show more of #GhostintheShellmovie wondering and worrying if its just #Robocop remake number 2.

https://t.co/T2OVOm55mk"	0.2007	0.7367	0.0627
249	249	8.43972399532073e+17	35816711.0	0.0	0.0	0.0	0.0			#vigilantesdoamanhã #ghostintheshellmovie @ Shopping New York City Center https://t.co/cltZGnOP61	0.0155	0.9211	0.0634
174	174	8.485271517709025e+17	497464206.0	1.0	0.0	0.0	0.0			M20 and M21 😂 #RobinsonsAntipolo #GhostInTheShellMovie	0.0141	0.6042	0.3817
48	48	1.0670242661372027e+18	828866293.0	1.0	0.0	0.0	0.0			My review of #ghostintheshell #ghostintheshellmovie on #filmnoird https://t.co/CrWOipZEyd #ScarlettJohansson #rupertsanders #michaelpitt #pilouasbaek #takeshikitano #juliettebinoche #manga #anime	0.0192	0.8758	0.105
344	341	7.979087440509092e+17	2865914783.0	0.0	0.0	0.0	0.0			"ghost in the shell movie #ghost #in #the #shell #movie #ghostintheshellmovie.

Time Post: Mon Nov 14 03:53:52 ICT … https://t.co/rHT2VNQKIN"	0.0186	0.9155	0.0659
42	42	1.1306233356316017e+18	1.0907682336348938e+18	1.0	0.0	0.0	0.0			Oh and a robot geisha too! I have a few more images digitally in the works so here is hoping they will be done sooner rather than later #geisha #robot #robotgirl #ghostintheshellmovie #letsnottalkaboutit https://t.co/EGHeKIUF4P	0.0032	0.1602	0.8366
390	387	7.790364960158188e+17	1126643768.0	0.0	0.0	0.0	1.0			Ghost goes viral - Scarlett goes dark @ https://t.co/32FSpBCKMo #ghostintheshellmovie https://t.co/xtuGpHAfwF	0.0117	0.8162	0.1721
94	94	8.891330309751644e+17	870200803.0	1.0	0.0	0.0	1.0			Reality of why we need #diversity! #parents #mom #kids #asian #ghostintheshellmovie #animenorth #equality #dreams https://t.co/vWW82Khh7p	0.0181	0.4165	0.5654
425	422	7.295567815176479e+17	894274440.0	1.0	0.0	0.0	0.0			"How to make Scarlett Johansson ""more Asian:"" https://t.co/sClWCanBzX #Asian #ScarlettJohansson #ghostintheshellmovie #RocketJump #cyborg #US"	0.0122	0.7606	0.2273
435	432	7.219597206977331e+17	93575653.0	0.0	0.0	0.0	45.0	7.207610006354207e+17	retweeted	RT @originalspin: Hey #GhostInTheShellMovie producers: Asian isn't just a hairstyle. https://t.co/LBcvjdvkka	0.0211	0.8199	0.159
132	132	8.521009518634189e+17	2968012739.0	0.0	0.0	0.0	1.0	8.520999221449196e+17	retweeted	"RT @TVandmoviestore: ""They did not save your life; they stole it."" #ghostintheshell #ghostintheshellmovie #pop #pops #funko #funkopop... ht…"	0.6687	0.3153	0.016
441	438	7.215850145639506e+17	43665992.0	0.0	0.0	0.0	45.0	7.207610006354207e+17	retweeted	RT @originalspin: Hey #GhostInTheShellMovie producers: Asian isn't just a hairstyle. https://t.co/LBcvjdvkka	0.0211	0.8199	0.159
532	529	7.2075877249536e+17	391797352.0	10.0	0.0	1.0	2.0			Pilou Asbaek is spot on for Batou, can see those grey cybernetic eyes on him.  https://t.co/q3yn9gzS3h #GhostInTheShellMovie	0.0317	0.2908	0.6775
439	436	7.215862661568922e+17	562641401.0	0.0	0.0	0.0	45.0	7.207610006354207e+17	retweeted	RT @originalspin: Hey #GhostInTheShellMovie producers: Asian isn't just a hairstyle. https://t.co/LBcvjdvkka	0.0211	0.8199	0.159
167	167	8.487476879105475e+17	2968012739.0	0.0	0.0	0.0	2.0	8.487471674435584e+17	retweeted	"RT @StubMasters: ""Ghost In The Shell"" Review is here!
#ghostintheshell
#ghostintheshellmovie
@Scarlett_Jo https://t.co/Eee2ain3Ry"	0.0065	0.6498	0.3437
576	573	6.6450739028958e+17	768246654.0	0.0	0.0	0.0	21.0	6.64287694013395e+17	retweeted	RT @AtomicMari: At the @FUNimation #GhostInTheShellMovie Premiere w/ @TimsChannel &amp; @PeterKitch! Make sure to catch it in theaters👍 https:/…	0.002	0.3062	0.6919
427	424	7.277124535015383e+17	18263026.0	0.0	0.0	0.0	1.0	7.277119905636147e+17	retweeted	RT @JourneysinFilm: Talking #ghostintheshellmovie + #whitewashedOUT? #TeachWithFilm:  https://t.co/yiOTTSkehc #edchat #sschat #indiefilm ht…	0.0219	0.9519	0.0261
353	350	7.978848150306447e+17	7.891104118868541e+17	0.0	0.0	0.0	0.0			"ghost in the shell movie #ghost #in #the #shell #movie #ghostintheshellmovie.

Time Post: Mon Nov 14 02:32:05 ICT … https://t.co/NQUWojLGZn"	0.0183	0.9151	0.0666
309	306	8.273252717663478e+17	81482296.0	0.0	0.0	0.0	0.0			This is happening? Scarlett Johansson, too? I DIE! #GhostInTheShellMovie https://t.co/awa3y1A8zg	0.5692	0.3126	0.1183
202	202	8.477361559361372e+17	3770714242.0	1.0	0.0	0.0	0.0			"Fresh Film Friday: Ghost in the Shell (2017) | ShuRikkin Film 
https://t.co/LOT4EAtERV
#GhostintheShell #GhostintheShellMovie #GITS #YouTube"	0.0071	0.9026	0.0903
373	370	7.799688474869187e+17	42578255.0	1.0	0.0	0.0	0.0			Haha I most likely go see just because it's based of an anime and it looks like it stays true to the source material. #GhostInTheShellMovie	0.0052	0.0884	0.9065
163	163	8.490325152979722e+17	215338527.0	0.0	0.0	0.0	0.0			#GhostInTheShellMovie (@ AMC Loews Georgetown 14 - @amctheatres for Ghost in the Shell) https://t.co/FzXlFPBc1K https://t.co/qlBH0xhA7a	0.0035	0.8801	0.1164
376	373	7.792765514016686e+17	2301067928.0	2.0	1.0	0.0	0.0			Thank you! #GhostInTheShellMovie https://t.co/mEyp3gNJc6	0.0015	0.0208	0.9777
579	576	6.644618817096253e+17	1167891115.0	0.0	0.0	0.0	21.0	6.64287694013395e+17	retweeted	RT @AtomicMari: At the @FUNimation #GhostInTheShellMovie Premiere w/ @TimsChannel &amp; @PeterKitch! Make sure to catch it in theaters👍 https:/…	0.002	0.3062	0.6919
580	577	6.644560771871539e+17	1148569982.0	0.0	0.0	0.0	21.0	6.64287694013395e+17	retweeted	RT @AtomicMari: At the @FUNimation #GhostInTheShellMovie Premiere w/ @TimsChannel &amp; @PeterKitch! Make sure to catch it in theaters👍 https:/…	0.002	0.3062	0.6919
575	572	6.645367451788247e+17	24123488.0	1.0	0.0	1.0	0.0			When did this happen and why wasn't I notified! #GhostInTheShell #GhostInTheShellMovie who's going… https://t.co/cuSb0dwuzq	0.1579	0.799	0.0432
17	17	1.391775542345601e+18	4783444382.0	0.0	0.0	0.0	10.0	1.3917176286501356e+18	retweeted	"RT @OnlySteelBook: The Pre-orders of GHOST IN THE SHELL Limited SteelBook® Edition has started! 🇬🇧 Zavvi.

https://t.co/l53Fh39wWL

🎨 Artwo…"	0.0057	0.8491	0.1452
590	587	6.642913859279544e+17	333587449.0	0.0	0.0	0.0	21.0	6.64287694013395e+17	retweeted	RT @AtomicMari: At the @FUNimation #GhostInTheShellMovie Premiere w/ @TimsChannel &amp; @PeterKitch! Make sure to catch it in theaters👍 https:/…	0.002	0.3062	0.6919
578	575	6.644750298584556e+17	77293010.0	0.0	0.0	0.0	1.0			Saw the #ghostintheshellmovie last night @CityCinemasNYC @FUNimation Had a great time seeing it on the big screen! https://t.co/lARc9rSJz6	0.002	0.0099	0.9881
381	378	7.790447854578852e+17	7.06518264709587e+17	0.0	0.0	0.0	0.0			The Major, and her task force Section 9 thwart cyber criminals and hackers. Now, #ghostintheshellmovie https://t.co/G47Pk3XrFe https://t.co/U75eogxdgM	0.0454	0.5948	0.3598
58	58	9.559513190088991e+17	28577426.0	0.0	0.0	0.0	1.0	9.559495440926351e+17	retweeted	RT @BarryHammock: GHOST IN THE SHELL 1.5: HUMAN-ERROR PROCESSOR (2012): #collageart #collage #ghostintheshellmovie… https://t.co/xdtuXln5XA	0.0209	0.9387	0.0404
36	36	1.1921068467247432e+18	333081796.0	0.0	0.0	0.0	2.0	1.1921043397934162e+18	retweeted	"RT @regos_istvan: Please don’t hate me, but I think Ghost in the Shell (2017) is a great movie. And I love the score by @Lornebalfe .

#Gho…"	0.0088	0.0261	0.9651
261	#GhostInTheShell #GhostInTheShellMovie #MovieSoundtrack #SteveAoki #KenjiKawai https://t.co/HvvKire8UQ										0.0936	0.6809	0.2255
473	470	7.207947205704458e+17	2270981934.0	0.0	0.0	0.0	2.0	7.20758486959829e+17	retweeted	RT @Cafeaulait0913: Why is #GhostInTheShellMovie being #whitewashed? Come on, there are plenty of non-white actors. #HollywoodSoWhite #HowI…	0.7207	0.267	0.0123
622	619	5.53551228857516e+17	19026149.0	0.0	0.0	0.0	2.0	5.535432319761162e+17	retweeted	"RT @freaklabs: oh damn! let's get it on! #ghostintheshellmovie

https://t.co/0FCUaBWNBV"	0.0186	0.2254	0.756
313	310	8.249882954741146e+17	7.808746122131784e+17	0.0	0.0	0.0	2.0	8.247032143354921e+17	retweeted	RT @Screencrawler: New interesting #ghostintheshellmovie tv spot lands. Check it out here https://t.co/1MykUHQwjZ #ScarlettJohansson #anime…	0.0025	0.3351	0.6624
536	533	7.207558640686039e+17	814293211.0	1.0	0.0	2.0	0.0			Man some of the casting for the #GhostInTheShellMovie has me puzzle some of it good other of it just make me go wtf are you thinking	0.4033	0.3451	0.2515
566	563	6.64615451071275e+17	69961496.0	0.0	0.0	0.0	14.0	6.64555863277867e+17	retweeted	RT @SteveTerada: The #ghostintheshellmovie premiere! Support anime in theaters! TY @karriebearr for inviting us! @funimation #otaku https:/…	0.0018	0.0269	0.9713
200	200	8.478138662937354e+17	2168536176.0	0.0	0.0	0.0	1.0			"Ghost in the Shell controversy https://t.co/cT64gAWqUE
#ghostintheshell    #ghostintheshellcontroversy  #ghostintheshellmovie"	0.3439	0.6246	0.0315
447	444	7.210516007358792e+17	2661600628.0	0.0	0.0	0.0	45.0	7.207610006354207e+17	retweeted	RT @originalspin: Hey #GhostInTheShellMovie producers: Asian isn't just a hairstyle. https://t.co/LBcvjdvkka	0.0211	0.8199	0.159
220	220	8.469675357068042e+17	7.571572742803497e+17	1.0	0.0	0.0	0.0			My first ever watched movie in cinema #GhostInTheShellmovie	0.0044	0.2688	0.7268
541	538	7.207193045813658e+17	273657605.0	0.0	0.0	0.0	4.0	7.207186895452447e+17	retweeted	RT @Krosecz: Producers ACTUALLY believe you won't go see a movie if it has a non-white star. That's a real belief they hold. #GhostInTheShe…	0.6899	0.2881	0.0221
294	291	8.317343565825516e+17	2968012739.0	0.0	0.0	0.0	1.0	8.317331802983055e+17	retweeted	"RT @teasertrailer: Ghost in the Shell - new trailer -&gt; https://t.co/bE5tA1F3SY

#GhostInTheShell #GhostInTheShellMovie #ScarlettJohansson #…"	0.004	0.8511	0.1449
483	480	7.207853560276132e+17	3187371920.0	0.0	0.0	0.0	0.0			Why #GhostInTheShellMovie at least mar the actor Asian doesn't fit the name #anime #liveaction #ScarlettJohansson https://t.co/ATYShJakNd	0.5233	0.4525	0.0242
406	403	7.790158688397025e+17	1458875340.0	1.0	0.0	0.0	0.0			Mr. Robot gave us sneak peaks at Ghost in the Shell last night. #excited #worried #awesome but then #worried #ghostintheshellmovie #MrRobot	0.0209	0.1272	0.8519
39	39	1.18021231051588e+18	7.96350013379113e+17	1.0	0.0	1.0	0.0			"Ghost in the Shell (2017) is amazing. 
I like it far more than Blade Runner 2049.

#GhostInTheShellMovie #ScarlettJohansson https://t.co/Jx6sBXseEL"	0.0045	0.0159	0.9796
75	75	8.941381546843013e+17	60015899.0	1.0	0.0	0.0	0.0			Ghost in the Shell 4K BLU RAY UNBOXING Review https://t.co/54VIPZiEAg #4K #bluray #ParamountStudio #GhostintheShell #GhostintheShellMovie	0.0087	0.9085	0.0828
586	583	6.643174835416433e+17	15518255.0	0.0	0.0	0.0	0.0			Loved the TV series, the movie was great! #ghostintheshellmovie https://t.co/RcNSdmfQtN	0.0023	0.0091	0.9886
291	288	8.330343943906427e+17	153451379.0	0.0	0.0	0.0	0.0			Really looking forward to seeing this #scarlettjohansson #ghostintheshell #ghostintheshellmovie… https://t.co/tARx6NUQFS	0.0013	0.0166	0.982
368	365	7.902625966161961e+17	894274440.0	1.0	0.0	0.0	0.0			"How to make Scarlett Johansson ""more Asian:"" https://t.co/sClWCanBzX #Asian #ScarlettJohansson #ghostintheshellmovie #RocketJump #cyborg #US"	0.0122	0.7606	0.2273
306	303	8.283941838870364e+17	17904080.0	3.0	0.0	0.0	1.0			"I rarely gas about #SuperBowlCommercials &amp; movies but I saw a commercial for #GhostintheShellMovie!

I ❤ THAT ANIME! I GOTTA SEE THE FILM!!!"	0.0199	0.1083	0.8718
198	198	8.478296418261074e+17	268011775.0	4.0	0.0	1.0	1.0			#Ghostintheshellmovie A movie made from anime so people who doesn't like anime could watch. What could go wrong? https://t.co/vE46ddyqNN	0.3309	0.5123	0.1568
322	319	8.129398420321157e+17	4830940528.0	0.0	0.0	0.0	0.0			#GHOST #IN #THE #SHELL Trailer (2017) https://t.co/4gQaZwnFeZ #cinema #ghostintheshell #ghostintheshellmovie	0.0234	0.9247	0.052
189	189	8.479544696901919e+17	1947497065.0	1.0	0.0	0.0	1.0			Plan for tonight. #IAmMajor #GhostInTheShellMovie https://t.co/nZiukG0HNU	0.0053	0.681	0.3137
626	623	5.52486957100843e+17	485828961.0	0.0	0.0	0.0	0.0	5.524865583651553e+17	replied_to	I'm not sure If I should be scared of exited,   please don't screw it up #GhostInTheShellMovie #DontScrewItUp	0.8302	0.1494	0.0204
55	55	9.587991291775058e+17	4853334382.0	0.0	0.0	0.0	3.0	9.587989896498504e+17	retweeted	"RT @sindian_: #ATETHECAKE OFF THE ALBUM #SNDN
SIN IN THE SHELL
https://t.co/uQIIBYokvI 🔪🔪🔪 #hiphop #femcee #artist #music #art #culture #ci…"	0.012	0.8495	0.1385
493	490	7.207784105034465e+17	767426532.0	0.0	0.0	0.0	1.0	7.207671199489106e+17	retweeted	RT @sabrina: Yeah because Asian Americans aren't a thing... smh 😒 #GhostInTheShellMovie https://t.co/UH5LHySLl0	0.8849	0.1085	0.0066
379	376	7.790630678207652e+17	3308479708.0	0.0	0.0	0.0	5.0	7.790255252054139e+17	retweeted	"RT @ComicBook_Movie: '@Scarlett_Jo''s Major Takes Aim In Two More Teasers For #ghostintheshellmovie 
https://t.co/4Dh0Spkt7E https://t.co/b…"	0.0059	0.8467	0.1474
395	392	7.790281877958205e+17	21447161.0	0.0	0.0	0.0	5.0	7.790255252054139e+17	retweeted	"RT @ComicBook_Movie: '@Scarlett_Jo''s Major Takes Aim In Two More Teasers For #ghostintheshellmovie 
https://t.co/4Dh0Spkt7E https://t.co/b…"	0.0059	0.8467	0.1474
279	276	8.38299503199404e+17	4871279699.0	0.0	0.0	0.0	0.0			#GhostinTheShell #StandAloneComplex starts now! Oh, don't forget, #GhostinTheShellmovie is koming soon to theaters on March 31, 2017! https://t.co/2u5PTMEjol	0.0022	0.2625	0.7353
623	620	5.535453812297687e+17	14866363.0	0.0	0.0	0.0	2.0	5.535432319761162e+17	retweeted	"RT @freaklabs: oh damn! let's get it on! #ghostintheshellmovie

https://t.co/0FCUaBWNBV"	0.0186	0.2254	0.756
162	162	8.490689206403359e+17	15901481.0	1.0	1.0	0.0	1.0			"GHOST IN THE SHELL 3.5★ a strangely satisfying machine
https://t.co/h0lG6Z3AUk
#ghostintheshell #ghostintheshellmovie https://t.co/DOQ99X3joE"	0.0068	0.1723	0.8209
505	502	7.207694627485901e+17	23373674.0	0.0	0.0	0.0	45.0	7.207610006354207e+17	retweeted	RT @originalspin: Hey #GhostInTheShellMovie producers: Asian isn't just a hairstyle. https://t.co/LBcvjdvkka	0.0211	0.8199	0.159
371	368	7.809510630421627e+17	2407413882.0	0.0	0.0	1.0	0.0			The major is looking good &lt;3 #ghostintheshellmovie https://t.co/xjf1f0o2Yl	0.0018	0.0131	0.9851
217	217	8.472118778307215e+17	7160402.0	0.0	0.0	0.0	0.0			I am watching #GhostInTheShellMovie at AMC CityPlace 20 (w/ 0 others) @flickdirect https://t.co/9nbhk1mwah	0.0041	0.9003	0.0956
79	79	8.931308017175347e+17	167437648.0	0.0	0.0	0.0	2.0	8.928773431354819e+17	retweeted	RT @HomeMediaMag: #GhostintheShellMovie sets a mark for first-week 4K Ultra HD Blu-ray sales @ParamountMovies https://t.co/fCfUIsnFDv	0.0026	0.442	0.5555
274	271	8.40558855734059e+17	1651774542.0	0.0	0.0	0.0	0.0			20 days till #GhostInTheShellMovie comes out all I care about rite now	0.0073	0.1846	0.8081
348	345	7.979023957034353e+17	2865914783.0	0.0	0.0	0.0	0.0			"ghost in the shell movie #ghost #in #the #shell #movie #ghostintheshellmovie.

Time Post: Mon Nov 14 03:29:51 ICT … https://t.co/2JyldYHDDT"	0.0183	0.9151	0.0666
59	59	9.559495440926351e+17	198675780.0	1.0	0.0	0.0	1.0			GHOST IN THE SHELL 1.5: HUMAN-ERROR PROCESSOR (2012): #collageart #collage #ghostintheshellmovie… https://t.co/xdtuXln5XA	0.0293	0.9245	0.0462
362	359	7.960028067633193e+17	3610511.0	0.0	0.0	0.0	0.0			The latest The ScreenWeek h15 Daily! https://t.co/SKutnjcc6H Thanks to @Leotruman @SwTweens #ghostintheshellmovie #kuboelaspadamagica	0.0028	0.3172	0.68
176	176	8.484810732312207e+17	63228090.0	0.0	0.0	0.0	0.0			Awesome time seeing  #GhostInTheShellMovie the other day, not as… https://t.co/cR24tT0bpF	0.0027	0.0112	0.9862
358	355	7.977765519789548e+17	481655741.0	0.0	0.0	0.0	0.0			Hmmm, what say you #GhostintheShellMovie https://t.co/SRVBmVMOfk https://t.co/wxFdiXmPMG	0.0142	0.9241	0.0617
21	21	1.3917179867136205e+18	243298398.0	0.0	0.0	0.0	10.0	1.3917176286501356e+18	retweeted	"RT @OnlySteelBook: The Pre-orders of GHOST IN THE SHELL Limited SteelBook® Edition has started! 🇬🇧 Zavvi.

https://t.co/l53Fh39wWL

🎨 Artwo…"	0.0057	0.8491	0.1452
481	478	7.20785836455936e+17	22425705.0	0.0	0.0	0.0	9.0	7.207856461141197e+17	retweeted	RT @originalspin: Damn, Hollywood just sent a response to my #GhostInTheShellMovie casting meme. https://t.co/M8ompCrhWr	0.2997	0.5423	0.158
262	259	8.425553853032366e+17	549035252.0	0.0	0.0	0.0	0.0			My 31 year old self seeing this new #PowerRangersMovie and #Ghostintheshellmovie will be a total #nostalgia 😱👾🤖	0.0219	0.2095	0.7687
210	210	8.475339475590513e+17	476683811.0	0.0	0.0	0.0	0.0			"Scarlett Johansson and her Technicolor Dream Dress in..Premiere of her new film #GhostintheShellMovie. 
#OnetoWatch
 https://t.co/lymp8peOcz"	0.0032	0.6944	0.3024
233	233	8.458611122645115e+17	106104712.0	0.0	0.0	0.0	0.0			"https://t.co/3mzZOeUepY

I like to go see #GhostInTheShellMovie One Day! Its looks amazing!"	0.0027	0.0149	0.9823
199	199	8.478140849093018e+17	2968012739.0	0.0	0.0	0.0	1.0	8.478138662937354e+17	retweeted	"RT @shancladvi101: Ghost in the Shell controversy https://t.co/cT64gAWqUE
#ghostintheshell    #ghostintheshellcontroversy  #ghostintheshell…"	0.2467	0.733	0.0204
592	589	6.642896834220974e+17	17444764.0	0.0	0.0	0.0	21.0	6.64287694013395e+17	retweeted	RT @AtomicMari: At the @FUNimation #GhostInTheShellMovie Premiere w/ @TimsChannel &amp; @PeterKitch! Make sure to catch it in theaters👍 https:/…	0.002	0.3062	0.6919
2	2	1.4628795099344937e+18	1.3270120099138068e+18	1.0	0.0	0.0	0.0	1.462860244028113e+18	replied_to	@seductive_celeb @sexhorrorrock @celebscrusher @celebxaddicted @HottestCelebs19 @Kevin10919728 @CelebPhotos__ @PremierCelebs @HollywoodConfid @hoarder_hentai @__celebrities @CelebFavsAcc I love #ScarlettJohansson shes so hot id fuck her with or without someone. Maybe @fox_max20 would be up for a threesome. I plan on watching something to love Scarlett tonight most definitely. #Ghostintheshellmovie #Ghostintheshell https://t.co/izGfpsw6od	0.0125	0.0422	0.9453
328	325	8.014902144516055e+17	3381217738.0	0.0	0.0	0.0	0.0			GHOST IN THE SHELL 2017 MOVIE Exposed |#Illuminati |#GhostInTheShell |#NWO |#GhostInTheShellMovie https://t.co/MAIsOTWny7 #ScarlettJohansson https://t.co/lrkw3Ej5sH	0.0183	0.932	0.0497
359	356	7.977732530162196e+17	3374161288.0	0.0	0.0	0.0	0.0			Ghost in the Shell Official Trailer 1 (2017) - https://t.co/IIbfLJ8e4t #ghostintheshell #ghostintheshellmovie #seemsgood	0.0025	0.079	0.9185
303	300	8.310682729844654e+17	87915445.0	0.0	0.0	0.0	0.0			📹 #GhostInTheShellMovie new trailer https://t.co/wvy8g2VSGJ	0.0048	0.8332	0.1621
269	266	8.421025611926569e+17	1947497065.0	3.0	0.0	0.0	1.0			Honestly, guys. #IAmMajor #GhostInTheShellMovie https://t.co/Iawrtqvv2E	0.0245	0.4306	0.5449
243	243	8.443943484312617e+17	59633836.0	0.0	0.0	0.0	3.0	8.44188855393751e+17	retweeted	RT @TheSplashReport: New GHOST IN THE SHELL Film Clip - https://t.co/urHMcpSEVC #GhostintheShellMovie #GhostintheShell https://t.co/tAqjyC4…	0.0056	0.9213	0.0731
66	66	9.346911705248727e+17	269178466.0	0.0	0.0	0.0	0.0			Ya I got the the hair now!! Go! Me! #artforlife #animeforever #ghostintheshellmovie https://t.co/XycebCrsmx	0.0038	0.1298	0.8663
41	41	1.1732747347773153e+18	1.1555296867783352e+18	0.0	0.0	0.0	0.0			"Hello everyone tries this really awesome mug of #ghostintheshellmovie #motokokusanagi
#majorkusanagi
#ghostintheshell #ghostintheshellcosplay #ghostintheshellmovie #ghostintheshell2017 #ghostintheshellanime… https://t.co/5NclapRoIS"	0.0028	0.0503	0.947
207	207	8.476173199038095e+17	8853572.0	0.0	0.0	0.0	0.0			FYI, there is no stinger during or after #ghostintheshellmovie credits	0.0829	0.8823	0.0347
416	413	7.606101458354258e+17	894274440.0	1.0	0.0	0.0	0.0			"How to make Scarlett Johansson ""more Asian:"" https://t.co/sClWCaFcrv #Asian #ScarlettJohansson #ghostintheshellmovie #RocketJump #cyborg #US"	0.0122	0.7606	0.2273
67	67	9.284586988293038e+17	391635096.0	0.0	0.0	0.0	0.0			"The level of CGI used on the movie of #GhostInTheShellMovie was way too godly🔥💯🙌. This went to the ""never deleting folder"". Respect to the Japanese technology, they're way ahead in their time, they're in 4017 https://t.co/Iaaf90fJcJ"	0.0092	0.0232	0.9675
13	13	1.433531823569584e+18	2300501173.0	1.0	1.0	0.0	0.0			"#Best of the day on https://t.co/PrJGbKGW5i
Ghost In The Shell (1995 Movie) Official Imax Trailer - Mamoru Oshii Masamune Shirow
https://t.co/ev3r7FaMMM
#movies #ghostintheshellmovie"	0.0026	0.0984	0.8989
144	144	8.503894072029184e+17	1134733454.0	0.0	0.0	0.0	0.0			"Ghost In The Shell tattoo by Joshua Ross @artronin9 
#ghostintheshell #ghostintheshellmovie  #mindseyeink... https://t.co/HF1xcBQm1A"	0.0097	0.8791	0.1112
32	32	1.2769536837423964e+18	723332268.0	0.0	0.0	0.0	0.0			Rewatching #GhostInTheShellMovie 2017 which stars Scarlett Johansson as the Major. I've seen enough GITS anime, manga, and movies for years and this is acceptable for a Hollywood standard live-action. When I saw this first in Qatar, a lot scenes were edited and blackened (below). https://t.co/YfyufHhNxu	0.1209	0.6419	0.2372
382	379	7.79044063790166e+17	2443822382.0	2.0	1.0	0.0	0.0			And of course the fan edit of #ghostintheshellmovie https://t.co/Tas46DXrHA	0.022	0.7824	0.1956
139	139	8.510003237242798e+17	110416738.0	0.0	0.0	0.0	0.0			My comment about the new #ghostintheshellmovie was pick in this video, kinda cool, i love a good debate https://t.co/h7QiQuMlnc via @YouTube	0.0034	0.0361	0.9606
454	451	7.209838957228237e+17	42271016.0	0.0	0.0	0.0	0.0			Much better #GhostInTheShellMovie #GhostInTheShell #GitS #GiTSMovie https://t.co/XTP1n7Xdhs	0.0047	0.0766	0.9187
168	168	8.487472211851141e+17	2228920927.0	0.0	0.0	0.0	2.0	8.487471674435584e+17	retweeted	"RT @StubMasters: ""Ghost In The Shell"" Review is here!
#ghostintheshell
#ghostintheshellmovie
@Scarlett_Jo https://t.co/Eee2ain3Ry"	0.0065	0.6498	0.3437
146	146	8.503515533828424e+17	523686383.0	0.0	0.0	0.0	1.0			Is it an illusion? #gits #GhostInTheShell #GhostInTheShellMovie https://t.co/1k4OBpfR4C https://t.co/yCunbk4IwD	0.0585	0.8753	0.0662
235	235	8.458476055653704e+17	1287225156.0	1.0	0.0	0.0	1.0			Nice #sandwhaleandme/#ghostintheshellmovie tie in! #toonami	0.0023	0.0318	0.966
103	103	8.850941838029947e+17	2491675520.0	1.0	0.0	0.0	1.0			Whitewashing my ass. Scarjo nailed it and that is what's important. &lt;3 #GhostInTheShellMovie #ScarlettJohansson https://t.co/hoFCa3RXBE	0.0115	0.0495	0.9389
83	83	8.919173522956943e+17	540646297.0	0.0	0.0	0.0	0.0			As lose as i could get :) @paramount_kino @ghostinshell #ghostintheshell #ghostintheshellmovie https://t.co/vyQTaThyb0	0.0178	0.2585	0.7236
319	316	8.222245989891604e+17	1651774542.0	0.0	0.0	0.0	0.0			Too excited for this movie to come out in march 2017 they say #GhostintheshellMovie https://t.co/kXK78JKee4	0.002	0.0233	0.9746
159	159	8.492379365708718e+17	33400518.0	0.0	0.0	0.0	0.0			Narsis at the movie #narsistime #movie #imaxpakuwonmall #ghostintheshellmovie #3D @ Imax Pakuwon… https://t.co/9RXjnsvWWt	0.0129	0.8813	0.1058
180	180	8.483841927192781e+17	7.572032049332347e+17	0.0	0.0	0.0	0.0			#GhostInTheShellMovie as a long time GITS fan, I thought the new movie is stunning, incredibly well done, and just brilliant	0.0031	0.0092	0.9877
420	417	7.335970887940424e+17	828866293.0	1.0	0.0	0.0	0.0			My review of #ghostintheshell #ghostintheshellmovie on #filmnoird https://t.co/uYv35LCFL7	0.0214	0.8817	0.0969
