,Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
11,38,6,39,8.583696543514255e+17,0.0,0.0,0.0,9.0,9.142584420340408e+17,retweeted,"RT @Madzell_Plays: Stream on! Still first playthrough, come hang out! #TheWitcher https://t.co/xOoMXZ5kbv #twitch #gaming #SupportSmallStre…",neutral,1,52,2022-11-09T20:05:42.085285Z,2022-11-09T20:05:42.085285Z,1.146
12,41,1,42,7.243151908173332e+17,0.0,0.0,0.0,10.0,9.254760852105092e+17,retweeted,"RT @MilliganVick: Triss the dancing clown :D based on art by @Kulakovskaya_, Torie as #Triss, photo by me
Happy Halloween!
#TheWitcher #cos…",positive,1,55,2022-11-09T20:06:03.871393Z,2022-11-09T20:06:03.871393Z,3.068
13,402,2,403,1.313450279350743e+18,0.0,0.0,0.0,30.0,1.419593333790417e+18,retweeted,RT @juliako_nd: One more crossover lineart. 🙈😅  #lineart  #WIP #Geraskier #crossover #myart #Jaskier #RedRidingHood #TheWitcher #AU https:/…,neutral,1,416,2022-11-09T20:53:18.794553Z,2022-11-09T20:53:18.794553Z,1.874
14,233,1,234,2522475516.0,0.0,0.0,0.0,5978.0,1.1899350615981138e+18,retweeted,"RT @NXOnNetflix: Evil is Evil. Lesser, greater, middling…Makes no difference. 

The Witcher arrives on December 20th. #TheWitcher https://t…",neutral,1,246,2022-11-09T20:35:25.346776Z,2022-11-09T20:35:25.346776Z,1.044
15,336,0,337,1.2617203786965445e+18,0.0,0.0,0.0,146.0,1.3310138180974715e+18,retweeted,RT @IliadeleArt: “As the world caves in” #geraskier #theWitcher #Jaskier #GeraltOfRivia https://t.co/fQDPX2OrvP,neutral,1,350,2022-11-09T20:49:00.959502Z,2022-11-09T20:49:00.959510Z,3.18
16,252,4,253,1.107764653608915e+18,0.0,0.0,0.0,116.0,1.2116960689514578e+18,retweeted,"RT @RReiuji: tiny Geralt

running everywhere

#TheWitcher #TheWitcherNetflix https://t.co/GjpgVFwRsQ",positive,1,266,2022-11-09T20:37:21.417182Z,2022-11-09T20:37:21.417182Z,3.936
17,149,5,150,8.710320190143447e+17,0.0,0.0,0.0,0.0,,,#thewitcher LIVE NOW! Papa Fuzz plays Blood and Wine The Witcher 3: Wild Hunt DLC - Part 3 https://t.co/Ipb0XV0OkR via @YouTube,neutral,1,163,2022-11-09T20:20:22.595557Z,2022-11-09T20:20:22.595557Z,1.814
18,93,5,94,8.815645791589499e+17,0.0,0.0,0.0,85.0,9.885455532891054e+17,retweeted,"RT @IGN: Here are our 15 picks to play Geralt in #TheWitcher​ on Netflix​!

https://t.co/EAMWn8S2EL https://t.co/uVDEkpLkS3",positive,1,107,2022-11-09T20:14:12.819607Z,2022-11-09T20:14:12.819607Z,1.5
19,250,2,251,7.005452872957911e+17,0.0,0.0,0.0,6.0,1.212119911042093e+18,retweeted,RT @CBR: #TheWitcher Showrunner Shares Alternate Ending Script for Season 1 https://t.co/XkK6orRbab https://t.co/etEJkkaOal,neutral,1,264,2022-11-09T20:37:10.119642Z,2022-11-09T20:37:10.119642Z,2.948
20,501,5,502,1.3672683516644106e+18,0.0,0.0,0.0,1.0,1.551152502854353e+18,retweeted,"RT @MandrakeVenus: That moment...😭
#TheWitcher
@witchernetflxtv
#jaskier #geralt
#HenryCavill
#JoeyBatey

""Of Banquets, Bastards and Burial…",neutral,1,515,2022-11-09T21:07:44.676841Z,2022-11-09T21:07:44.676841Z,3.346
21,68,4,69,7.368984406266143e+17,0.0,0.0,0.0,240.0,9.5880541087352e+17,retweeted,"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05",neutral,1,82,2022-11-09T20:08:53.353231Z,2022-11-09T20:08:53.353231Z,1.258
22,517,5,518,1.5514462248590213e+18,0.0,0.0,0.0,440.0,1.5737628268161595e+18,retweeted,"RT @irina_meier_: Triss, Yen, Keira or Sabrina? Which one suits me the best? 🤔

#cosplayer #TheWitcher https://t.co/v7cnYrQODC",neutral,1,531,2022-11-09T21:09:03.909751Z,2022-11-09T21:09:03.909751Z,1.928
23,67,3,68,1303874792.0,0.0,0.0,0.0,240.0,9.5880541087352e+17,retweeted,"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05",neutral,1,81,2022-11-09T20:08:51.265689Z,2022-11-09T20:08:51.265689Z,1.483
24,200,0,201,4294068210.0,0.0,0.0,0.0,20.0,1.1443046589047562e+18,retweeted,RT @BrutalGamer: The Witcher Omnibus coming this January - https://t.co/1vxxsmBQCM #TheWitcher #DarkHorseComics #Omnibus #Comics https://t.…,neutral,1,214,2022-11-09T20:31:52.575973Z,2022-11-09T20:31:52.575973Z,1.994
25,330,2,331,3412511590.0,0.0,0.0,0.0,2.0,1.3226413561966346e+18,retweeted,"RT @neresuuka: toss a coin to your fav witch 💜✨✨

#yennefer #thewitcher #Halloween https://t.co/ZeilT59kI4",positive,1,344,2022-11-09T20:48:40.096444Z,2022-11-09T20:48:40.096444Z,7.257
26,469,5,470,8.003928332700508e+17,0.0,0.0,0.0,1951.0,1.5094903875046892e+18,retweeted,"RT @WolfyTheWitch: My favs are idiots pt 2 

#sbifanart #dsmpfanart #thewitcher https://t.co/trxS11Tm2t",positive,1,483,2022-11-09T21:04:33.613232Z,2022-11-09T21:04:33.613232Z,2.494
27,270,6,271,748681603.0,0.0,0.0,0.0,0.0,,,"Princess Ciri !! ☄️🧝🏻‍♀️✨🦄🐣👩🏼‍🎤
.
. #witcher #netflix #ciri #witcher3 #thewitcher #cosplay #videogames #oilpainting #artinprogress #artcollection #figurativeart #artnow #artgallery #imagination #illustration… https://t.co/x7usxUqLlJ",positive,1,284,2022-11-09T20:39:16.170616Z,2022-11-09T20:39:16.170616Z,1.886
28,52,4,53,8.390204405049098e+17,0.0,0.0,0.0,8.0,9.363555662549934e+17,retweeted,RT @ArseQueef: Geralt + @matthewmercer? What's not to love? 😏⚔️ #CriticalRole #TheWitcher https://t.co/rFJmBM6OBP,positive,1,66,2022-11-09T20:07:37.429885Z,2022-11-09T20:07:37.429885Z,5.167
29,335,7,336,27791214.0,0.0,0.0,0.0,43.0,1.3224904597934694e+18,retweeted,RT @thewitchernetfx: #HappyHalloween 🎃👻. Some stills from #theWitcher season 2 promo. https://t.co/4PgFF3Gg1z,positive,1,349,2022-11-09T20:48:56.944827Z,2022-11-09T20:48:56.944827Z,4.037
30,513,1,514,1.1278874450208276e+18,0.0,0.0,0.0,122.0,1.5758231319601723e+18,retweeted,"RT @felrija: Give Yennefer of Vengerberg a dagger in s3 again
#TheWitcher #Yennefer https://t.co/u2AU8zLR0s",neutral,1,527,2022-11-09T21:08:52.826691Z,2022-11-09T21:08:52.826691Z,11.606
31,507,3,508,1.4712621490035466e+18,0.0,0.0,0.0,21.0,1.5649630514173092e+18,retweeted,"RT @TicTak_VP: The Witcher 3 ~ ""Lilac and Gooseberries""

#TheWitcher #VirtualPhotography #VGPUnite #ArtisticofSociety #WorldofVP https://t.…",neutral,1,521,2022-11-09T21:08:11.610891Z,2022-11-09T21:08:11.610891Z,1.133
32,15,7,16,179081592.0,0.0,0.0,0.0,0.0,,,"Screenshot by Bro_beat
https://t.co/TDl6FIAIP8
#TheWitcher #WildHunt... https://t.co/qtsuWhkIGM",neutral,1,29,2022-11-09T20:03:48.440090Z,2022-11-09T20:03:48.440090Z,3.499
33,203,3,204,1.0091399574144164e+18,0.0,0.0,0.0,20.0,1.1443046589047562e+18,retweeted,RT @BrutalGamer: The Witcher Omnibus coming this January - https://t.co/1vxxsmBQCM #TheWitcher #DarkHorseComics #Omnibus #Comics https://t.…,neutral,1,217,2022-11-09T20:32:02.584729Z,2022-11-09T20:32:02.584729Z,0.944
34,151,7,152,229527288.0,0.0,0.0,0.0,5.0,1.0685933068363204e+18,retweeted,"RT @AndyLeachDnD: What do you think my new potential cosplay character... Geralt of Riva 😎

Oh and The Witcher RPG is now in at @ChimeraNot…",neutral,1,165,2022-11-09T20:20:42.213878Z,2022-11-09T20:20:42.213878Z,1.218
35,215,7,216,1.153312261227856e+18,0.0,0.0,0.0,235.0,1.156644919458566e+18,retweeted,RT @sia_siberia: Hi guys! 😘 We are preparing very hot content🔥🤤 Look on that little preview 💣 Do you like girl from #TheWitcher 🐺? I know t…,positive,1,229,2022-11-09T20:32:54.237173Z,2022-11-09T20:32:54.237173Z,2.514
36,276,4,277,330980782.0,0.0,0.0,0.0,0.0,,,"""Nobody smart plays fair.""

Yennefer of Vengerberg
#TheWitcher",positive,1,290,2022-11-09T20:39:38.656799Z,2022-11-09T20:39:38.656799Z,4.137
37,139,3,140,4285358134.0,0.0,0.0,0.0,0.0,1.0576408422010552e+18,quoted,"First look : #TheWitcher. #HenryCavill
Ciao. https://t.co/UwjFleLoaj",neutral,1,153,2022-11-09T20:18:58.052359Z,2022-11-09T20:18:58.052359Z,3.254
38,510,6,511,1.1156257220333322e+18,0.0,0.0,0.0,42.0,1.5355677859583836e+18,retweeted,"RT @jinx_shaco: Priscilla getting the heart of the people

Priscilla by @niodreth 
Male by @tvitone1 
Map by @AmmoBlender 

#TheWitcher3 #T…",positive,1,524,2022-11-09T21:08:27.761647Z,2022-11-09T21:08:27.761647Z,3.059
39,70,6,71,3422994400.0,0.0,0.0,0.0,240.0,9.5880541087352e+17,retweeted,"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05",neutral,1,84,2022-11-09T20:12:34.862728Z,2022-11-09T20:12:34.862728Z,2.667
40,23,7,24,224322161.0,2.0,1.0,0.0,0.0,,,"The Witcher Adult Coloring Book
https://t.co/jXjdtAcYTK
@DarkHorseComics @CDPROJEKTRED @thewitchergame #TheWitcher https://t.co/3KGbzQSwo5",neutral,1,37,2022-11-09T20:04:20.158132Z,2022-11-09T20:04:20.158132Z,2.654
41,21,5,22,50571724.0,0.0,0.0,0.0,0.0,,,Dark Horse to Release a WITCHER Adult Colouring Book this November – BIG COMIC PAGE https://t.co/JfDpTT8Fy7 #TheWitcher,neutral,1,35,2022-11-09T20:04:12.451719Z,2022-11-09T20:04:12.451719Z,4.738
42,88,0,89,37588302.0,0.0,0.0,0.0,0.0,,,"Subscribe To The #GOGNewsletter And Claim A Free Copy Of THE WITCHER: ENHANCED EDITION And A GWENT Card Keg.  #TheWitcher #Gwent
https://t.co/ns9nLE7eFS https://t.co/jDElFfwWGC",positive,1,102,2022-11-09T20:13:57.858506Z,2022-11-09T20:13:57.858506Z,3.077
43,435,3,436,2957071484.0,0.0,0.0,0.0,1807.0,1.465731483499475e+18,retweeted,"RT @witchernetflix: ""It's real, Yen.""

""How can we ever know?""

See how one wish changed the course of two lives. #TheWitcher Season 2 prem…",neutral,1,449,2022-11-09T20:58:07.358668Z,2022-11-09T20:58:07.358668Z,1.483
44,46,6,47,7.11573109028098e+17,0.0,0.0,0.0,5.0,9.226401040778404e+17,retweeted,RT @JohnsoJudi: Zach #ZachMcGowan as a professional actor and his perfected technique will bring the real #Geralt #TheWitcher to life! #And…,positive,1,60,2022-11-09T20:07:11.820477Z,2022-11-09T20:07:11.821506Z,2.752
45,101,5,102,633735002.0,7.0,0.0,0.0,0.0,,,My pet fire Calcifer says “Hi!” xD ... it makes playing #TheWitcher a much more immersive experience XD https://t.co/N65hYgCys6,neutral,1,115,2022-11-09T20:15:09.429869Z,2022-11-09T20:15:09.429869Z,3.368
46,100,4,101,9.755321867481416e+17,2.0,0.0,0.0,1.0,1.002248025379504e+18,quoted,"We've still got 2 hours of voting left, guys! What do you want to see me play tonight for #AnyGameCanHappenThursday? Click the tweet below to vote! #Vermintide2 #AliceMadness #Overwatch #TheWitcher #HypeSquad #TwitchStreamers #TwitchAffiliate #SupportSmallStreamers #SmallStreamer https://t.co/XEDIz8cIAf",neutral,1,114,2022-11-09T20:14:59.770991Z,2022-11-09T20:14:59.770991Z,8.429
47,286,6,287,1.225277114166825e+18,0.0,0.0,0.0,6.0,1.2559984505394176e+18,retweeted,RT @hauntedstarc: this is the most feral shit i have written in a while. it is also incredibly self indulgent. regis and geralt handle the…,neutral,1,300,2022-11-09T20:40:26.756393Z,2022-11-09T20:40:26.756393Z,5.382
48,42,2,43,8.590072011675075e+17,0.0,0.0,0.0,10.0,9.254760852105092e+17,retweeted,"RT @MilliganVick: Triss the dancing clown :D based on art by @Kulakovskaya_, Torie as #Triss, photo by me
Happy Halloween!
#TheWitcher #cos…",positive,1,56,2022-11-09T20:06:07.565721Z,2022-11-09T20:06:07.565721Z,2.731
49,257,1,258,1.070004241962541e+18,0.0,0.0,0.0,40.0,1.2233639838240973e+18,retweeted,"RT @cookie_dancing: *Comes back after being 4 months away from twitter* 

Jaskier finally shut up and Geralt could get some sleep. 
Thank y…",positive,1,271,2022-11-09T20:37:43.163578Z,2022-11-09T20:37:43.163578Z,4.078
50,192,0,193,9.62519743285678e+17,0.0,0.0,0.0,58.0,1.1345021570030838e+18,retweeted,RT @HenryCavillNews: Is that you Roach? 🐎 “A great way to say goodbye to Hungary.” Watch Henry Cavill’s new video! https://t.co/Sx0Gy5UMuZ…,neutral,1,206,2022-11-09T20:31:29.887419Z,2022-11-09T20:31:29.887419Z,1.631
51,240,0,241,1861798964.0,0.0,0.0,1.0,0.0,1.2009255832003912e+18,replied_to,J-27 #theWitcher tome 3 sur @AudibleFr,neutral,1,254,2022-11-09T20:35:58.931103Z,2022-11-09T20:35:58.932103Z,1.758
52,259,3,260,496864190.0,0.0,0.0,0.0,11.0,1.2233864788914258e+18,retweeted,RT @michiisdiary: Triss Merigold 🔥 #TheWitcher https://t.co/wjEd6FcYcz,positive,1,273,2022-11-09T20:38:01.819813Z,2022-11-09T20:38:01.819813Z,2.32
53,360,0,361,2809264093.0,0.0,0.0,0.0,1597.0,1.2164191979552686e+18,retweeted,"RT @DesireSfm: Public Release: Celebration of Midwinter (Witcher Shortmovie - runtime: 4:15 minutes)

-Stream (720p): https://t.co/xYVR1wgy…",neutral,1,374,2022-11-09T20:50:53.998785Z,2022-11-09T20:50:53.998785Z,2.532
54,81,1,82,3152478497.0,0.0,0.0,0.0,3.0,9.801983691162828e+17,retweeted,RT @SchooloftheWolf: Xcom tilted me... HARD - so back to the witcher 3 we go! - nearly at 250 followers! #TheWitcher #wildhunt #chillstream…,positive,1,95,2022-11-09T20:13:39.695884Z,2022-11-09T20:13:39.695884Z,4.311
55,78,6,79,537189094.0,0.0,0.0,1.0,0.0,,,@LHissrich will you cast European (polish) or American actors for #thewitcher ?,negative-racial,1,92,2022-11-09T20:13:22.316569Z,2022-11-09T20:13:22.316569Z,17.997
56,212,4,213,1655987768.0,0.0,0.0,0.0,235.0,1.156644919458566e+18,retweeted,RT @sia_siberia: Hi guys! 😘 We are preparing very hot content🔥🤤 Look on that little preview 💣 Do you like girl from #TheWitcher 🐺? I know t…,positive,1,226,2022-11-09T20:32:33.131842Z,2022-11-09T20:32:33.131842Z,0.902
57,226,2,227,1.1103957814191432e+18,0.0,0.0,0.0,1.0,1.1788055272849818e+18,retweeted,"RT @LADYDEADRABBIT: I think I like Triss a bit more than Yennifer, I know everyone always complains on how clingy Triss is- but I think she…",positive,1,239,2022-11-09T20:34:56.565662Z,2022-11-09T20:34:56.565662Z,6.413
58,159,7,160,1399686679.0,0.0,0.0,0.0,4.0,1.0798481630354924e+18,retweeted,"RT @pthenrycavillbr: Watch a video clip where #HenryCavill speaks for the first time about playing #GeraltofRivia, and participating in the…",positive,1,173,2022-11-09T20:21:07.150764Z,2022-11-09T20:21:07.150764Z,1.114
59,296,0,297,1.0356049863051468e+18,0.0,0.0,0.0,90.0,1.2777497258154394e+18,retweeted,"RT @limrx6: Commission for tumblr user sassandsmiles of a lovely fem!Geralt and fem!Jaskier embracing
#thewitcher #jaskier #geralt #art htt…",positive,1,310,2022-11-09T20:41:10.476336Z,2022-11-09T20:41:10.476336Z,3.847
60,369,1,370,1.3516827484995052e+18,1.0,0.0,1.0,0.0,,,"Come join me on Twitch -  https://t.co/qWgRbppysm
#twitch #stream #thewitcher https://t.co/RWqvlFZJlj",neutral,1,383,2022-11-09T20:51:23.817422Z,2022-11-09T20:51:23.817422Z,1.357
61,113,1,114,1663119601.0,0.0,0.0,0.0,14.0,1.0244089997335592e+18,retweeted,"RT @trueithefrog: Here is a preview of my piece for @Gaming_Heroines ! I’ve illustrated #TrissMerigold 🔥, from #theWitcher (donning her TW3…",neutral,1,127,2022-11-09T20:17:15.864822Z,2022-11-09T20:17:15.864822Z,1.978
62,395,3,396,7.55321956371542e+17,0.0,0.0,0.0,66.0,1.4102751763826688e+18,retweeted,RT @MathieuTURI: Just received these 4 awesome books by @ThirdEditions. It seems they know me very well! 🎮 #deathstranding #thewitcher #met…,positive,1,409,2022-11-09T20:52:53.154857Z,2022-11-09T20:52:53.154857Z,0.986
63,387,3,388,1.1592607288948736e+18,0.0,0.0,0.0,3.0,1.3995123609818317e+18,retweeted,RT @mr_normandie: #PS4live #Twitch #TheWitcher3 #TheWitcher #RPG #Twitchstreamer #SupportSmallStreamers #SupportSmallStreams  live at https…,neutral,1,401,2022-11-09T20:52:29.823412Z,2022-11-09T20:52:29.823412Z,1.224
64,66,2,67,787538401.0,2.0,0.0,0.0,1.0,,,"I'm adding Eredin from #thewitcher3 to my cosplans for this year (most probably 2019 though, lol). It would be one heck of an ambitious build, but god damn do I love that design!!!
.
.
.
.
.
#cosplay #cosplans2018 #costume #bigbuild #thewitcher #eredin #… https://t.co/5pxgMxFTI7 https://t.co/8iPyOUESuT",neutral,1,80,2022-11-09T20:08:48.926005Z,2022-11-09T20:08:48.926005Z,3.462
65,223,7,224,1.1374671665702872e+18,0.0,0.0,0.0,596.0,1.165241673456259e+18,retweeted,"RT @lure_lady: What is your fav girl from #TheWitcher?❤️
My cosplay video with 3 girls is ready for watching! 
👉🏻 https://t.co/HJiA7A5PKJ 😱…",neutral,1,237,2022-11-09T20:34:45.416083Z,2022-11-09T20:34:45.416083Z,3.27
66,177,1,178,8.239316997929083e+17,0.0,0.0,0.0,2.0,1.1124858355831684e+18,retweeted,"RT @NocturnalOnion: LIVE!  Gonna Play With Myself For A Bit Tonight!  #TheWitcher 3 #Twitch #KillingMonsters  |  -- GRAVEL RIDDEN, POT HOLE…",neutral,1,191,2022-11-09T20:28:50.475800Z,2022-11-09T20:28:50.475800Z,2.577
67,9,1,10,1644029498.0,0.0,0.0,0.0,0.0,8.806101730432983e+17,replied_to,Geralt of Rivia #thewitcher https://t.co/MgnCuG18u1,neutral,1,23,2022-11-09T20:02:51.643023Z,2022-11-09T20:02:51.643023Z,2.863
68,24,0,25,44871610.0,0.0,0.0,0.0,0.0,,,Cool stuff #thewitcher #plug #lootgaming https://t.co/V8Oo1UFo5l,positive,1,38,2022-11-09T20:04:41.085655Z,2022-11-09T20:04:41.085655Z,20.083
69,179,3,180,191778666.0,0.0,0.0,0.0,51.0,1.11176829526972e+18,retweeted,RT @netflixwitcher: We have a clip from yesterday's filming at Vajdahunyad Castle. While interesting it is very short and can't really capt…,neutral,1,193,2022-11-09T20:29:01.616968Z,2022-11-09T20:29:01.616968Z,7.891
70,446,6,447,7.005018777551585e+17,0.0,0.0,0.0,1421.0,1.4770017687143465e+18,retweeted,"RT @Irine_Meier: One more photo of Yen for you 😊

Thank you very much for your sweet words about this cosplay ❤️
I'm still speechless, but…",positive,1,460,2022-11-09T21:01:32.499132Z,2022-11-09T21:01:34.080445Z,5.177
71,289,1,290,58169364.0,0.0,0.0,1.0,0.0,1.267243375914365e+18,replied_to,"@raseitz28 @bonobochick @noelleharmony @Yankeefan2975 @trinimellie @TaundaDEdwards @momartian @srvmoore @JulianDimera @JBeauty7 @sixxers Yay!! Good to hear of another recommendation,,, #TheWitcher",positive,1,303,2022-11-09T20:40:39.151232Z,2022-11-09T20:40:39.151232Z,3.89
72,49,1,50,2972886694.0,0.0,0.0,0.0,1.0,9.351083735860306e+17,retweeted,RT @Kicka_Cosplay: @CDPROJEKTRED @thewitchergame @TheWitcher3Fr #ciri from #thewitcher #cosplay https://t.co/lTL6fdxWiX,neutral,1,63,2022-11-09T20:07:22.357067Z,2022-11-09T20:07:22.357067Z,1.941
73,122,2,123,89474656.0,0.0,0.0,0.0,6.0,1.0356502577558816e+18,retweeted,"RT @YouseiCosplay: Comin'atcha straight outta Velen, THIS OCTOBER, a Witcher sort from the folks at @86thFloor!! Take a look at their fall…",neutral,1,136,2022-11-09T20:17:36.651447Z,2022-11-09T20:17:36.651447Z,1.634
74,265,1,266,2577116172.0,23.0,0.0,5.0,0.0,,,"Attempting to watch #TheWitcher, and in the 1st 10 minutes, there's the #AnnoyingExtrovert trope again!
Folx, Extroverts aren't mind readers. Introverts have to actually express a desire for something different.",negative,1,279,2022-11-09T20:38:53.355411Z,2022-11-09T20:38:53.355411Z,7.592
75,291,3,292,58169364.0,1.0,0.0,0.0,0.0,1.2672416282611057e+18,replied_to,@bonobochick @noelleharmony @Yankeefan2975 @trinimellie @TaundaDEdwards @momartian @srvmoore @JulianDimera @JBeauty7 @sixxers I've promised my brother to at least give #TheWitcher a 2 episode shot to win me over...,positive,1,305,2022-11-09T20:40:49.179155Z,2022-11-09T20:40:49.179155Z,4.798
76,174,6,175,8.179338277586207e+17,2.0,0.0,1.0,0.0,,,"This Witcher guy is something else...😳
#MonsterHunterWorld #TheWitcher
https://t.co/17rnxDm61v",positive,1,188,2022-11-09T20:24:00.493897Z,2022-11-09T20:24:00.493897Z,3.615
77,130,2,131,390435355.0,1.0,0.0,0.0,0.0,1.0465313875689103e+18,quoted,Too bad the #Netflix version of #TheWitcher won't look this good. 🙁 https://t.co/iwSTMbbscV,negative,1,144,2022-11-09T20:18:02.200733Z,2022-11-09T20:18:02.200733Z,3.579
78,305,1,306,622496604.0,0.0,0.0,0.0,243.0,1.2892305703758848e+18,retweeted,"RT @limrx6: The newly-captive Jaskier makes a desperate plea for his life

#TheWitcher #GeraltOfRivia #Jaskier #Geraskier #SwashbucklingAU…",neutral,1,319,2022-11-09T20:42:14.103057Z,2022-11-09T20:42:14.103057Z,3.079
79,28,4,29,3053093321.0,0.0,0.0,0.0,0.0,9.030060622104986e+17,quoted,"Witcher 2 for 2.99 ,-

That tempted even me... and I own that game already oO

#TheWitcher https://t.co/s6Cz5ru9Sh",positive,1,42,2022-11-09T20:04:57.642868Z,2022-11-09T20:04:57.642868Z,3.221
80,65,1,66,1532276821.0,0.0,0.0,0.0,240.0,9.5880541087352e+17,retweeted,"RT @kooks000: Hello, have a Regis &lt;3
#TheWitcher https://t.co/zqVKeruZ05",neutral,1,79,2022-11-09T20:08:44.607230Z,2022-11-09T20:08:44.607230Z,1.827
81,169,1,170,8.179338277586207e+17,2.0,0.0,0.0,0.0,,,"Does Geralt always have to say this to everyone he meets??? 😅
#MonsterHunterWorld #TheWitcher
https://t.co/FmlypHbS9e",neutral,1,183,2022-11-09T20:21:47.519474Z,2022-11-09T20:21:47.519474Z,3.195
82,407,7,408,1.3839403709631242e+18,8.0,0.0,1.0,2.0,,,"so i've been absolutely captured by the witcher universe lately, so I decided to make a low poly Geralt, not quite done but it looks pretty good! #TheWitcher #GeraltOfRivia #3DModel #lowpoly #art https://t.co/o6K14Wc7ZK",positive,1,421,2022-11-09T20:53:40.535514Z,2022-11-09T20:53:40.535514Z,2.41
83,105,1,106,9.621194693078016e+17,6.0,0.0,0.0,0.0,,,"Geralt of Rivia from The Witcher on my pal, @shaydozer. make sure you listen to his dope podcast with mega babe @noellefaen @freakygeekspodcast 
#TheWitcher #GeraltofRivia #gamer #blackandgrey #nerdtattoo #gamertattoo 
@fkirons 
@silverbackink 
@secondskintac @kasey_roy_tattoos https://t.co/IrEXAM6AkL",neutral,1,119,2022-11-09T20:15:32.157089Z,2022-11-09T20:15:32.157089Z,5.276
