index	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive
134027	134023	1.5340924046509138e+18	1.5103098798938726e+18	0.0	0.0	0.0	3.0	1.5338341152079053e+18	retweeted	"RT @LadyValeryB: Just a small gift
Hope you like it 💫
@bridgerton
@jelevision @jbaileydaily @jonnybaeley @iris_bee_  @simoneashdaily @simon…"	0.0041	0.0635	0.9325
60346	60346	1.5556140319053128e+18	1202945010.0	6.0	0.0	0.0	0.0	1.5556072162159575e+18	quoted	"""Its nice to see #kanthony  included in a scene with the rest of the #Bridgerton family, as it suggests Kate really is one of the group now. Viewers got a small sense of how well she fits in with the rest of the family in season 2, primarily thru the memorable pall mall scenes."" https://t.co/MqZ2kjA0ip"	0.0033	0.1032	0.8934
245015	245001	1.518718228163408e+18	1.3512911876432282e+18	0.0	0.0	0.0	320.0	1.5187011751719117e+18	retweeted	"RT @wasafairytaele: #KANTHONY : with you

#bridgerton  #bridgerton2  https://t.co/6c2XtzfjTu"	0.0068	0.8932	0.1
6458	6458	1.5748328886333317e+18	1394986819.0	0.0	0.0	0.0	92.0	1.5745362303224504e+18	retweeted	"RT @bridgerthg: before                                               after
#polin #bridgerton https://t.co/hZ0RatVW9W"	0.0245	0.9275	0.0479
82447	82447	1.5497857097242788e+18	1.3420002096987054e+18	0.0	0.0	0.0	742.0	1.549764240029786e+18	retweeted	RT @shondaland: Alert the Ton, we’re back in action! #Bridgerton Season 3 production is in full swing. https://t.co/nNrnpJobsX	0.0036	0.5536	0.4428
47813	47813	1.558481551431811e+18	1.527957217244242e+18	0.0	0.0	0.0	15.0	1.558172129560068e+18	retweeted	"RT @AlexaAdoresIt: Completely stolen from the lovely @PenCol1824 
What water did this boy drink? 🔥🥵
#bridgerton #colinbridgerton https://t.…"	0.1759	0.4811	0.343
183094	183080	1.526174401200558e+18	1.4708698338268447e+18	0.0	0.0	0.0	0.0			"@TMZDeeDee Gift for you :-) #pixelfun #bridgerton   Only made with Bridgerton Trailers frames.
RT is cool, a follow is appreciated
!!! If u dont like this !!! =&gt; reply with this command =&gt; @ppixelfun delete https://t.co/gba9GUJjH3"	0.0072	0.0858	0.907
48540	48540	1.5581677357412106e+18	1.3394288448144916e+18	0.0	0.0	0.0	459.0	1.5204695490905825e+18	retweeted	"RT @sashieboobie: lil smthn for annie week day 6
#AnnieLeonhart x #Bridgerton
#AttackOnTitan https://t.co/xLrEbpTfTN"	0.0069	0.9145	0.0787
53743	53743	1.5564537033848013e+18	1.5553509284667802e+18	0.0	0.0	0.0	46.0	1.556297931090563e+18	retweeted	"RT @kathonytulips: Friendly reminder we're gonna see these two dancing this happily with each other in s3

#kanthony #bridgerton https://t.…"	0.0038	0.2231	0.773
17245	17245	1.5715574555905638e+18	1.0813453306108682e+18	0.0	0.0	0.0	51.0	1.5714871165252772e+18	retweeted	RT @kweengiselle: Omgg guys the first look of the @netflix serie #Bridgerton season 3 dance ball playing classical version of Alien superst…	0.0122	0.6762	0.3116
54879	54879	1.556234780554961e+18	1.1667150381298975e+18	0.0	0.0	0.0	70.0	1.5560190691319153e+18	retweeted	RT @jelevision: These S3 outfits 😍😍 The costume design team 👏👏 #bridgerton https://t.co/LrFm92D130	0.003	0.0204	0.9766
166911	166897	1.5273446849806623e+18	171598294.0	0.0	0.0	0.0	1.0			I’m sick of Colin playing in Pen face like girl tell that Man U want some 🍆 #Bridgerton https://t.co/k5iTY3oWEr	0.876	0.1104	0.0136
44099	44099	1.559797363459457e+18	1.509094633925755e+18	2.0	0.0	1.0	1.0			Just clowning for a second here: what if they actually decided to shoot s3 and s4 together AND then release them together? This could explain LT’s statement “it’s coming soon”. #benophie #BenedictBridgerton #sophiebeckett #Bridgerton	0.0333	0.8574	0.1093
16936	16936	1.571758581434749e+18	1.3420002096987054e+18	0.0	0.0	0.0	49.0	1.571514645277737e+18	retweeted	"RT @blankdreams620: Kathani Sharma was born to bring out the best smiles and laughs of Anthony Bridgerton.♥️
#kanthony #Bridgerton https://…"	0.0025	0.04	0.9575
204961	204947	1.5234119599068529e+18	1.3763354073197486e+18	0.0	0.0	0.0	235.0	1.5203481895255613e+18	retweeted	"RT @fandom_madness: Don’t mind me, just ruining your life for 16 seconds…
#Kanthony #Bridgerton https://t.co/EkiJsxwteW"	0.6817	0.29	0.0283
76319	76319	1.5508886827265147e+18	1.0240881960560108e+18	0.0	0.0	0.0	0.0			Do people actually not like Edwina Sharma? I’m not like shocked to my core but idk I like her #Bridgerton	0.5271	0.4087	0.0642
85365	85365	1.5487480988848374e+18	2413390318.0	0.0	0.0	0.0	15.0	1.5487331451633664e+18	retweeted	RT @chaoticguitar: The importance of Penelope being humiliated infront of Colin’s pretentious friends vs in AOFAG, where he angrily rebuffs…	0.5468	0.426	0.0272
65500	65500	1.5545250960767795e+18	3121825636.0	0.0	0.0	0.0	137.0	1.5541804528434954e+18	retweeted	"RT @chaoticguitar: Kate sharma: details 

#bridgerton https://t.co/r6TWYDz0XM"	0.0143	0.9528	0.0329
103718	103718	1.542243022892667e+18	1.2671173993520046e+18	0.0	0.0	0.0	26.0	1.5422129992719237e+18	retweeted	RT @kanthony_era: EVERYONE STOP ! Can we talk about Jonathan’s leg work here ?!🤩 That’s gold, he nailed it ! The couple on their right tho,…	0.0108	0.0297	0.9595
87562	87562	1.5479615160532378e+18	47995338.0	0.0	0.0	0.0	35.0	1.5476216674840125e+18	retweeted	"RT @oocniccoughlan: THE LUKE T &amp; NIC CONTENT JUST KEEPS ME ALIVE TY &amp; BYE ✌🏻 💓✨
#NicolaCoughlan #LukeThompson #Bridgerton #bridgertonS2 htt…"	0.0029	0.0293	0.9678
42393	42393	1.56030699720738e+18	1.3435744977697587e+18	0.0	0.0	0.0	1.0	1.5603044466761073e+18	retweeted	RT @acting_updotcom: Is color-blind #casting in Regency-era romances really progressive?  Or just delusional?  @bridgerton @yumcoconutmilk…	0.627	0.3594	0.0136
216994	216980	1.5216609419426734e+18	2379274616.0	0.0	0.0	0.0	7.0	1.5216475311129436e+18	retweeted	RT @isabellmar_: this is iconic, is like seeing Daphne and Simon my Duke and Duchess of Hastings going to a ball together #saphne #bridgert…	0.0022	0.0441	0.9537
200259	200245	1.5243669299509617e+18	1.5209407315899228e+18	0.0	0.0	0.0	112.0	1.5240441060743086e+18	retweeted	RT @swaying_daisies: the fact that they literally put kate’s blood on anthony’s hands like he’s not traumatized enough #kanthony #bridgerto…	0.8484	0.1448	0.0068
78296	78296	1.550605881351471e+18	4159693573.0	0.0	0.0	0.0	0.0			The way that #bridgerton’s hair and makeup crew play such a big role in strengthening the impact of the main characters in their respective seasons is so amazing!! They’ve made me really excited for Colin and Penelope!!!	0.002	0.0093	0.9887
71269	71269	1.5524652863177196e+18	35265969.0	0.0	0.0	0.0	1006.0	1.5367234264249876e+18	retweeted	"RT @Kellyrei007: “enchanting and sublime”
“brilliant and surprising”
“Captive Hearts,” a #Regency #Romance &amp; variation of “Persuasion” idea…"	0.0104	0.5157	0.4738
175563	175549	1.5264191887466824e+18	4925696349.0	0.0	0.0	0.0	514.0	1.5262662291949527e+18	retweeted	"RT @Variety: Not to worry, Benedict fans. He ""will be a vital part of Season 3,"" #Bridgerton showrunner Jess Brownell confirms. https://t.c…"	0.002	0.1731	0.8249
244535	244521	1.5187497131176223e+18	1.2468294503411261e+18	0.0	0.0	0.0	7.0	1.518676158442877e+18	retweeted	"RT @Kathony1814: *open twitter, check my private message and see this* 

Me: OMG!!!! 🥺❤️ #Bridgerton #Kanthony https://t.co/ejDTxdsYPa"	0.0049	0.1531	0.842
191172	191158	1.5253141351935263e+18	1.0088316300212183e+18	0.0	0.0	0.0	2.0	1.5251387074596332e+18	retweeted	"RT @Kellyrei007: @EveKoguce @fantasticarl @TRHamby1 @HutchinsAuthor @aitchisonwrites @jgmacleodauthor Thank you, Eve! 💙
“Captive Hearts,” a…"	0.0027	0.0366	0.9608
214194	214180	1.5219605590962504e+18	1.4230948659534397e+18	0.0	0.0	0.0	420.0	1.5219006337662566e+18	retweeted	RT @DEADLINE: EXCLUSIVE: Oscar nominee Felicity Jones will star with #Bridgerton actor Jonathan Bailey in comedy ‘Maria’ — Cannes Market ht…	0.0038	0.8504	0.1459
112685	112681	1.5390964160725197e+18	1.2560544986837852e+18	0.0	0.0	0.0	56.0	1.538952518025216e+18	retweeted	RT @niiikkiiix: S1 and S2 leads 👌🏽 #Bridgerton https://t.co/IRmexR42dd	0.0026	0.284	0.7134
132833	132829	1.5343269264202015e+18	346304745.0	0.0	0.0	0.0	33.0	1.5341633543271752e+18	retweeted	RT @dreamingofuuuu: The way she runs her hands over his arms ...and he does the same. A caress. His gaze is a caress, too. ❤️ Right there,…	0.0059	0.2238	0.7703
26560	26560	1.56642229950242e+18	1.3435744977697587e+18	0.0	0.0	0.0	1.0	1.5664206595213312e+18	retweeted	RT @DebuggingDamsel: Have the regency era Brits really allowed browns and blacks into 'ton' or is #Bridgerton trying to paint a better pict…	0.1316	0.8487	0.0197
48751	48751	1.5581123195441152e+18	1.0805850746959462e+18	2.0	0.0	0.0	1.0			Book review: The Viscount who Loved Me by Julia Quinn. The perfect fun read for a hot summers day #Bridgerton https://t.co/gW5OrY9pkp	0.0017	0.0282	0.9701
233713	233699	1.5199145135414968e+18	1.1176738071146947e+18	0.0	0.0	0.0	15.0	1.5171784747582996e+18	retweeted	RT @eloisebrdgrton: Benedict Bridgeton you will always be an icon ♡ #Bridgerton https://t.co/6GHT9zFn44	0.0033	0.0429	0.9538
74438	74438	1.551386783497474e+18	201733313.0	0.0	0.0	0.0	15.0	1.5513657122827878e+18	retweeted	"RT @kanthony_era: I want them like this in S3… In each damn episode… 😫🥹

#kanthony #bridgerton https://t.co/SGZkS6aoA3"	0.4047	0.3664	0.2289
133413	133409	1.534241693070938e+18	9.324283811231621e+17	0.0	0.0	0.0	12.0	1.5342222531262095e+18	retweeted	RT @LukeBestof: On stage #lukethompson #BenedictBridgerton #bridgerton #bridgertonnetflix https://t.co/bVFcBfjEI4	0.0036	0.9	0.0964
113590	113586	1.5389343594865213e+18	1.5294024493578486e+18	0.0	0.0	0.0	0.0			"FALIZA New Casual Men Jackets Spring Autumn Bomber Jacket https://t.co/8SuOpGhyPs

#love #LoveIsland2022 #Summer #USA #CanadianGP #FathersDay #UK #NYC #Bridgerton #CelebrityApprentice #LoveISland"	0.0041	0.8224	0.1735
171103	171089	1.526758537963008e+18	1130896328.0	0.0	0.0	0.0	28.0	1.5262676017263206e+18	retweeted	RT @PhoebeDynevor12: Phoebe Dynevor will be returning for #bridgerton season 3 https://t.co/eur3GkeYFo	0.0034	0.8225	0.1741
131537	131533	1.5345939726764155e+18	17602896.0	2391.0	153.0	74.0	559.0			Our diamond of the season. 💎 Congratulations to Simone Ashley on receiving the IMDb Breakout STARmeter Award for her buzzy performance as Kate Sharma in @bridgerton! 👏 https://t.co/YDBHDOZNk8 #Bridgerton https://t.co/1kwn4rGJ9m	0.0017	0.0173	0.981
133394	133390	1.534245304853201e+18	1.3435744977697587e+18	0.0	0.0	0.0	5.0	1.5342429406456136e+18	retweeted	"RT @scribblingsofel: #ELOISEBRIDGERTON
hey eloise i’m free tonight if u wanna meet up and read books together 
@/eloised1ts on instagram!…"	0.0034	0.464	0.5326
50421	50421	1.5574865641120604e+18	1.5041416644908646e+18	172.0	0.0	5.0	18.0			For me it's the way that in that VERY moment they both realized that what they are feeling toward each others is not hatred but desire 🔥 #Bridgerton #Kanthony https://t.co/vQ6THJDhsm	0.0678	0.316	0.6161
49252	49252	1.5578894422617006e+18	1.5261985453757153e+18	0.0	0.0	0.0	1.0	1.5098810996941005e+18	retweeted	RT @babychapo007: @SharpwinMadness My gosh, the passion when he says “and it is NOT FAR ENOUGH” 🔥🔥🔥🔥 Jonathan Bailey really came to act wit…	0.0095	0.0668	0.9237
198717	198703	1.5245161546346045e+18	165194963.0	0.0	0.0	0.0	104.0	1.523041603174105e+18	retweeted	RT @kanthonysimp: but like why is that thing anthony does with his eyes when he asks kate to wait so hot??? THE CHOKEHOLD THIS HAS ON ME #B…	0.2892	0.6036	0.1071
199328	199314	1.5244857633328128e+18	28212075.0	0.0	0.0	0.0	70.0	1.5244633727707218e+18	retweeted	"RT @jbaileydaily: Viscount and Viscountess Bridgerton 🥹♥️✨

📸: Screencapped and edited by me.
🎥: Bridgerton.

#jonathanbailey #bridgerton h…"	0.0088	0.8484	0.1428
17798	17798	1.5712623514703708e+18	1058852190.0	0.0	0.0	0.0	5.0	1.5712619505788887e+18	retweeted	"RT @chaoticguitar: New LUKE THOMPSON photos,

#bridgerton 

4/ https://t.co/Cp6MJzeolJ"	0.0072	0.9069	0.0858
8368	8368	1.5740965171361505e+18	1.3175675539721134e+18	0.0	0.0	0.0	373.0	1.509221988698628e+18	retweeted	RT @swaying_daisies: “Away traveling for six months, and now they take six hours coming down the stairs.” #Kanthony #Bridgerton https://t.c…	0.4024	0.569	0.0286
162521	162507	1.528076605150593e+18	7.906386056980111e+17	0.0	0.0	0.0	56.0	1.52805678229948e+18	retweeted	RT @mercxkurt: I feel like a shoulder kiss from behind is the closet one can get to a nonverbal love confession #bridgerton https://t.co/ds…	0.041	0.8581	0.1009
44184	44184	1.5597652913448305e+18	1.0233621182703002e+18	0.0	0.0	0.0	31.0	1.5596365980099994e+18	retweeted	RT @kathonytulips: Reposting this edit: Because Kate and Anthony did not go through all this and Anthony did not give Kate this speech abou…	0.333	0.6506	0.0164
109734	109732	1.5399686822811075e+18	2895226997.0	0.0	0.0	0.0	21.0	1.5397996768530268e+18	retweeted	RT @iris_bee_: Simone on her hopes for s3 Kate #Bridgerton https://t.co/g1CK2pEOZQ	0.0061	0.8872	0.1066
185174	185160	1.5260938604300902e+18	1.200455157953319e+18	0.0	0.0	0.0	1814.0	1.5260525274430464e+18	retweeted	"RT @FilmUpdates: #Bridgerton Season 3 is confirmed to follow the love story between Colin Bridgerton &amp; Penelope Featherington.

(https://t.…"	0.0042	0.8529	0.1429
197250	197236	1.5246356381374587e+18	297024456.0	0.0	0.0	0.0	0.0			Fux this, I'd rather discuss #Bridgerton right now. *moves to that side*	0.8422	0.1467	0.0111
244585	244571	1.518747048857776e+18	1.2953627156999332e+18	0.0	0.0	0.0	43.0	1.5187389331395215e+18	retweeted	RT @iris_bee_: “it starts from this lonely, dark place at dawn to the sun rising… he’s stuck in her head. It’s a really twinkly moment.” 😭…	0.1618	0.6931	0.1451
108521	108521	1.5403055982557716e+18	4234153032.0	0.0	0.0	0.0	15.0	1.5389885141041807e+18	retweeted	RT @Kathony1814: Them &lt;3 #Bridgerton https://t.co/VrjDzO9z3S	0.0042	0.6307	0.3651
248938	248924	1.5183730390538854e+18	29291195.0	0.0	0.0	0.0	0.0			Finished #Bridgerton	0.0085	0.7141	0.2774
116012	116008	1.53828415791838e+18	2411735396.0	0.0	0.0	0.0	3.0	1.5381211936306094e+18	retweeted	RT @dreamingofuuuu: Happy Saturday from your favorite Viscount. #jonathanbailey #kanthony #Bridgerton https://t.co/Po8Vt7m6AV	0.0014	0.0325	0.9661
45315	45315	1.5594596872291123e+18	1.5203076615096934e+18	14.0	0.0	3.0	5.0	1.5586153409422295e+18	quoted	"Please vote for Kate and Anthony. 
Press on the link and go down on the same page till the 4th ship and click Kate and Anthony. 
We have till the 19th 🙏🏻🙏🏻🙏🏻
#Bridgerton 
#bridgertonS2 
#KateSharma 
#anthonybridgerton https://t.co/vHQkPPIMNY"	0.0148	0.6799	0.3052
228647	228633	1.5204624445477478e+18	817959792.0	0.0	0.0	0.0	165.0	1.5204352425736438e+18	retweeted	RT @swaying_daisies: kate and anthony wistfully thinking about each other is what it’s all about!!! #kanthony #bridgerton https://t.co/sRPU…	0.0044	0.23	0.7655
16439	16439	1.572063855479595e+18	1.5444359784540488e+18	0.0	0.0	0.0	11.0	1.571886801215791e+18	retweeted	RT @spotofsunshine_: “No one else matters” but them #kanthony #Bridgerton https://t.co/VOevALfRyo	0.0937	0.8531	0.0533
200091	200077	1.524418430887252e+18	1.2123514800715162e+18	0.0	0.0	1.0	0.0			Why is Kate cock blocking her sister ?🧍🏾‍♀️#Bridgerton	0.671	0.3178	0.0112
10221	10221	1.573850505184301e+18	1.3378004692306084e+18	0.0	0.0	0.0	6.0	1.5737627413362156e+18	retweeted	RT @RantingBitch15: Night and day he dreamt about Kate and in all those dreams he fantasized about her calling him Anthony. The syllables o…	0.1312	0.7973	0.0715
75027	75027	1.551162068669268e+18	1.4708698338268447e+18	0.0	0.0	0.0	0.0			"@oleru6th Gift for you :-) #pixelfun #bridgerton   Only made with Bridgerton Trailers frames.
RT is cool, a follow is appreciated
!!! If u dont like this !!! =&gt; reply with this command =&gt; @ppixelfun delete https://t.co/iI7xRPy0Op"	0.0072	0.0858	0.907
242177	242163	1.5189898855033242e+18	1.282787878507094e+18	0.0	0.0	0.0	284.0	1.5189865604521042e+18	retweeted	RT @yehbts: #bridgerton: with you. https://t.co/4n7h4PN85g	0.007	0.9368	0.0562
58586	58586	1.5557331580117484e+18	1.4127653096148378e+18	0.0	0.0	0.0	142.0	1.5555661212894986e+18	retweeted	"RT @darcyslizzy: no thoughts head full of the viscount and viscountess bridgerton 

#bridgerton https://t.co/a7QUcKU8r5"	0.0454	0.8409	0.1137
142353	142349	1.531992569478951e+18	712268827.0	0.0	0.0	0.0	0.0	1.531984687673008e+18	quoted	Jonny gonna attend Filming Italy Sardegna Festival directed by Tiziana Rocca held from 9 to 12 June in Forte Village in Cagliari #jonathanbailey #bridgerton https://t.co/be9k5EVFCX	0.0041	0.8785	0.1174
215863	215849	1.5217890183121633e+18	264369146.0	0.0	0.0	0.0	322.0	1.521659624771838e+18	retweeted	"RT @bestbridgertons: Kate &amp; Anthony kissing appreciation post 😍
#Bridgerton #Kanthony https://t.co/y8jlnQd5Sw"	0.003	0.1165	0.8805
146622	146618	1.5309655976804516e+18	1.5213228942357422e+18	0.0	0.0	0.0	4.0	1.5308473436497388e+18	retweeted	RT @RantingBitch15: I swear Anthony would have been howling under her terrace n begging Kate to marry him if he saw Dorset dance with Kate.…	0.3617	0.5187	0.1197
183489	183475	1.526162250788229e+18	1.0405840303984394e+18	0.0	0.0	0.0	54.0	1.5260600974698168e+18	retweeted	"RT @LeidyMt_: Polin season 3 
#Bridgerton https://t.co/hQeSInxMUF"	0.0126	0.9484	0.039
11818	11818	1.5735757207390372e+18	211114153.0	2.0	0.0	0.0	1.0			The fact that Kanthony didn't get the promotion that they deserve smells favoritism eh?? #Bridgerton	0.843	0.1489	0.0081
177973	177959	1.5262985318788055e+18	1.2634024372574413e+18	0.0	0.0	0.0	374.0	1.5260853235323453e+18	retweeted	RT @fandom_madness: We may not all be a huge fans of #Polin, but regardless we gotta go to bat for Nicola next season. If she’s already get…	0.0559	0.6397	0.3044
145126	145122	1.5313089945637806e+18	1.5056395421281444e+18	0.0	0.0	0.0	12.0	1.5311207562010788e+18	retweeted	RT @RealKDPFan4Eva: the caption #kanthony #bridgerton https://t.co/As7xAAwAlC	0.02	0.9571	0.0229
4612	4612	1.5752304812467569e+18	1.4571872527156306e+18	0.0	0.0	0.0	106.0	1.5749879771758838e+18	retweeted	"RT @paid_eel: Not the room apparently. 😏
#kanthony #bridgerton"	0.358	0.6214	0.0206
54345	54345	1.5563509237687951e+18	1.3435744977697587e+18	0.0	0.0	0.0	1.0	1.5563479239147233e+18	retweeted	RT @cortezjanine1: When covid got me obsessing over benedict bridgerton 🎨 day 12 and counting. only 2 books to go #regencyera #bridgerton	0.0263	0.3911	0.5827
135370	135366	1.5337759267769795e+18	1.1661845562670162e+18	0.0	0.0	0.0	52.0	1.5331027712931103e+18	retweeted	"RT @OneFandomVerse: I pray every day that we get all 8 seasons. 🕯️🕯️🤞🏿🤞🏿

#Bridgerton #BridgertonNetflix https://t.co/lGtKoEVN05"	0.0055	0.0883	0.9062
48785	48785	1.5581014099791462e+18	8.579432539703009e+17	0.0	0.0	0.0	9.0	1.5575550794769818e+18	retweeted	RT @Kellyrei007: @ionacrv @tristanbtaylor @DerekRKing2 @ravaghi @SPOFarrell3 @EmmyRBennett @JulieKusma @jgmacleodauthor @claudia_oltean @Bl…	0.0203	0.9278	0.0518
246958	246944	1.5185981111695852e+18	8.228559813654282e+17	0.0	0.0	0.0	1031.0	1.5184781585335665e+18	retweeted	"RT @SharpwinMadness: ✨Full #Kanthony thread so you don't have to go to netflix as promised✨

#Bridgerton"	0.308	0.627	0.065
86011	86011	1.548487572644475e+18	1.2565083543204045e+18	0.0	0.0	0.0	16.0	1.548380585340457e+18	retweeted	RT @EloiseQuotes: // the emerald of the season 💚 #Bridgerton https://t.co/nmBStPUfUr	0.0031	0.4789	0.518
