actor_id
Miguel A. Núñez Jr.
Don Cheadle
J. B. Smoove
Viola Davis
K. Todd Freeman
Chris Rock
Martin Lawrence
Jeffrey Wright
Kadeem Hardison
Steve Harris
Todd Bridges
The Lady of Rage
Gina Ravera
Janet Jackson
Hill Harper
Kristoff St. John
Gary Anthony Williams
Gary Dourdan
Halle Berry
Shanésia Davis-Williams
Karyn Parsons-Rockwell
Rachel True
Michael Kenneth Williams
David Mann
Tamela Mann
Jeffrey D. Sams
Toni Braxton
Stacey Dash
Sherri Shepherd
Leslie Jones
Michael Jai White
Lisa Bonet
Salli Richardson
Mo'Nique
Jamie Foxx
Thomas Mikal Ford
Seth Gilliam
Tisha Campbell-Martin
Allen Payne
Matthew St. Patrick
Cuba Gooding Jr.
Orlando Jones
Eddie Griffin
Terry Crews
Phill Lewis
Will Smith
Tracy Morgan
LL Cool J
Gary Coleman
Andre Royo
Kimberly Brooks
Paula Jai Parker
Jesse L. Martin
Erika Alexander
Morris Chestnut
Ice Cube
Terrence Howard
Mariah Carey
Tyler Perry
Gina Torres
Chandra Wilson
D.B. Woodside
Dondre Whitfield
Reginald C. Hayes
Tichina Arnold
Wood Harris
Kim Fields
Aunjanue Ellis
Queen Latifah
Cress Williams
Aisha Tyler
Octavia Spencer
Anthony Anderson
Shemar Moore
Taraji P. Henson
Audra McDonald
Stephen Bishop
Henry Simmons
Nicole Ari Parker
Malcolm-Jamal Warner
Mike Epps
Golden Brooks
Regina Hall
Niecy Nash
DMX
Nia Long
Method Man
Erykah Badu
Tasha Smith
Rozonda Thomas
Lamman Rucker
Taye Diggs
Regina King
Sanaa Lathan
Jada Pinkett Smith
Chris Tucker
Shawn Wayans
Katt Williams
Tupac Shakur
Snoop Dogg
Keegan-Michael Key
Richard T. Jones
Darrin Henson
Common
Maya Rudolph
Jill Scott
Sharon Leal
Essence Atkins
Wayne Brady
Leonard Roberts
Anika Noni Rose
Marlon Wayans
Gabrielle Union
Deon Cole
Tracee Ellis Ross
Omar Epps
Rockmond Dunbar
Yasiin Bey
Tempestt Bledsoe
Dave Chappelle
Michael Ealy
Keesha Sharp
Lark Voorhies
Mahershala Ali
Donald Faison
Russell Hornsby
Tamala Jones
Mekhi Phifer
Derek Luke
Joy Bryant
Omari Hardwick
Chad L. Coleman
De'Aundre Bonds
Brian White
Lauryn Hill
Aisha Hinds
Malinda Williams
50 Cent
Tory Kittles
Sharif Atkins
Paula Patton
Larenz Tate
Jill Marie Jones
Andre Benjamin
Sterling K. Brown
Kellie Shanygne Williams
Jaleel White
Rashida Jones
Rochelle Aytes
Omar Gooding
Pooch Hall
Mike Colter
Chadwick Boseman
Erica Ash
Kerry Washington
Chris Bridges
Saycon Sengbloh
RonReaco Lee
Kel Mitchell
Wesley Jonathan
Tyrese Gibson
Kenan Thompson
Omar Benson Miller
Nelsan Ellis
Anthony Mackie
Danai Gurira
Aaliyah
Lil Rel Howery
Jason Weaver
Kevin Hart
Nate Parker
Keshia Knight Pulliam
Andre Holland
Brandy Norwood
Tituss Burgess
Jordan Peele
Cory Hardrict
Rutina Wesley
Tiffany Haddish
Alphonso McAuley
Mehcad Brooks
Malcolm Barrett
Nick Cannon
Lamorne Morris
Neil Brown Jr.
William Jackson Harper
Marques Houston
Jennifer Hudson
Alicia Keys
Meghan Markle
Beyoncé Knowles
Jesse Williams
Lance Gross
Hosea Chanchez
Daveed Diggs
Brandon Scott
Damon Wayans Jr.
Columbus Short
Cedric Sanders
Terrence Jenkins
Ron Funches
Jussie Smollett
Donald Glover
Brian Tyree Henry
Gabourey Sidibe
Trai Byers
Robert Ri'chard
Arjay Smith
Tessa Thompson
DeVaughn Nixon
J. Lee
Lauren London
John David Washington
Rob Brown
Xosha Roquemore
Brandon T. Jackson
Scott Mescudi
Charles Michael Davis
Naturi Naughton
Lee Thompson Young
Dewanda Wise
Lena Waithe
Sonequa Martin-Green
Janelle Monáe
Sydney Morton
Cleveland Berto
Edwin Hodge
Raven-Symoné
Aja Naomi King
Jon Michael Hill
Giovonnie Samuels
Nicole Beharie
Collins Pennie
Bryton James
Sasheer Zamata
Aldis Hodge
Elijah Kelley
Yahya Abdul-Mateen II
Condola Rashad
Jurnee Smollett-Bell
Marcus T. Paulk
Amber Stevens West
Samira Wiley
Margot Bingham
Michael B. Jordan
Jerrod Carmichael
Jermaine Fowler
Jay Pharoah
Shad Moss
Jason Mitchell
Naya Rivera
Teyonah Parris
Christel Khalil
Evan Ross
Zoë Kravitz
Laura Kariuki
Jordin Sparks
Tristan Wilds
Danielle Brooks
Logan Browning
Nafessa Williams
Chris Warren
Christopher Massey
Trevante Rhodes
Jasmine Richards
Jordan Calloway
Marc John Jefferies
Tom Williamson
Lakeith Stanfield
Zora Howard
Dominique Fishback
Rome Flynn
Kyle Massey
Kiki Layne
Tyler James Williams
Doc Shaw
Tequan Richmond
Rhyon Nicole Brown
Keith Powers
Paige Hurd
Raven Goodwin
Leon Thomas III
Antoinette Robertson
Keke Palmer
Imani Hakim
Bryshere Y. Gray
Shane Paul McGhie
Kelvin Harrison Jr.
Algee Smith
Sierra McClain
Jaz Sinclair
Ryan Destiny
Justice Smith
Da'Vinchi
Shameik Moore
Justine Skye
Parker McKenna Posey
Zendaya
Ajiona Alexus
Teala Dunn
Dee Dee Davis
Trevor Jackson
Jacob Latimore
Bobbe J. Thompson
Jamia Simone Nash
Cymphonique Miller
Brittany O'Grady
Tyrel Jackson Williams
Jaylen Barron
Luka Sabbat
Lauryn McClain
Sydney Park
Chloe Bailey
Jaden Smith
Coco Jones
Lovie Simone
China Anne McClain
Amandla Stenberg
Madison Pettis
Coy Stewart
Diamond White 
Halle Bailey
Daniella Perkins 
Yara Shahidi 
Willow Smith 
Riele Downs 
Caleb McLaughlin 
Skai Jackson 
Quvenzhané Wallis 
Sydney Mikayla 
Storm Reid 
Marsai Martin 
Shahadi Wright Joseph 
Trinitee Stokes 
Priah Ferguson 
Faithe Herman 
Saniyya Sidney 
Charles Abomeli
Robert Adams
Jovan Adepo
Samuel Adewunmi
Razaaq Adoti
David Ajala
Yemi Ajibade
Fisayo Akinade
Jimmy Akingbola
Adewale Akinnuoye-Agbaje
Aml Ameen
Devon Anderson
Jacob Anderson
Samuel Anderson (actor)
Nonso Anozie
Joey Ansah
Daniel Anthony (actor)
Howard Antony
Percelle Ascott
Tamsier Joof Aviance
Richard Ayoade
Charles Babalola
Nicholas Bailey
Allister Bain
Harry Baird (actor)
Ariyon Bakare
Elijah Baker
Micah Balfour
Ashley Banjo
Peter Bankole
Dane Baptiste
Paul Barber (actor)
Anthony Barclay
Jason Barrett (actor)
Bashy
Rikki Beadle-Blair
Gary Beadle
Norman Beaton
Rolan Bell
Kingsley Ben-Adir
Tyrone Benskin
Richard Blackwood
Vas Blackwood
John Boyega
Howard Brown (Halifax Bank)
Ulric Browne
Nathan Bryon
Burt Caesar
Earl Cameron
Cleveland Campbell
Richie Campbell (actor)
Gary Carr (actor)
Babou Ceesay
Craig Charles
Ashley Chin
Mmoloki Chrystie
Noel Clarke
Conrad Coates
Steven Cole
Tosin Cole
Karl Collins
Christopher Colquhoun
Paul Danquah
Michael Dapaah
Peter de Jersey
Dee Tails
Ortis Deley
Felix Dexter
Sope Dirisu
Joe Dixon (actor)
Tony Dortie
Omari Douglas
Franz Drameh
Chiwetel Ejiofor
Idris Elba
Femi Elufowoju Jr.
Louis Emerick
Alfred Enoch
Oris Erhuero
Paapa Essiedu
Treva Etienne
Lloyd Everitt
Tommy Eytle
Maynard Eziashi
Daniel Ezra
Dean Fagan
Luti Fagbenle
O-T Fagbenle
Ray Fearon
Jason Forbes
Daniel Francis (actor)
Geff Francis
Ncuti Gatwa
Robbie Gee
Mohammed George
Roland Gift
Don Gilet
Troy Glasgow
Goldie
Stephen Graham
Theo Graham
Derek Griffiths
Roger Griffiths
David Gyasi
David Harewood
Lenny Henry
Matt Henry (singer)
Leon Herbert
Keith Hodiak
Christian Holder
Ram John Holder
Tyrone Huntley
Damson Idris
Alan Igbon
Martins Imhangbe
Lennie James
Oscar James
Tendayi Jembere
Danny John-Jules
Cornell John
Wil Johnson
Paterson Joseph
Eddie Kadi
Stefan Kalipha
Daniel Kaluuya
Eman Kellam
Arinzé Kene
Kadiff Kirwan
Jeffery Kissoon
Elliot Knight
Joseph Kpobie
Kwame Kwei-Armah
Trevor Laird
Alex Lanipekun
Wayne Laryea
Lucien Laviscount
Dex Lee
Adrian Lester
Lennox Lewis
Delroy Lindo
Ricardo P. Lloyd
Jack London (athlete)
Long Dong Silver
Lonyo
Leon Lopez
Merveille Lukeba
Kenny Lynch
Khalil Madovi
Louis Mahoney
Joseph Marcell
Tony Marshall (actor)
Nathaniel Martello-White
Orlando Martins
Marcel McCalla
Gary McDonald (actor)
Colin McFarlane
Peter Mensah
Aston Merrygold
Charles Mnene
Zackary Momoh
Mark Monero
Lamar Morris (British singer)
Habib Nasib Nader
Akemnji Ndifornyen
Reece Noi
Herbert Norville
Cyril Nri
Ken Nwosu
Chris Obi
Michael Obiora
Chiké Okonkwo
Tony Okungbowa
DeObia Oparei
Dudley O'Shaughnessy
Tony Osoba
David Oyelowo
Femi Oyeniran
Regé-Jean Page
Shaun Parkes
Rudi Patterson
Cass Pennant
Redd Pepper
Chance Perdomo
Justin Pickett
Aaron Pierre (actor)
Royce Pierreson
Nicholas Pinnock
Javone Prince
Hugh Quarshie
Ashley Rice
Alrick Riley
Ukweli Roach
Patrick Robinson (actor)
Clive Rowe
Abubakar Salim
Abdul Salis
Colin Salmon
Samson Kayo
Danny Sapani
Sam Sarpong
Alex Sawyer
Johnny Sekka
John Simmit
Christopher Simpson (actor)
Frank Singuineau
Julius Soubise
Nathan Stewart-Jarrett
Andrew Stewart-Jones
Roy Stewart
Michael-Joel David Stuart
Terry Sue-Patt
Tahj Miles
Daniel Taylor (actor)
Giles Terera
Trevor Thomas (actor)
Malique Thompson-Dwyer
Heshima Thompson
Inel Tomlinson
Steve Toussaint
Tricky (musician)
Ernest Trimingham
Charles Venn
Joivan Wade
Curtis Walker
Eamonn Walker
Rudolph Walker
Everal Walsh
Marcquelle Ward
Micheal Ward
Don Warrington
Eugene Washington
Anthony Welsh
Jamael Westman
Ricky Whittle
Darnell Williams
Layton Williams
Gary Wilmot
Amir Wilson
Maurice Dean Wint
Wordplay (musician)
Danny Lee Wynter
Reggie Yates
Richard Yearwood
Kit Young
Luke Youngblood
Naomi Ackie
Christine Adams (actress)
Elizabeth Adare
Cynthia Addai-Robinson
Adelayo Adedayo
Ronkẹ Adékoluẹjo
Modupe Adeyeye
Freema Agyeman
Chizzy Akudolu
Jade Alleyne
Sope Aluko
Adjoa Andoh
Jade Anouka
Ayesha Antoine
Clare-Hope Ashitey
Zawe Ashton
Michele Austin
Rakie Ayola
Deborah Ayorinde
Kamara Bacchus
Nina Baden-Semper
Donnaleigh Bailey
Rhea Bailey
Bukky Bakray
Ella Balinska
Yasmin Bannerman
Ruby Barker
Camilla Beeput
Floella Benjamin
Pippa Bennett-Warner
BiBi Crew
Minah Bird
Pauline Black
Sian Blake
Jacqueline Boatswain
Teneisha Bonner
Courtney Bowman
Yvonne Brewster
Gabrielle Brooks
Simona Brown
Sophia Brown (actress)
Kéllé Bryan
Emily Burnett
Lorraine Burroughs
Josette Bushell-Mingo
Paigey Cakey
Georgina Campbell
Nadia Cattouse
Caroline Chikezie
Sharon D. Clarke
Michaela Coel
Pearl Connor-Mogotsi
Angel Coulby
Kizzy Crawford
Lenora Crichlow
Doña Croll
Karla Crome
Estella Daniels
Michelle de Swarte
Tupele Dorgu
Evelyn Dove
Kathryn Drysdale
Noma Dumezweni
Sharon Duncan-Brewster
Brenda Edwards
Jeillo Edwards
Carmen Ejogo
Victoria Ekanoye
Rosalind Eleazar
Alphonsia Emmanuel
Tameka Empson
Cynthia Erivo
Jocelyn Jee Esien
Fola Evans-Akingbola
Jade Ewen
Kehinde Fadipe
Ameerah Falzon-Ojo
Tanya Fear
Yasmin Finney
The Floacist
Lily Frazer
Michelle Gayle
Llewella Gideon
Jacqui Gordon-Lawrence
Natasha Gordon
Michelle Greenidge
Angela Griffin
Jaye Griffiths
Natalie Gumede
Leah Hackett
Mona Hammond
Linda Hargreaves
Naomie Harris
Chelsee Healey
Danielle Henry
Ginny Holder
Kirby Howell-Baptiste
Izuka Hoyle
Nicola Hughes (actress)
Tracy Ifeachor
Ibinabo Jack
Dominique Jackson (British actress)
Judith Jacob
Marianne Jean-Baptiste
Jasmine Jobson
Hannah John-Kamen
Dystin Johnson
Elarica Johnson
Michelle Joseph
Jenny Jules
Cush Jumbo
Abigail Kelly
Alexia Khadime
Kananu Kirimi
Lorna Laidlaw
Martina Laird
Lanah P
Tamara Lawrance
Caroline Lee-Johnson
Miriam-Teak Lee
Rustie Lee
Petra Letang
Laya Lewis
Melanie Liburd
Suzette Llewellyn
Lashana Lynch
Pearl Mackie
Ashley Madekwe
Mahalia (singer)
Madeleine Mantock
Nimmy March
Alexandra Mardell
Gugu Mbatha-Raw
Yolanda Mercy
T'Nia Miller
Bunmi Mojekwu
Tanya Moodie
Dominique Moore
Thanyia Moore
Wunmi Mosaku
Carmen Munroe
Mimi Ndiweni
Thandiwe Newton
Remi Nicole
Sarah Niles
Njambi McGrath
Cecilia Noble
Ann Ogbomo
Sophie Okonedo
Antonia Okonma
Kim Oliver
Weruche Opia
Phina Oruche
Andi Osho
Muna Otaru
Indra Ové
Belinda Owusu
Suzanne Packer
Diane Parish
Nico Parker
Lisa Davina Phillip
Jessica Plummer
Pearl Prescod
Kay Purcell
Pooky Quesnel
Paulette Randall
Maisie Richardson-Sellers
Vinette Robinson
Laura Rollins
Verona Rose
Tahirah Sharif
Anna Shaffer
Ida Shepley
Josette Simon
Teddy Sinclair
Corinne Skinner-Carter
Tamara Smart
Nina Sosanya
Karla-Simone Spence
Amarah-Jae St. Aubyn
Lucy St. Louis
Kerry Stacey
Jessica Sula
Femi Taylor
Thalissa Teixeira
Antonia Thomas
Ellen Thomas (actress)
Marsha Thomason
Velile Tshabalala
Jodie Turner-Smith
Cathy Tyson
Ony Uhiara
Jane Wall
Shanika Warren-Markland
Lydia West
Laura White (actress)
Larissa Wilson
Letitia Wright
Angela Wynter
Lola Young, Baroness Young of Hornsey
Bijou Fernandez (1877 â€“ 1961)
Teresa Luisa Michelena (1889 â€“ 1941) 	
Leo Carrillo (1880-1961)	
Steve Clemente (1885 â€“ 1950)	
Pedro de Cordoba (1881-1950) 
Al Ernest Garcia (1887â€“1938) 	
Vera Michelena (1885â€“1961) 	
Antonio Moreno (1887-1967)	
William Gaxton (1893â€“1963) 	
Myrtle Gonzalez (1891â€“1918)	
Chris-Pin Martin (1893â€“1953)	
Beatriz Michelena (1890â€“1942)	
Ramon Novarro (1899-1968) 	
Carlos De Valdez (1894â€“1939).	
Don Alvarado (1904-1967)	
Thomas Gomez (1905-1971) 	
Linda Loredo (1907â€“1931) 	
Carlos MontalbÃ¡n (1903-1991) 	
Ramon Novarro (1899-1968) 	
Dolores del RÃ­o (1904-1983) 	
Gilbert Roland (1905-1994) 
Cesar Romero (1907-1994) 	
Raquel Torres (1908-1987) 	
Lupe VÃ©lez (1908-1944) 
Rico Alaniz (1919â€“2015)	
Desi Arnaz (1917-1986) 	
Pedro Armendariz (1912-1963)
Alma Beltran (1919 â€“ 2007)	
Ralph Camargo (1912 â€“ 1992)
Movita Castaneda (1916â€“2015)	
JosÃ© Ferrer (1912-1992)	
Mel Ferrer (1917-2008) 	
Rita Hayworth (1918-1987)	
Tom HernÃ¡ndez (1915-1984)
Fernando Lamas (1916-1982)
Bill Melendez (1916â€“2008)	
Maria Montez (1912-1951) Dominican-born American actress	
Anthony Quinn (1915-2001) Mexican-born American actor[2]	
Mona Rico (1907â€“1994) Mexican-born American actress	
Andy Russell (1919-1992) American actor and singer to Mexican immigrant parents	
Ref Sanchez (1917-1986) American actor of Spaniard descent	
Renee Torres (1911 â€“ 1998) Mexican American actress and the sister of Raquel Torres.	
Lupita Tovar (1910-2016) Mexican-born American actress	
Lupe VÃ©lez (1908-1944) Mexican-born American actress who was one of the first successful Latin American actresses in the United States	
Natividad VacÃ­o (1912â€“1996) American actor of Mexican descent	
Rodolfo Acosta (1920-1974) American actor of Mexican descent	
Sammy Davis Jr. (1925 â€“ 1990) American actor, singer, dancer, vaudevillian, and comedian. He was son of the American dancer and stage performer Elvera Sanchez (1905â€“2000). His mother was of Cuban descent.[3]	
Rebeca Iturbide (1924â€“2003) American actress of Mexican descent	
Pedro Gonzalez-Gonzalez (1925â€“2006) American actor of Mexican descent	
Pepe Hern (1927-2009) American actor of Spanish descent. He was brother of Tom HernÃ¡ndez	
Katy Jurado (1924-2002) Mexican-born American actress	
Tony Martinez (1920 â€“ 2002) Puerto Rican-born American film, television and theatre actor.	
Ricardo MontalbÃ¡n (1920-2009) Mexican-born American actor	
Luis Oquendo (1925 â€“ 1992) Cuban-born American actor	
Antonia Rey (1926â€“2019), Cuban-born American actress	
Lalo RÃ­os (1927-1973) Mexican-born American actor	
Marquita Rivera (1922â€“2002) Puerto Rican-born American actress, singer and dancer	
Olga San Juan (1927â€“2009) American actress of Puerto Rican descent	
Carmen Zapata (1927â€“2014) American actress of Mexican and Argentine descent	
Victor Argo (1934â€“2004) American actor of Puerto Rican descent	
Rafael Campos (1936 - 1985) Dominican-born American actor	
MÃ­riam ColÃ³n (1936â€“2017) Puerto Rican-born American actress	
Linda Cristal (1931 - 2020) Argentinian-born American actress	
Henry Darrow (born Enrique TomÃ¡s Delgado JimÃ©nez	 1933â€“2021) American actor of Puerto Rican descent
RaÃºl DÃ¡vila (1931â€“2006) Puerto Rican-born American actor (All My Children)	
HÃ©ctor Elizondo (1936-) New Yorker actor of Puerto Rican descent	
Hampton Fancher (1938-) American actor, screenwriter, and filmmaker to a Mexican-Danish mother (Blade Runner and Blade Runner 2049) [4]	
Abel Fernandez (1930-2016) American actor of Native Mexican descent	
John Gavin (1931-2018) American actor of Chilean and Mexican descent (Spartacus, Psycho)	
Susan Kohner (1936-) American actress to Mexican actress Lupita Tovar and American Jewish film producer Paul Kohner	
Joaquin Martinez (1930â€“2012) Mexican-born American actor	
Louisa Moritz (1936-2019) Cuban-born American actress and lawyer	
Rita Moreno (1931-) Puerto Rican-born American actress	
Alejandro Rey (1930â€“1987) Argentine-born American actor	
Chita Rivera (1933-) American actress to a Puerto Rican father.[5]	
Paul Sand (1932-) American actor of Mexican and Russian descent	
Gregory Sierra (1937-2021) is an American actor of Puerto Rican descent	
Robert Alvarez (1948-)	
Tina Aumont (1946 â€“ 2006) American actress. She was the daughter of French actor Jean-Pierre Aumont and Dominican actress Maria Montez	
Barbara Carrera (1945-), Nicaraguan-born American film and television actress	
Enrique Castillo (1949-)	
Emilio Delgado (1940-) American actor of Mexican descent	
Moctesuma Esparza (1949-) American actor of Mexican descent	
Erik Estrada (1949-) American actor of Puerto Rican descent (CHiPs)	
Lola Falana (1942-) American actress and singer to an Afro-Cuban father.	
Antonio Fargas (1946-) American actor of Puerto Rican and Trinidadian descent[6]	
Raul Julia (1940-1994) Puerto Rican-born American actor	
Priscilla Lopez (1948-) American actress of Puerto Rican descent	
Cheech Marin (1946-) American actor of Mexican descent (part of the comedy act Cheech & Chong)	
AngÃ©lica MarÃ­a (1944-) American actress of Mexican descent and raised in Mexico	
A Martinez (1948-) American actor to a father of Mexican and Apache descent[7]	
Yvette Mimieux (1942-) American retired television and film actress of French and Mexican descent	
Belita Moreno (1949) American actress of Mexican descent (George Lopez, Perfect Strangers)	
Miguel PiÃ±ero (1946â€“1988) Puerto Rican-born American playwright, actor	
Tina Romero (1949-) American actress of Mexican descent	
Mercedes Ruehl (1948-) American actress to a mother of Cuban and Irish ancestry	
Juana Samayoa (1948-) Guatemalan-American actress and television presenter.	
Martin Sheen (1940-) American actor of Spanish and Irish descent.	
Edward James Olmos (1947-) American actor of Mexican descent (Miami Vice, Battlestar Galactica).	
Lupe Ontiveros (1942-2012) American actress of Mexican descent[8]	
Liz Torres (1947-) American actress of Puerto Rican descent	
Danny Trejo (1944-) American actor of Mexican descent	
Raquel Welch (1940) American actress of Bolivian descent	
Holly Woodlawn (1946â€“2015) transgender Puerto Rican-born actress and Warhol superstar	
Victoria Wyndham (born Victoria Camargo; 1945-), American actress. She is the daughter of Mexican-American stage and screen actor Ralph Camargo[9] (Another World)	
Juan FernÃ¡ndez de Alarcon (1956-) Dominican-born American actor	
Ana Alicia (1956-) Mexican-born American actress (Falcon Crest)	
MarÃ­a Conchita Alonso (1957-) Cuban-born Venezuelan-raised actress, singer and songwriter. She is naturalised in the US.	
Rick Aviles (1952â€“1995) American actor of Puerto Rican descent	
Desi Arnaz Jr. (1953-) American actor and musician. He is the son of Cuban actor Desi Arnaz and Lucille Ball	
Lucie Arnaz (1951-) is an American actress, singer, dancer, and producer. She is daughter of Desi Arnaz and Lucille Ball	
Steven Bauer (1956-) Cuban-born American actor	
Robert Beltran (1953-) American actor of Mexican descent (Star Trek: Voyager)	
Irene Cara (1959-) American singer, songwriter, dancer and actress of Puerto Rican and Cuban descent[10]	
Lynda Carter (1951-) American actress to a Mexican mother (Wonder Woman)	
Roxann Dawson (1958-) American actress, producer, director, and writer (Star Trek: Voyager)	
Michael DeLorenzo (1959-) American actor, director, writer, producer, dancer, and musician of Puerto Rican and Italian descent	
Rosanna DeSoto (1950-) American actress of Mexican descent	
Emiliano DÃ­ez (1953-) Cuban-born American actor	
Shabba Doo (1955-2020) American actor, dancer, and choreographer of African American and Puerto Rican descent.[11]	
Miguel Ferrer (1955-2017) American actor. He was son of Puerto Rican actor Jose Ferrer.[12]	
Andy GarcÃ­a (1956-) Cuban-born American actor	
Luis GuzmÃ¡n (1956-) Puerto Rican-born	
Ruben Santiago-Hudson (1956-) American actor, playwright, and director of Puerto Rican and African American descent (Castle)	
Vincent Irizarry (1959-) American actor of Puerto Rican descent	
Apollonia Kotero (1959-) American singer, actress, former model and talent manager of Mexican descent	
Lorenzo Lamas (1958) American actor. He is son of Argentine actor Fernando Lamas (Falcon Crest)	
SebastiÃ¡n Ligarde (1954-) American actor of Tejano and Mexican descent	
Sunshine LogroÃ±o (1951-) American-born Puerto Rican actor to a Puerto Rican mother	
Sonia Manzano (1950-) American actress, screenwriter, author, speaker and singer-songwriter of Puerto Rican descent	
Julio Oscar Mechoso (1955 â€“ 2017) Cuban-born American actor	
Olga Merediz (1956-) Cuban-born American actress and singer.	
Taylor Negron (1957â€“2015) American actor of Puerto Rican descent	
Oscar Nunez (1958-) Cuban-born American actor (The Office. He was also a member of The Groundlings)	
Tony Oliver (1958-) Puerto Rican born American voice actor (Robotech, Fate/stay night, Lupin the Third).	
Luis Saguar (1957â€“2009) American actor	
