Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text,annotator,annotation_id,created_at,updated_at,lead_time,sentiment
498,22,1019,37756638.0,1.0,0.0,0.0,0.0,,,The Lemmon 714 scene. 😭😭😭😭😭😭 #WolfOfWallStreet,1,1019,2022-11-16T17:00:29.652240Z,2022-11-16T17:00:29.652283Z,0.143,
497,21,1018,226767148.0,0.0,0.0,0.0,0.0,,,LOL this movie has forever impacted the way I look at Steve Madden.....and Matthew Mcconaughey #WolfofWallstreet,1,1018,2022-11-16T17:00:29.231776Z,2022-11-16T17:00:29.231814Z,0.16,
496,20,1017,2462631013.0,2.0,0.0,0.0,1.0,,,"""Sell me this pen."" I'll give u a hint; it's got nothing to do with the pen. #wolfofwallstreet #marketing #tech #entrepreneur #shark",1,1017,2022-11-16T17:00:28.805054Z,2022-11-16T17:00:28.805095Z,0.174,
495,19,1016,37756638.0,0.0,0.0,0.0,0.0,,,It’s funny that the real Jordan Belfort was actually in the movie. #WolfOfWallStreet,1,1016,2022-11-16T17:00:28.364957Z,2022-11-16T17:00:28.364993Z,0.161,
494,18,1015,840396516.0,0.0,0.0,0.0,0.0,,,£30 big ones for this in HMV. Bit optimistic i think. #Overpriced #HMV #WolfofWallstreet #Steelbook http://t.co/VQ6p3STKHU,1,1015,2022-11-16T17:00:27.925700Z,2022-11-16T17:00:27.925773Z,0.142,
493,17,1014,45158300.0,0.0,0.0,0.0,0.0,,,"Finally watched #WolfofWallstreet last night, Jay loved it. But seriously Martin Scorsese? Another 3 hour movie?! #aintnobodygottimeforthat",1,1014,2022-11-16T17:00:27.493931Z,2022-11-16T17:00:27.493967Z,0.193,
492,16,1013,898611002.0,1.0,0.0,0.0,0.0,,,I made $49 million which really pissed me off cause it was 3 shy of a million a week😂 #wolfofwallstreet,1,1013,2022-11-16T17:00:27.036249Z,2022-11-16T17:00:27.036284Z,0.168,
491,15,1012,273968758.0,0.0,0.0,0.0,0.0,,,We're not gonna be friends #WolfofWallstreet,1,1012,2022-11-16T17:00:26.583957Z,2022-11-16T17:00:26.583989Z,0.388,positive
490,14,1011,325030134.0,0.0,0.0,1.0,0.0,,,bought these awesome movies for 16$ I saved 26$ eeeeks. #WolfOfWallStreet $4 #Ted $6 &amp; #TheHeat $6… http://t.co/ystyM51LKR,1,1011,2022-11-16T17:00:25.759623Z,2022-11-16T17:00:25.759664Z,0.133,
489,13,1010,2881808620.0,0.0,0.0,0.0,0.0,,,"List of what's coming to &amp; leaving #Netflix in December. #AnchorMan2 #AmericanHorrorStoryFreakShow #WolfOfWallStreet

http://t.co/X5n3MLSQYB",1,1010,2022-11-16T17:00:25.310984Z,2022-11-16T17:00:25.311045Z,0.215,
488,12,1009,348898843.0,0.0,0.0,0.0,0.0,,,Netflix is going ham next month!  #anchorman2 #hauntedhouse2 #wolfofwallstreet @netflix,1,1009,2022-11-16T17:00:24.828842Z,2022-11-16T17:00:24.828875Z,0.12,
487,11,1008,2790166614.0,0.0,0.0,0.0,0.0,,,"If @nfl teams were publicly traded stocks, the @Jaguars would be Aerotyne International #WolfofWallstreet",1,1008,2022-11-16T17:00:24.404961Z,2022-11-16T17:00:24.405003Z,0.152,
486,10,1007,79747741.0,1.0,0.0,0.0,0.0,,,@MargotRobbie you need one if our #ChristmasSweaters DM us #WolfofWallstreet 🎅🎄 http://t.co/NB4ognwDV0,1,1007,2022-11-16T17:00:23.948195Z,2022-11-16T17:00:23.948229Z,0.175,
485,9,1006,452217843.0,0.0,0.0,0.0,0.0,,,#Wolf󾇐ofWallstreet# Sankar Raj this ones for you....Iam glad that we went together to watch this epic tale of... http://t.co/A62Elbe3RE,1,1006,2022-11-16T17:00:23.498936Z,2022-11-16T17:00:23.498970Z,0.152,
484,8,1005,452217843.0,0.0,0.0,0.0,0.0,,,#Wolf󾇐ofwallstreet  Sankar Raj this ones for you. Iam glad that we went to watch this epic tale of #jordanbelfort... http://t.co/rwXcshxNgk,1,1005,2022-11-16T17:00:23.075790Z,2022-11-16T17:00:23.075824Z,0.2,
483,7,1004,1514891502.0,0.0,0.0,0.0,0.0,,,The Real 'Wolf of Wall Street'? http://t.co/yPMjq3vUwA #wolfofwallstreet #wallstreet #vice,1,1004,2022-11-16T17:00:22.583482Z,2022-11-16T17:00:22.583513Z,0.142,
482,6,1003,1101673988.0,1.0,0.0,1.0,0.0,5.388470300731105e+17,replied_to,“@BlackPplVines: When the drugs kick in outta nowhere LMAO 😂 http://t.co/9JP2cMBjYt” @Tyler_Persinger is he on the lemons? #wolfofwallstreet,1,1003,2022-11-16T17:00:22.159134Z,2022-11-16T17:00:22.159166Z,0.182,
481,5,1002,192207409.0,0.0,0.0,0.0,0.0,,,Love this film! #WolfOfWallStreet http://t.co/fog3PVUVdK,1,1002,2022-11-16T17:00:21.707467Z,2022-11-16T17:00:21.707504Z,0.224,
480,4,1001,23620016.0,2.0,0.0,0.0,0.0,,,Editing over #WolfofWallStreet  | #RHPhotography x @Revel317 x @DJBuckRodgers,1,1001,2022-11-16T17:00:21.215339Z,2022-11-16T17:00:21.215372Z,0.209,
479,3,1000,448297580.0,0.0,0.0,0.0,0.0,,,"http://t.co/ms7ers3U3c

Brilliant.  

#wolfofwallstreet",1,1000,2022-11-16T17:00:20.731372Z,2022-11-16T17:00:20.731407Z,0.187,
478,2,999,566936288.0,0.0,0.0,0.0,30.0,5.363510130712371e+17,retweeted,RT @sxualgifs: Favourite part.. #wolfofwallstreet http://t.co/tFG3O0vWUy,1,999,2022-11-16T17:00:20.272627Z,2022-11-16T17:00:20.272829Z,0.152,
477,1,998,27204202.0,0.0,0.0,0.0,0.0,,,Nothing quite like a dominos and wolf of wall street all snuggled in bed #thisisthelife #funtimes #wolfofwallstreet,1,998,2022-11-16T17:00:19.832199Z,2022-11-16T17:00:19.832233Z,0.181,
476,0,997,380629461.0,0.0,0.0,0.0,1.0,5.389731667740221e+17,retweeted,"RT @MomCoApp: ""Sell me this pen."" I'll give u a hint; it's got nothing to do with the pen. #wolfofwallstreet #marketing #tech #entrepreneur…",1,997,2022-11-16T17:00:19.380915Z,2022-11-16T17:00:19.380949Z,0.188,
475,27,996,293865084.0,3.0,0.0,0.0,0.0,,,Cannot get enough of Jordan Belfort #WolfOfWallStreet,1,996,2022-11-16T17:00:18.911225Z,2022-11-16T17:00:18.911267Z,0.179,
474,26,995,498258631.0,1.0,0.0,0.0,1.0,,,New found inspiration to be rich someday #wolfofwallstreet #millionaire,1,995,2022-11-16T17:00:18.453173Z,2022-11-16T17:00:18.453217Z,0.229,
473,25,994,218698595.0,0.0,0.0,0.0,16.0,4.200109344392765e+17,retweeted,RT @CatherinePaiz: One of the funniest scenes I've seen in a long time. Best movie #wolfofwallstreet http://t.co/bJLrf99FG3,1,994,2022-11-16T17:00:17.953419Z,2022-11-16T17:00:17.953495Z,0.209,
472,24,993,1098647598.0,0.0,0.0,0.0,2.0,5.280824211749069e+17,retweeted,"RT @MySocialMouth: The only thing standing b/w you and your goal is the bullshit story you keep telling yourself 

#WolfofWallstreet http:/…",1,993,2022-11-16T17:00:17.466287Z,2022-11-16T17:00:17.466370Z,0.229,
471,23,992,2161263737.0,0.0,0.0,0.0,2.0,5.280824211749069e+17,retweeted,"RT @MySocialMouth: The only thing standing b/w you and your goal is the bullshit story you keep telling yourself 

#WolfofWallstreet http:/…",1,992,2022-11-16T17:00:16.960819Z,2022-11-16T17:00:16.960853Z,0.243,
470,22,991,1007994704.0,0.0,0.0,0.0,5.0,5.203518407861985e+17,retweeted,RT @warrenpsonoda: The 1 and only time I'll beat #MartinScorsese at anything: @SWEARNET dethrones #WolfOfWallStreet for @GWR record! http:/…,1,991,2022-11-16T17:00:16.460830Z,2022-11-16T17:00:16.460865Z,0.571,positive
469,21,990,83431030.0,0.0,0.0,0.0,0.0,,,#JordanBelfort #WolfOfWallStreet @leonardodicaprio RT RP that one buddy! #HappyHalloween 😱 http://t.co/pvTTw3EuAm,1,990,2022-11-16T17:00:15.602929Z,2022-11-16T17:00:15.602967Z,0.169,
468,20,989,330577035.0,0.0,0.0,1.0,0.0,,,"You can't see my tie, but I'm the wolf of Wall Street! #happyhalloween #wolfofwallstreet… http://t.co/z3Gj5aTNtH",1,989,2022-11-16T17:00:15.133789Z,2022-11-16T17:00:15.133822Z,0.181,
467,19,988,1120916971.0,0.0,0.0,0.0,0.0,,,"After yesterday, it's only right if I'm Jordan Belfort for Halloween #wolfofwallstreet",1,988,2022-11-16T17:00:14.675184Z,2022-11-16T17:00:14.675216Z,0.206,
466,18,987,2415253825.0,0.0,0.0,0.0,1.0,5.282130631622779e+17,replied_to,@UnitedForCare @DrugPolicyNews #wolfofwallstreet #wolfpack Vote YES on Amendment 2!!! Florida needs it!,1,987,2022-11-16T17:00:14.207469Z,2022-11-16T17:00:14.207505Z,0.273,
465,17,986,2385147290.0,0.0,0.0,0.0,2.0,5.276329264316703e+17,retweeted,RT @RoadshowFilms: .@Vita_Britt Then you'll love this... http://t.co/BnAadWNoW6 #WolfOfWallStreet,1,986,2022-11-16T17:00:13.659674Z,2022-11-16T17:00:13.659706Z,0.223,
464,16,985,21258337.0,35.0,0.0,4.0,7.0,,,Your hosts picked their favorite costumes from our studio audience! #WhoopiCushion #WolfOfWallStreet #EnchantedView http://t.co/TfUnPfpgrJ,1,985,2022-11-16T17:00:13.179885Z,2022-11-16T17:00:13.179932Z,0.538,neutral
463,15,984,44143252.0,0.0,0.0,0.0,7.0,5.28258045202006e+17,retweeted,RT @theviewtv: Your hosts picked their favorite costumes from our studio audience! #WhoopiCushion #WolfOfWallStreet #EnchantedView http://t…,1,984,2022-11-16T17:00:12.349371Z,2022-11-16T17:00:12.349414Z,0.157,
462,14,983,15876810.0,0.0,0.0,0.0,7.0,5.28258045202006e+17,retweeted,RT @theviewtv: Your hosts picked their favorite costumes from our studio audience! #WhoopiCushion #WolfOfWallStreet #EnchantedView http://t…,1,983,2022-11-16T17:00:11.908606Z,2022-11-16T17:00:11.908639Z,0.131,
461,13,982,2762553543.0,0.0,0.0,0.0,7.0,5.28258045202006e+17,retweeted,RT @theviewtv: Your hosts picked their favorite costumes from our studio audience! #WhoopiCushion #WolfOfWallStreet #EnchantedView http://t…,1,982,2022-11-16T17:00:11.480820Z,2022-11-16T17:00:11.480909Z,0.145,
460,12,981,15038519.0,0.0,0.0,0.0,7.0,5.28258045202006e+17,retweeted,RT @theviewtv: Your hosts picked their favorite costumes from our studio audience! #WhoopiCushion #WolfOfWallStreet #EnchantedView http://t…,1,981,2022-11-16T17:00:11.059586Z,2022-11-16T17:00:11.059616Z,0.167,
459,11,980,2777814352.0,0.0,0.0,0.0,7.0,5.28258045202006e+17,retweeted,RT @theviewtv: Your hosts picked their favorite costumes from our studio audience! #WhoopiCushion #WolfOfWallStreet #EnchantedView http://t…,1,980,2022-11-16T17:00:10.611265Z,2022-11-16T17:00:10.611301Z,0.257,
458,10,979,167465517.0,0.0,0.0,0.0,0.0,,,#WolfOfWallStreet is a good ass movie...took me 2 days to watch the whole thing tho lol,1,979,2022-11-16T17:00:10.083043Z,2022-11-16T17:00:10.083080Z,0.534,neutral
457,9,978,116424319.0,3.0,0.0,1.0,1.0,,,Bermuda grass! Oh my god you had to deal with the golf course people too! #wolfofwallstreet,1,978,2022-11-16T17:00:09.255607Z,2022-11-16T17:00:09.255639Z,0.16,
456,8,977,1692803184.0,0.0,0.0,0.0,0.0,,,Newest Purchase... #WolfOfWallStreet http://t.co/VlRTkK9XUD,1,977,2022-11-16T17:00:08.805326Z,2022-11-16T17:00:08.805358Z,0.168,
455,7,976,81533317.0,0.0,0.0,0.0,1.0,5.282868834667315e+17,retweeted,RT @samjones001: Bermuda grass! Oh my god you had to deal with the golf course people too! #wolfofwallstreet,1,976,2022-11-16T17:00:08.357779Z,2022-11-16T17:00:08.357830Z,0.175,
454,6,975,394403854.0,1.0,0.0,0.0,0.0,,,What other shoes would the girlfriend of the #wolfofwallstreet buy? #ShteeeeeeveMaaaaadddden http://t.co/DL8RtHB1e4,1,975,2022-11-16T17:00:07.914408Z,2022-11-16T17:00:07.914474Z,0.204,
453,5,974,1045136112.0,0.0,0.0,0.0,1.0,5.282448625930076e+17,retweeted,RT @LongPennyStocks: @UnitedForCare @DrugPolicyNews #wolfofwallstreet #wolfpack Vote YES on Amendment 2!!! Florida needs it!,1,974,2022-11-16T17:00:07.428988Z,2022-11-16T17:00:07.429111Z,0.255,
452,4,973,257517997.0,0.0,0.0,0.0,7.0,4.384993219152691e+17,retweeted,RT @firstpostin: Will the Academy finally give Leonardo DiCaprio his Oscar this year? http://t.co/pFOuxRLEV6 #WolfOfWallStreet,1,973,2022-11-16T17:00:06.897232Z,2022-11-16T17:00:06.897340Z,0.15,
451,3,972,257517997.0,0.0,0.0,0.0,836.0,4.2600391174536806e+17,retweeted,RT @markmahon: Saw #WolfofWallStreet and Leonardo @LeoDiCaprio was outstanding. He could be difficult to beat at this year's 86th #Oscars @…,1,972,2022-11-16T17:00:06.471191Z,2022-11-16T17:00:06.471224Z,0.12,
450,2,971,257517997.0,0.0,0.0,0.0,4.0,4.200131832023777e+17,retweeted,RT @illscarlett: If @LeoDiCaprio doesn't win an #Oscar for #WolfOfWallStreet.. Then there is something tragically messed w/ The Academy..,1,971,2022-11-16T17:00:06.071195Z,2022-11-16T17:00:06.071227Z,0.187,
449,1,970,518014491.0,0.0,0.0,0.0,0.0,,,Leo wearing a gold Rolex in Wolf of Wall Street #fbf #wolfofwallstreet #rolex #goldrolex… http://t.co/QXkbeCNqtr,1,970,2022-11-16T17:00:05.588722Z,2022-11-16T17:00:05.588752Z,0.194,
448,0,969,35989932.0,2.0,0.0,0.0,1.0,,,It's Halloween here @richdaleapts #RedRidingHood #WolfOfWallStreet #RichdaleInDisguise @halltbone http://t.co/u9sQxL7YT6,1,969,2022-11-16T17:00:05.137658Z,2022-11-16T17:00:05.137693Z,0.19,
447,27,968,346309868.0,0.0,0.0,0.0,1.0,5.162987857951048e+17,retweeted,"RT @TatumN4: ON NEW ISSUE DAY, THIS IS WHAT YOU DO ON NEW ISSUE DAY!  #wolfofwallstreet",1,968,2022-11-16T17:00:04.680356Z,2022-11-16T17:00:04.680427Z,0.233,
446,26,967,19687928.0,2.0,0.0,0.0,2.0,,,#7Horse thank u #KennyWayneShepherd #WhiskyMyers #7HorseFans #TheJudge #WolfofWallStreet #MethLabZosoSticker #KeithRichards #RedWine #RxMJ,1,967,2022-11-16T17:00:04.184086Z,2022-11-16T17:00:04.184119Z,0.222,
445,25,966,2716500614.0,0.0,0.0,0.0,2.0,5.167100514832425e+17,retweeted,RT @joiecalio: #7Horse thank u #KennyWayneShepherd #WhiskyMyers #7HorseFans #TheJudge #WolfofWallStreet #MethLabZosoSticker #KeithRichards …,1,966,2022-11-16T17:00:03.691407Z,2022-11-16T17:00:03.691462Z,0.227,
444,24,965,464068335.0,0.0,0.0,0.0,0.0,,,I like the Indian cheer the Chiefs do before their game. Ideas?? #wolfofwallstreet,1,965,2022-11-16T17:00:03.215125Z,2022-11-16T17:00:03.215160Z,0.251,
443,23,964,1538896098.0,0.0,0.0,0.0,1.0,,,Unlike #wolfofwallstreet my ex got away w/millions #strongwomen #scandal  #Livinglifepurposefully IN THE WAKE OF LIES http://t.co/QSjqBosWPQ,1,964,2022-11-16T17:00:02.689569Z,2022-11-16T17:00:02.689601Z,0.283,
442,22,963,76243927.0,0.0,0.0,0.0,2.0,5.167100514832425e+17,retweeted,RT @joiecalio: #7Horse thank u #KennyWayneShepherd #WhiskyMyers #7HorseFans #TheJudge #WolfofWallStreet #MethLabZosoSticker #KeithRichards …,1,963,2022-11-16T17:00:02.153574Z,2022-11-16T17:00:02.153607Z,0.492,positive
441,21,962,1429623768.0,0.0,0.0,0.0,0.0,,,matthew mcconaughey in #WolfOfWallStreet is fucking priceless for as small a role he played.,1,962,2022-11-16T17:00:01.379949Z,2022-11-16T17:00:01.379984Z,0.17,
440,20,961,16816250.0,0.0,0.0,0.0,1.0,5.167530283390853e+17,retweeted,RT @CarrieShubert: Unlike #wolfofwallstreet my ex got away w/millions #strongwomen #scandal  #Livinglifepurposefully IN THE WAKE OF LIES ht…,1,961,2022-11-16T17:00:00.825601Z,2022-11-16T17:00:00.825642Z,0.181,
439,19,960,865625318.0,0.0,0.0,0.0,0.0,,,I love leo so much #wolfofwallstreet,1,960,2022-11-16T17:00:00.388899Z,2022-11-16T17:00:00.388931Z,0.179,
438,18,959,603077991.0,2.0,0.0,0.0,0.0,,,#WolfOfWallStreet is still that movie 💵💵💵💵💵💵💵💵💵,1,959,2022-11-16T16:59:59.937601Z,2022-11-16T16:59:59.937633Z,0.197,
437,17,958,1126331382.0,0.0,0.0,0.0,0.0,,,"New #quote : Effing put in work , to dust your dreams into reality  #wolfofwallstreet by r_syed http://t.co/Bql5Dwo46E",1,958,2022-11-16T16:59:59.465735Z,2022-11-16T16:59:59.465770Z,0.217,
436,16,957,2769211068.0,0.0,0.0,0.0,0.0,,,I feel like me and @LeoDiCaprio  would be homies in the turn up.  I'd let that nigga blow Vicks in my eyes. #nohomo #WolfofWallstreet,1,957,2022-11-16T16:59:58.988543Z,2022-11-16T16:59:58.988578Z,0.206,
435,15,956,48131518.0,2.0,0.0,0.0,0.0,,,Gonna watch #WolfOfWallStreet while i study/do homework.. lets see how long i go until i pop a quaalude,1,956,2022-11-16T16:59:58.518732Z,2022-11-16T16:59:58.518764Z,0.245,
434,14,955,263256889.0,1.0,0.0,0.0,0.0,,,Give me some lemons #wolfofwallstreet #somefilm,1,955,2022-11-16T16:59:58.009417Z,2022-11-16T16:59:58.009824Z,0.182,
433,13,954,763053206.0,0.0,0.0,0.0,0.0,,,Jordan Belford #wolfofwallstreet or Carlton banks #FreshPrinceOfBelAir #decadeday#hocowk#day2 http://t.co/1cbDJ6FgpV,1,954,2022-11-16T16:59:57.560966Z,2022-11-16T16:59:57.561003Z,0.337,
432,12,953,2376059671.0,0.0,0.0,0.0,0.0,,,"Excited for #PTA's #InherentVice. Hope it doesn't fall into the unfocused story, out-of-control acting of #AmericanHustle/#WolfofWallStreet.",1,953,2022-11-16T16:59:56.964085Z,2022-11-16T16:59:56.964191Z,0.327,
431,11,952,629508997.0,1.0,0.0,0.0,1.0,,,Some people are okay with being average. Those people are losers. #WolfOfWallStreet,1,952,2022-11-16T16:59:56.378907Z,2022-11-16T16:59:56.378941Z,0.376,
430,10,951,462508663.0,0.0,0.0,0.0,0.0,,,The highlight of my day has to be getting called a mini Jordan Belfort. #ByChance #WolfOfWallStreet,1,951,2022-11-16T16:59:55.743887Z,2022-11-16T16:59:55.743929Z,0.339,
429,9,950,365856068.0,0.0,0.0,0.0,1.0,5.169925015727104e+17,retweeted,RT @TheLeviLake: Some people are okay with being average. Those people are losers. #WolfOfWallStreet,1,950,2022-11-16T16:59:55.131918Z,2022-11-16T16:59:55.131952Z,0.454,neutral
428,8,949,237105651.0,1.0,0.0,0.0,0.0,,,The #WolfofWallStreet speaks out. Win 2 tickets to the event on our Instagram page at EventbriteLA! http://t.co/LP34oTrMtq #tickettuesday,1,949,2022-11-16T16:59:54.267855Z,2022-11-16T16:59:54.267887Z,0.16,
