,Unnamed: 0,Unnamed: 0.1,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
17,454,6,455,394403854.0,1.0,0.0,0.0,0.0,,,What other shoes would the girlfriend of the #wolfofwallstreet buy? #ShteeeeeeveMaaaaadddden http://t.co/DL8RtHB1e4,Neutral,1,455,2022-11-08T17:51:21.164798Z,2022-11-08T17:51:21.164798Z,3.29
18,361,25,362,2541611719.0,0.0,0.0,0.0,1.0,4.835303909391114e+17,retweeted,RT @MajComm_Hamish: Good luck Alex on your first day in wine broking. #wolfofwallstreet #winebroking http://t.co/7GQIyjmn0a,Neutral,1,362,2022-11-08T17:42:43.723235Z,2022-11-08T17:42:43.723235Z,1.369
19,470,22,471,1007994704.0,0.0,0.0,0.0,5.0,5.203518407861985e+17,retweeted,RT @warrenpsonoda: The 1 and only time I'll beat #MartinScorsese at anything: @SWEARNET dethrones #WolfOfWallStreet for @GWR record! http:/…,Neutral,1,471,2022-11-08T17:52:12.776192Z,2022-11-08T17:52:12.776192Z,2.798
20,294,14,295,478161791.0,0.0,0.0,0.0,0.0,,,My grandpa just said he's borrowing my Leonard dicaprio movie. oh yeah? Who's that? #wolfofwallstreet,Neutral,1,295,2022-11-08T17:29:04.282225Z,2022-11-08T17:29:04.282225Z,5.687
21,305,25,306,605979285.0,0.0,0.0,0.0,0.0,,,Holy Margot Robbie. She's Australian too😲 #wcw #wolfofwallstreet http://t.co/JCc2nsv15a,Positive,1,306,2022-11-08T17:37:06.175689Z,2022-11-08T17:37:06.175689Z,1.377
22,531,27,532,299725914.0,0.0,0.0,0.0,0.0,,,Finally watching #WolfOfWallStreet,Positive,1,532,2022-11-08T17:56:23.449823Z,2022-11-08T17:56:23.449823Z,0.716
23,371,7,372,19325178.0,0.0,0.0,0.0,0.0,,,It's true! Lol. #wolfofwallstreet http://t.co/H8ENJTrgvg,Neutral,1,372,2022-11-08T17:43:14.613620Z,2022-11-08T17:43:14.613620Z,1.349
24,446,26,447,19687928.0,2.0,0.0,0.0,2.0,,,#7Horse thank u #KennyWayneShepherd #WhiskyMyers #7HorseFans #TheJudge #WolfofWallStreet #MethLabZosoSticker #KeithRichards #RedWine #RxMJ,Neutral,1,447,2022-11-08T17:50:49.527117Z,2022-11-08T17:50:49.527117Z,0.555
25,319,11,320,335460554.0,0.0,0.0,0.0,0.0,,,Watching #WolfOfWallStreet #TheWolfOfWallStreet #amazing #leonardodicaprio #matthewmcconaughey #movie #movietweet #film #filmnight #DVD,Positive,1,320,2022-11-08T17:39:05.003162Z,2022-11-08T17:39:05.003162Z,1.804
26,340,4,341,182576746.0,0.0,0.0,0.0,1.0,,,Watching #WolfofWallStreet again for 3rd time this week! Love it so much! @LeoDiCaprio #fuckme http://t.co/4sepzIKtKR,Positive,1,341,2022-11-08T17:40:22.898779Z,2022-11-08T17:40:22.898779Z,0.966
27,485,9,486,452217843.0,0.0,0.0,0.0,0.0,,,#Wolf󾇐ofWallstreet# Sankar Raj this ones for you....Iam glad that we went together to watch this epic tale of... http://t.co/A62Elbe3RE,Neutral,1,486,2022-11-08T17:53:14.798480Z,2022-11-08T17:53:14.798480Z,7.281
28,456,8,457,1692803184.0,0.0,0.0,0.0,0.0,,,Newest Purchase... #WolfOfWallStreet http://t.co/VlRTkK9XUD,Neutral,1,457,2022-11-08T17:51:30.469889Z,2022-11-08T17:51:30.469889Z,0.597
29,483,7,484,1514891502.0,0.0,0.0,0.0,0.0,,,The Real 'Wolf of Wall Street'? http://t.co/yPMjq3vUwA #wolfofwallstreet #wallstreet #vice,Neutral,1,484,2022-11-08T17:52:58.077143Z,2022-11-08T17:52:58.077143Z,1.178
30,177,9,178,82642760.0,0.0,0.0,0.0,0.0,,,Entertaining movie. #WolfOfWallStreet,Positive,1,178,2022-11-08T17:13:09.237707Z,2022-11-08T17:13:09.237707Z,6.379
31,167,27,168,1928773033.0,1.0,0.0,0.0,0.0,,,So the whole #WolfOfWallStreet @MPAA deal...still don't get the big deal over sex. Let Scorsese do what he wants. Jeez.,Neutral,1,168,2022-11-08T17:08:56.536127Z,2022-11-08T17:08:56.536127Z,5.307
32,466,18,467,2415253825.0,0.0,0.0,0.0,1.0,5.282130631622779e+17,replied_to,@UnitedForCare @DrugPolicyNews #wolfofwallstreet #wolfpack Vote YES on Amendment 2!!! Florida needs it!,Neutral,1,467,2022-11-08T17:51:57.433258Z,2022-11-08T17:51:57.433258Z,1.841
33,258,6,259,842734368.0,0.0,0.0,0.0,0.0,,,Finally #wolfofwallstreet,Neutral,1,259,2022-11-08T17:25:53.044326Z,2022-11-08T17:25:53.044326Z,1.263
34,341,5,342,751282446.0,0.0,0.0,0.0,0.0,,,Friends don't let friends turn down. #WolfOfWallStreet yo y mi guarra de monte https://t.co/Z0cmXRQrW7,Neutral,1,342,2022-11-08T17:40:29.093002Z,2022-11-08T17:40:29.093002Z,4.827
35,9,9,10,33723482.0,0.0,0.0,0.0,0.0,,,If they gave out Oscars for movie trailers #WolfofWallStreet would win by a landslide,Positive,1,7,2022-11-08T13:25:18.251830Z,2022-11-08T13:25:18.251830Z,3.064
36,77,21,78,118511816.0,0.0,0.0,0.0,0.0,,,So excited of the upcoming movie season! #HungerGames #WolfofWallstreet #DonJon MUST SEEN!,Positive,1,78,2022-11-08T13:37:02.290278Z,2022-11-08T13:37:02.291388Z,9.499
37,178,10,179,1912460227.0,0.0,0.0,0.0,0.0,,,#wolfofwallstreet is the movie of the year,Positive,1,179,2022-11-08T17:13:11.585061Z,2022-11-08T17:13:11.585061Z,1.12
38,180,12,181,35256159.0,0.0,0.0,0.0,0.0,,,I'm saying it... #wolfofwallstreet was everything I wanted #AmericanHustle to be. No one does Marty better than Marty!!,Positive,1,181,2022-11-08T17:13:17.945334Z,2022-11-08T17:13:17.945334Z,1.433
39,56,0,57,219583804.0,0.0,0.0,0.0,0.0,,,somewhere along the way Matthew Mconaughey has become a real actor. #pinnochiostory #dallasbuyersclub #lincolnlawyer #wolfofwallstreet,Neutral,1,57,2022-11-08T13:33:58.715017Z,2022-11-08T13:33:58.715017Z,8.513
40,81,25,82,248357321.0,0.0,0.0,0.0,0.0,3.7171418751463424e+17,replied_to,@douggates10 Leonardo DiCaprio doesn't do bad films! Check out the trailer for The Wolf of Wall Street old sport! #WolfofWallstreet,Positive,1,82,2022-11-08T13:37:34.529699Z,2022-11-08T13:37:34.529699Z,3.737
41,342,6,343,34609587.0,0.0,0.0,0.0,0.0,4.836235279127265e+17,replied_to,"@tmibugbee @thedailybeast Speaking of nihilism, where were you when #WolfofWallStreet needed covering? =D Appreciate your perspective!",Neutral,1,343,2022-11-08T17:40:34.639654Z,2022-11-08T17:40:34.639654Z,4.212
42,238,14,239,371783794.0,0.0,0.0,0.0,1.0,4.395216853779333e+17,retweeted,RT @EmaStainthorpe: Well after #WolfOfWallStreet and now #TheGreatGatsby if I wasn't already head over heels for Leo I am now 💘,Positive,1,239,2022-11-08T17:23:23.389158Z,2022-11-08T17:23:23.389158Z,3.255
43,276,24,277,255690021.0,1.0,0.0,0.0,2.0,,,I watched #WolfofWallStreet last night and now I hate my life.,Negative,1,277,2022-11-08T17:27:20.362579Z,2022-11-08T17:27:20.362579Z,1.908
44,389,25,390,1327220100.0,0.0,0.0,0.0,1.0,,,Live like the Wolf of Wall Street with Lacy P ON SALE! http://t.co/WLWqiskRye  #WolfOfWallStreet #yacht #boating http://t.co/ialHBZl0Om,Neutral,1,390,2022-11-08T17:46:31.991392Z,2022-11-08T17:46:31.991392Z,2.763
45,0,0,1,249759720.0,1.0,0.0,1.0,0.0,,,There's been a lot of uncertainty wit what I want to do with my life an I have finally decided what I what to strive to be #WolfOfWallStreet,Positive,1,27,2022-11-08T13:29:39.211586Z,2022-11-08T13:29:39.211586Z,4.914
46,467,19,468,1120916971.0,0.0,0.0,0.0,0.0,,,"After yesterday, it's only right if I'm Jordan Belfort for Halloween #wolfofwallstreet",Neutral,1,468,2022-11-08T17:52:00.517509Z,2022-11-08T17:52:00.517509Z,1.593
47,132,20,133,115775895.0,0.0,0.0,1.0,0.0,,,"The #WolfOfWallStreet is #CatchMeIfYouCan grown up, and also - I'm presuming - not based on a real story",Neutral,1,133,2022-11-08T14:01:51.663072Z,2022-11-08T14:01:51.663072Z,6.224
48,251,27,252,421271650.0,0.0,0.0,1.0,0.0,,,#cinema! :) #scorsese #wolfofwallstreet (@ Empire for The Wolf of Wall Street) http://t.co/KEEzJLOCQu,Neutral,1,252,2022-11-08T17:25:15.541262Z,2022-11-08T17:25:15.541262Z,7.005
49,239,15,240,2371597473.0,0.0,0.0,0.0,56.0,4.38141414409384e+17,retweeted,"RT @YahooMovies: Looking back at @LeoDiCaprio's greatest roles, from 'Gilbert Grape' to #wolfofwallstreet: http://t.co/h4bYKPOJHh http://t.…",Positive,1,240,2022-11-08T17:24:09.290885Z,2022-11-08T17:24:09.290885Z,44.564
50,124,12,125,25127170.0,1.0,0.0,0.0,0.0,3.9594188243994624e+17,replied_to,@whiskeysoaking it looks epic. I'm reading the book now. #wolfofwallstreet,Positive,1,125,2022-11-08T13:54:39.381970Z,2022-11-08T13:54:39.381970Z,2.698
51,33,5,34,479267506.0,2.0,0.0,0.0,0.0,,,"The fact that #WolfOfWallStreet uses ""Black Skinhead"" as the trailer song &gt;&gt;&gt;&gt;&gt; I was to happy when I heard it!!!",Positive,1,34,2022-11-08T13:30:31.595393Z,2022-11-08T13:30:31.595393Z,5.352
52,281,1,282,48554379.0,1.0,0.0,0.0,0.0,,,I got The Wolf of Wall Street! Which Martin Scorsese Film Are You? http://t.co/uIS7khS93x via @thewarclub #MartinScorsese #wolfofwallstreet,Neutral,1,282,2022-11-08T17:27:55.407510Z,2022-11-08T17:27:55.407510Z,5.901
53,450,2,451,257517997.0,0.0,0.0,0.0,4.0,4.200131832023777e+17,retweeted,RT @illscarlett: If @LeoDiCaprio doesn't win an #Oscar for #WolfOfWallStreet.. Then there is something tragically messed w/ The Academy..,Positive,1,451,2022-11-08T17:51:03.086387Z,2022-11-08T17:51:03.086387Z,3.754
54,253,1,254,296524236.0,4.0,0.0,1.0,0.0,,,Watching #wolfofwallstreet for the 3rd time. This movie is sick!! Can't get enough of Leo. 😍,Positive,1,254,2022-11-08T17:25:26.993717Z,2022-11-08T17:25:26.993717Z,2.962
55,296,16,297,32111803.0,0.0,0.0,0.0,0.0,,,Bout to eat a healthy snack n watch #WolfOfWallStreet,Neutral,1,297,2022-11-08T17:29:15.029565Z,2022-11-08T17:29:15.029565Z,2.326
56,222,26,223,577207995.0,0.0,0.0,0.0,1.0,4.293932953711411e+17,retweeted,RT @coolbthewizard: when life gives you lemmons.....#wolfofwallstreet,Neutral,1,223,2022-11-08T17:22:01.730838Z,2022-11-08T17:22:01.730838Z,3.588
57,400,8,401,1085134002.0,0.0,0.0,0.0,0.0,,,Gonna start watching #wolfofwallstreet... any good? #ohgoditsleo #gottab,Neutral,1,401,2022-11-08T17:47:05.377157Z,2022-11-08T17:47:05.377157Z,1.626
58,424,4,425,567270829.0,0.0,0.0,0.0,0.0,,,No caption needed 😩 #Monday #wolfofwallstreet #lemons #flyhome #holidayover http://t.co/UZnzwkrYs4,Neutral,1,425,2022-11-08T17:48:38.727145Z,2022-11-08T17:48:38.727145Z,2.553
59,284,4,285,2469575454.0,1.0,0.0,0.0,0.0,4.615591060592681e+17,replied_to,@LeoDiCaprio reading this thinking #wolfofwallstreet #quote save the #spottedowl #acterprobz #money #betterprson http://t.co/rg5l32kBKl,Neutral,1,285,2022-11-08T17:28:09.750760Z,2022-11-08T17:28:09.750760Z,4.189
60,357,21,358,393417549.0,0.0,0.0,0.0,0.0,,,"""Its a custom in Sweden to chat and socialize for 15 minutes... And then its straight to business."" #wordstoliveby #WolfofWallStreet",Neutral,1,358,2022-11-08T17:42:27.262192Z,2022-11-08T17:42:27.262192Z,14.549
61,329,21,330,251087190.0,0.0,0.0,0.0,0.0,,,@LeoDiCaprio #WolfOfWallStreet incredible film. A must see!!,Positive,1,330,2022-11-08T17:39:44.280507Z,2022-11-08T17:39:44.280507Z,0.83
62,211,15,212,17024216.0,1.0,0.0,1.0,0.0,,,Dear Leo. I'm sorry for waiting two weeks to see possibly your greatest ever performance. #wolfofwallstreet,Positive,1,212,2022-11-08T17:20:58.978993Z,2022-11-08T17:20:58.978993Z,3.749
63,127,15,128,210578261.0,0.0,0.0,0.0,1.0,,,The Big Bad Wolf is Coming! #WolfofWallStreet best trailer so far! http://t.co/wHkP9GQiXy,Positive,1,128,2022-11-08T13:54:50.930040Z,2022-11-08T13:54:50.930040Z,2.14
64,307,27,308,590200014.0,0.0,0.0,0.0,0.0,,,"That's my safe word baby, C'mon! #wolfofwallstreet",Neutral,1,308,2022-11-08T17:37:14.012465Z,2022-11-08T17:37:14.012465Z,1.125
65,511,7,512,19130457.0,0.0,0.0,0.0,0.0,,,"So sad to hear about Edward Herrmann's death. May you rest in peace, Sir... #GilmoreGirls #GreysAnatomy #WolfofWallStreet &amp; many more...",Neutral,1,512,2022-11-08T17:54:59.877186Z,2022-11-08T17:54:59.877186Z,2.574
66,440,20,441,16816250.0,0.0,0.0,0.0,1.0,5.167530283390853e+17,retweeted,RT @CarrieShubert: Unlike #wolfofwallstreet my ex got away w/millions #strongwomen #scandal  #Livinglifepurposefully IN THE WAKE OF LIES ht…,Neutral,1,441,2022-11-08T17:50:34.085955Z,2022-11-08T17:50:34.085955Z,7.734
67,288,8,289,14902429.0,0.0,0.0,0.0,4.0,4.615518871633388e+17,retweeted,"RT @StockPicksNYC: $ELTP at $0.48 !!! I alerted this yesterday at $0.44 on twitter exclusive.  
#wolfofwallstreet @rickyrozay #miami #nyc #…",Neutral,1,289,2022-11-08T17:28:36.067845Z,2022-11-08T17:28:36.067845Z,5.596
68,401,9,402,22924613.0,1.0,0.0,0.0,0.0,,,Watching #wolfofwallstreet #lazySunday,Neutral,1,402,2022-11-08T17:47:07.635230Z,2022-11-08T17:47:07.635230Z,0.694
69,260,8,261,1016834299.0,1.0,0.0,0.0,0.0,,,Had to buy it! #wolfofwallstreet @LeoDiCaprio http://t.co/Fz7DEt1fL4,Positive,1,261,2022-11-08T17:25:59.923864Z,2022-11-08T17:25:59.923864Z,3.443
70,234,10,235,107735275.0,7.0,0.0,0.0,1.0,,,"After #wolfofwallstreet ... Every Tom, Dick and Harry wants to be wolf of something! Wolf of Chelsea, Hackney, Essex ... Fml 😂",Neutral,1,235,2022-11-08T17:23:02.012986Z,2022-11-08T17:23:02.012986Z,4.494
71,350,14,351,173658109.0,0.0,0.0,0.0,0.0,,,🍋😂 love this film #wolfofwallstreet http://t.co/kuWwLq6RWV,Positive,1,351,2022-11-08T17:41:50.824833Z,2022-11-08T17:41:50.824833Z,1.245
72,84,0,85,1660839913.0,0.0,0.0,0.0,0.0,,,Almost time for @MartinScorsese #WolfOfWallStreet to screen in cinemas . So amped:D #AwesomeCastAndCrew. Check the imdb &amp; trailer now!!!! :),Positive,1,85,2022-11-08T13:38:00.493081Z,2022-11-08T13:38:00.493081Z,5.835
73,196,0,197,1173062412.0,0.0,0.0,0.0,0.0,,,Wolf Of Wall Street was ruddy brilliant! A must watch for all you film fanatics! #wolfofwallstreet #fantastic,Positive,1,197,2022-11-08T17:19:46.433469Z,2022-11-08T17:19:46.433469Z,0.828
74,378,14,379,2450720418.0,0.0,0.0,0.0,1.0,4.948698573774725e+17,retweeted,RT @itsyaboiiceej: Stocks are grinding today. That's never good for the bank account #sorrywallet #wolfofwallstreet,Neutral,1,379,2022-11-08T17:44:17.012585Z,2022-11-08T17:44:17.012585Z,2.16
75,87,3,88,21366982.0,0.0,0.0,0.0,0.0,,,When is #WolfOfWallstreet coming out? been dying to see it since the trailer came out,Positive,1,88,2022-11-08T13:39:40.541201Z,2022-11-08T13:39:40.541201Z,88.744
76,171,3,172,372487870.0,5.0,0.0,2.0,1.0,,,Will seeing #BlueIsTheWarmestColor while detoxing from #wolfofwallstreet give me too much #feministrage?,Neutral,1,172,2022-11-08T17:11:40.704239Z,2022-11-08T17:11:40.704239Z,5.626
77,142,2,143,63219844.0,1.0,0.0,1.0,1.0,,,The BEST FILM IVE SEEN ALL YEAR. period. Man!!!! #wolfofwallstreet #movies #actors http://t.co/A2eVGa8yG7,Positive,1,143,2022-11-08T14:04:08.381597Z,2022-11-08T14:04:08.381597Z,2.462
78,391,27,392,388494981.0,0.0,0.0,0.0,0.0,,,Wolf of Wall Street was fucking amazing! #wolfofwallstreet,Positive,1,392,2022-11-08T17:46:37.745281Z,2022-11-08T17:46:37.745281Z,0.741
79,186,18,187,332500439.0,1.0,0.0,0.0,0.0,,,"#wolfofwallstreet using 'fuck' 506 in times in 3 hours is impressive, but my use of the word in that timeframe is much worse.",Neutral,1,187,2022-11-08T17:19:03.790312Z,2022-11-08T17:19:03.790312Z,5.035
80,134,22,135,1013770369.0,0.0,0.0,0.0,0.0,3.95745840494805e+17,replied_to,@wolfofwallst can't friggin wait!! #wolfofwallstreet,Positive,1,135,2022-11-08T14:02:01.280741Z,2022-11-08T14:02:01.280741Z,2.169
81,28,0,29,46130377.0,0.0,0.0,0.0,0.0,3.627122233296814e+17,replied_to,@notimesquare lol posh max only yuvaar. #WolfofWallStreet,Neutral,1,25,2022-11-08T13:29:20.849862Z,2022-11-08T13:29:20.849862Z,6.76
82,82,26,83,32272478.0,0.0,0.0,0.0,1.0,3.714725988925727e+17,retweeted,RT @ETKevinsMind: Talk about a great career shift @McConaughey in #MagicMike #Bernie #Mud #thepaperboy #WolfofWallstreet  #dallasbuyersclub…,Neutral,1,83,2022-11-08T13:37:45.016978Z,2022-11-08T13:37:45.016978Z,8.929
83,530,26,531,561820434.0,0.0,0.0,0.0,0.0,,,"Its a fugayzi, its a fugazi, its a wazzy, its a woozy.
#WolfOfWallStreet",Neutral,1,531,2022-11-08T17:56:21.343369Z,2022-11-08T17:56:21.343369Z,1.015
84,218,22,219,41556809.0,0.0,0.0,0.0,0.0,,,Another great Leo dicaprio film love him #wolfofwallstreet,Positive,1,219,2022-11-08T17:21:41.928842Z,2022-11-08T17:21:41.928842Z,2.586
85,138,26,139,28874519.0,0.0,0.0,0.0,2.0,3.957173862773719e+17,retweeted,"RT @JonSchnepp: Wednesday @AMCMovieNews  with @johncampea and I talking about #WolfOfWallStreet, Spiderman 2, Patiend Z and more: http://t.…",Neutral,1,139,2022-11-08T14:03:50.672051Z,2022-11-08T14:03:50.672051Z,1.15
86,399,7,400,1085134002.0,0.0,0.0,0.0,0.0,,,Oh god this might b my fav #leodicaprio role ever! #wolfofwallstreet #somuchofgood,Positive,1,400,2022-11-08T17:47:02.412399Z,2022-11-08T17:47:02.412399Z,1.002
87,102,18,103,21132805.0,0.0,0.0,0.0,0.0,,,Oscar-bait projects running out of the 2013 season because early contenders stealing their thunder #Foxcatcher #WolfOfWallStreet,Neutral,1,103,2022-11-08T13:45:07.381353Z,2022-11-08T13:45:07.381353Z,78.422
88,41,13,42,24234396.0,0.0,0.0,0.0,0.0,,,#summer is when I catch up on my #reading learning to be the #WolfOfWallStreet 📖😊 http://t.co/NWt9KKCo2q,Neutral,1,42,2022-11-08T13:31:50.721883Z,2022-11-08T13:31:50.721883Z,7.328
89,460,12,461,15038519.0,0.0,0.0,0.0,7.0,5.28258045202006e+17,retweeted,RT @theviewtv: Your hosts picked their favorite costumes from our studio audience! #WhoopiCushion #WolfOfWallStreet #EnchantedView http://t…,Neutral,1,461,2022-11-08T17:51:39.832915Z,2022-11-08T17:51:39.832915Z,0.681
90,512,8,513,24343193.0,0.0,0.0,0.0,0.0,,,Finally finishing #WolfOfWallStreet and whaddayaknow? #AbFab's #JoannaLumley!!!!! #LeonardoDicaprio http://t.co/x7Pkk6Y9ks,Neutral,1,513,2022-11-08T17:55:04.192513Z,2022-11-08T17:55:04.192513Z,2.926
91,37,9,38,34570658.0,0.0,0.0,1.0,0.0,3.621759328716063e+17,replied_to,@MarcDavids it will be rated 16VLSN did i leave anything out? Lets set up a movie night when its on #WolfofWallStreet,Neutral,1,38,2022-11-08T13:31:24.243349Z,2022-11-08T13:31:24.243349Z,13.994
92,140,0,141,119553595.0,0.0,0.0,0.0,1.0,4.069283686683853e+17,retweeted,RT @jennasantenna: #WolfOfWallStreet screening @SAGFoundation !,Neutral,1,141,2022-11-08T14:03:59.091320Z,2022-11-08T14:03:59.091320Z,4.59
93,58,2,59,42173703.0,0.0,0.0,0.0,0.0,,,I wanna see Leo's new movie coming out #WolfOfWallstreet,Positive,1,59,2022-11-08T13:34:43.159897Z,2022-11-08T13:34:43.159897Z,33.528
94,210,14,211,560660169.0,1.0,0.0,0.0,0.0,,,Just sold myself a drink #wolfofwallstreet #sicksalesman #salesmancity,Neutral,1,211,2022-11-08T17:20:53.680194Z,2022-11-08T17:20:53.680194Z,1.652
95,261,9,262,560672341.0,0.0,0.0,0.0,1.0,4.507460595646505e+17,retweeted,"RT @gigglygracie: ""Moby fucking dicks""- Robert Deniro #wolfofwallstreet #wallstreet Lollll @smokesumsydney 😂 loving this movie",Positive,1,262,2022-11-08T17:26:10.124667Z,2022-11-08T17:26:10.124667Z,8.061
96,165,25,166,395085696.0,1.0,0.0,0.0,0.0,,,Time to book it! #WolfOfWallStreet #PaloAlto http://t.co/B5JjBLtXms,Positive,1,166,2022-11-08T17:08:46.001146Z,2022-11-08T17:08:46.001146Z,1.52
97,482,6,483,1101673988.0,1.0,0.0,1.0,0.0,5.388470300731105e+17,replied_to,“@BlackPplVines: When the drugs kick in outta nowhere LMAO 😂 http://t.co/9JP2cMBjYt” @Tyler_Persinger is he on the lemons? #wolfofwallstreet,Neutral,1,483,2022-11-08T17:52:53.806348Z,2022-11-08T17:52:53.806348Z,2.859
98,212,16,213,293972969.0,0.0,0.0,0.0,0.0,,,"Chose #wolfofwallstreet as thought it would be less depressing than #12YearsASlave Not sure it was, really......",Negative,1,213,2022-11-08T17:21:05.425726Z,2022-11-08T17:21:09.064406Z,8.190000000000001
99,353,17,354,329741748.0,0.0,0.0,1.0,0.0,4.836171806263501e+17,replied_to,@VishakanVJ LoL :D may be they can think son is at important study of life :-/ @ArunbuddyAP :P #WolfofWallStreet,Neutral,1,354,2022-11-08T17:42:03.198673Z,2022-11-08T17:42:03.198673Z,5.227
100,448,0,449,35989932.0,2.0,0.0,0.0,1.0,,,It's Halloween here @richdaleapts #RedRidingHood #WolfOfWallStreet #RichdaleInDisguise @halltbone http://t.co/u9sQxL7YT6,Neutral,1,449,2022-11-08T17:50:55.837425Z,2022-11-08T17:50:55.837425Z,0.534
101,318,10,319,77904239.0,0.0,0.0,0.0,3.0,,,S/O to that nigga @TheRealTracyT all I hear in these streets is that #WolfOfWallStreet,Neutral,1,319,2022-11-08T17:39:01.943185Z,2022-11-08T17:39:01.943185Z,0.476
