Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
514,7,1567,1313291408896397312,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,Neutral,1,1050,2022-11-16T17:50:27.908783Z,2022-11-16T17:50:27.908783Z,0.546
513,6,1566,1012449474520612864,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,Neutral,1,1049,2022-11-16T17:50:26.048226Z,2022-11-16T17:50:26.048226Z,0.78
512,5,1565,1528421433906429956,0,0,0,163,1.5711033561056543e+18,retweeted,"RT @RuiiPlume: 🎵Out of the sea 🎵
🎵Wish i could be 🎵
🎵Part of that world 🎵🌊
#Disney #TheLittleMermaid #HalleBailey https://t.co/4eFTyZyQ5P",Neutral,1,1048,2022-11-16T17:50:23.926503Z,2022-11-16T17:50:23.926503Z,0.746
511,4,1564,979356528380645376,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,Neutral,1,1047,2022-11-16T17:50:21.199541Z,2022-11-16T17:50:21.199541Z,0.519
510,3,1563,3439333193,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,Neutral,1,1046,2022-11-16T17:50:19.388458Z,2022-11-16T17:50:19.388458Z,0.444
509,2,1562,1194063602212200448,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,Neutral,1,1045,2022-11-16T17:50:17.640049Z,2022-11-16T17:50:17.640049Z,0.577
508,1,1561,1264652451644391426,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,Neutral,1,1044,2022-11-16T17:50:15.782587Z,2022-11-16T17:50:15.782587Z,0.62
507,0,1560,1280312466501599232,0,0,0,6559,1.575926414917849e+18,retweeted,RT @TanyaLehoux: “Come dance with me!” 🏰💕 Ariel and Cinderella #TheLittleMermaid #disney https://t.co/6Y9hek8XRQ,Neutral,1,1043,2022-11-16T17:50:13.840399Z,2022-11-16T17:50:13.840399Z,1.25
506,12,1559,1133888767054483456,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",Neutral,1,1042,2022-11-16T17:50:07.206638Z,2022-11-16T17:50:07.206638Z,0.655
505,11,1558,1107642113905315840,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",Neutral,1,1041,2022-11-16T17:50:05.169040Z,2022-11-16T17:50:05.169040Z,2.161
504,10,1557,1282226955673378816,49,1,0,3,1.5649976884786831e+18,replied_to,@SuyoBara Adding my artwork cuz its fit the category #TheLittleMermaid https://t.co/Fk2mjvWNyu,Neutral,1,1040,2022-11-16T17:50:00.784817Z,2022-11-16T17:50:00.784817Z,0.987
503,9,1556,1510291528329183235,0,0,0,19,1.563652385200898e+18,retweeted,"RT @WhyMegatronn: REPOST FROM MAY

#DisneyFanart #artistontwitter #thelittlemermaid #ariel https://t.co/LxUaesL5kR",Neutral,1,1039,2022-11-16T17:49:58.362401Z,2022-11-16T17:49:58.362401Z,1.302
502,8,1555,1532020894364749825,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",Neutral,1,1038,2022-11-16T17:49:55.679204Z,2022-11-16T17:49:55.679204Z,0.738
501,7,1554,738782317808754692,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",Neutral,1,1037,2022-11-16T17:49:53.523924Z,2022-11-16T17:49:53.523924Z,0.799
500,6,1553,900808421439660033,0,0,0,1,,,"Even bad can look good!

https://t.co/S3grTaSYJS

#TheLittleMermaid #Ariel #Ursala #Disney #mermaid #princess #homedecor #walldecor #mypopstyle #mypopclassics #Disneyvillains https://t.co/HRVZhRJiyR",Neutral,1,1036,2022-11-16T17:49:51.485123Z,2022-11-16T17:49:51.485123Z,0.79
499,5,1552,244444384,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",Neutral,1,1035,2022-11-16T17:49:48.893821Z,2022-11-16T17:49:48.893821Z,2.098
498,4,1551,2783287969,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",Neutral,1,1034,2022-11-16T17:49:44.594259Z,2022-11-16T17:49:44.594259Z,0.936
497,3,1550,1271104069,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",Neutral,1,1033,2022-11-16T17:49:42.109950Z,2022-11-16T17:49:42.109950Z,0.746
496,2,1549,2687728273,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",Neutral,1,1032,2022-11-16T17:49:40.020882Z,2022-11-16T17:49:40.020882Z,2.184
495,1,1548,2687728273,0,0,0,3079,1.5634612083756442e+18,retweeted,"RT @SuyoBara: The little merman
#TheLittleMermaid #gay #genderbend 
https://t.co/8okayEN3RT https://t.co/EOEoz2l6X3",Neutral,1,1031,2022-11-16T17:49:34.191967Z,2022-11-16T17:49:34.191967Z,0.781
494,0,1547,469811603,0,0,0,1893,1.5649976884786831e+18,retweeted,"RT @SuyoBara: More of little merman!
#TheLittleMermaid #gay #genderbend 
https://t.co/s5OZO4YNhj https://t.co/XdSdUAMjF0",Neutral,1,1030,2022-11-16T17:49:32.086111Z,2022-11-16T17:49:32.086111Z,0.877
493,12,1546,255862740,0,0,0,66,1.5538652562789786e+18,retweeted,RT @jmaruyama: RIP Pat Carroll the voice of Ursula in Disney’s The Little Mermaid. She was 95. Such a distinct and memorable performance fo…,Neutral,1,1029,2022-11-16T17:49:28.946863Z,2022-11-16T17:49:28.946863Z,1.255
492,11,1545,1344855185122856962,18,0,0,2,,,"Land and Sea are together for Ariel in the Cookie Kingdom. 😆

#mermaid #arielcookie #thelittlemermaid 
#cookierunkingdom #CRK_Meets_Disney
#cookierun https://t.co/ZT76lss8KN",Neutral,1,1028,2022-11-16T17:49:26.315276Z,2022-11-16T17:49:26.315276Z,0.891
491,10,1544,624885445,0,0,0,66,1.5538652562789786e+18,retweeted,RT @jmaruyama: RIP Pat Carroll the voice of Ursula in Disney’s The Little Mermaid. She was 95. Such a distinct and memorable performance fo…,Neutral,1,1027,2022-11-16T17:49:24.036231Z,2022-11-16T17:49:24.036290Z,1.018
490,9,1543,1328945443536064513,0,0,0,92,1.553856469686272e+18,retweeted,"RT @TVLine: Pat Carroll Dead at 95: Emmy Winner Voiced Ursula in #TheLittleMermaid
https://t.co/G7EbvaZd6b",Neutral,1,1026,2022-11-16T17:49:21.554268Z,2022-11-16T17:49:21.554268Z,0.598
489,8,1542,24632103,0,0,0,92,1.553856469686272e+18,retweeted,"RT @TVLine: Pat Carroll Dead at 95: Emmy Winner Voiced Ursula in #TheLittleMermaid
https://t.co/G7EbvaZd6b",Neutral,1,1025,2022-11-16T17:49:19.606615Z,2022-11-16T17:49:19.606615Z,0.675
488,7,1541,37953510,0,0,0,92,1.553856469686272e+18,retweeted,"RT @TVLine: Pat Carroll Dead at 95: Emmy Winner Voiced Ursula in #TheLittleMermaid
https://t.co/G7EbvaZd6b",Neutral,1,1024,2022-11-16T17:49:17.564608Z,2022-11-16T17:49:17.564608Z,0.549
487,6,1540,3279134683,0,0,0,66,1.5538652562789786e+18,retweeted,RT @jmaruyama: RIP Pat Carroll the voice of Ursula in Disney’s The Little Mermaid. She was 95. Such a distinct and memorable performance fo…,Neutral,1,1023,2022-11-16T17:49:15.629523Z,2022-11-16T17:49:15.629523Z,0.543
486,5,1539,274919989,8,0,0,0,,,"Thinking of the late, great, ICONIC Pat Carroll while watching The Little Mermaid for the 300th time
Touched her up and gave her a much bigger chin and fixed her eyes

#thelittlemermaid #Ursula #patcarroll #disneyvillains  #inmemoryofpatcarroll #seawitch #sketchbook https://t.co/ROfyvuHZ0K",Neutral,1,1022,2022-11-16T17:49:13.611054Z,2022-11-16T17:49:13.611054Z,0.665
485,4,1538,15955009,0,0,0,92,1.553856469686272e+18,retweeted,"RT @TVLine: Pat Carroll Dead at 95: Emmy Winner Voiced Ursula in #TheLittleMermaid
https://t.co/G7EbvaZd6b",Neutral,1,1021,2022-11-16T17:49:11.570314Z,2022-11-16T17:49:11.570314Z,0.832
484,3,1537,175222042,0,0,0,92,1.553856469686272e+18,retweeted,"RT @TVLine: Pat Carroll Dead at 95: Emmy Winner Voiced Ursula in #TheLittleMermaid
https://t.co/G7EbvaZd6b",Neutral,1,1020,2022-11-16T17:49:06.542158Z,2022-11-16T17:49:06.542158Z,0.825
483,2,1536,3146892710,0,0,0,92,1.553856469686272e+18,retweeted,"RT @TVLine: Pat Carroll Dead at 95: Emmy Winner Voiced Ursula in #TheLittleMermaid
https://t.co/G7EbvaZd6b",Neutral,1,1019,2022-11-16T17:49:04.115193Z,2022-11-16T17:49:04.115193Z,0.493
482,1,1535,44057780,1,0,0,0,,,"R.I.P. Pat Carroll!!! 
THANK YOU for sharing your IMMENSE talents and voicing THE GREATEST Disney villain OF ALL TIME!!!!! :'-( 
#patcarroll #ursula #thelittlemermaid https://t.co/3i31LjrMDZ",Neutral,1,1018,2022-11-16T17:49:02.235178Z,2022-11-16T17:49:02.235178Z,0.64
481,0,1534,45628090,0,0,0,66,1.5538652562789786e+18,retweeted,RT @jmaruyama: RIP Pat Carroll the voice of Ursula in Disney’s The Little Mermaid. She was 95. Such a distinct and memorable performance fo…,Neutral,1,1017,2022-11-16T17:49:00.154507Z,2022-11-16T17:49:00.154507Z,0.722
480,12,1533,3233881064,0,0,0,161,1.5404370424836751e+18,retweeted,"RT @Ripushko: Atty - first! Depending on my free time, I will draw them all in a relaxed mode.
#genderbender #thelittlemermaid https://t.co…",Neutral,1,1016,2022-11-16T17:48:57.939190Z,2022-11-16T17:48:57.939190Z,0.709
479,11,1532,45465205,0,0,0,4,1.542484355951612e+18,retweeted,RT @AfricaAmbani: Visit the @LilWestPackers store and experience a world of learning and absolute fun🤩💥🚀come meet #thelittlemermaid  and #w…,Neutral,1,1015,2022-11-16T17:48:55.880271Z,2022-11-16T17:48:55.880271Z,0.727
478,10,1531,1154100135506382848,0,0,0,3,1.3089735636432978e+18,retweeted,"RT @ChrisPDraws: moar mermaids ;P this time doing some fanart, the green one inspired by @TonyDiTerlizzi, the other is of Aqua from #kingdo…",Neutral,1,1014,2022-11-16T17:48:53.684467Z,2022-11-16T17:48:53.684467Z,1.826
477,9,1530,1310511665553776640,0,0,0,161,1.5404370424836751e+18,retweeted,"RT @Ripushko: Atty - first! Depending on my free time, I will draw them all in a relaxed mode.
#genderbender #thelittlemermaid https://t.co…",Neutral,1,1013,2022-11-16T17:48:50.477727Z,2022-11-16T17:48:50.477727Z,2.908
476,8,1529,1154100135506382848,0,0,0,1,1.0313840923721564e+18,retweeted,"RT @SorathexplorA: ""First women of the renaissance"" Simple Designs by Sora! #ariel #belle #jasmine #disney #disneyrenaissance #fanart #disn…",Neutral,1,1012,2022-11-16T17:48:44.860180Z,2022-11-16T17:48:44.860180Z,1.758
475,7,1528,1154100135506382848,0,0,0,5,1.256498369288999e+18,retweeted,"RT @redphantasmic: Let’s see if I’ll be able to draw a mermaid everyday for #mermay2020 ...
Naturally I had to start off by doodling my fav…",Neutral,1,1011,2022-11-16T17:48:41.513048Z,2022-11-16T17:48:41.513048Z,1.601
474,6,1527,1311120097034076160,0,0,0,161,1.5404370424836751e+18,retweeted,"RT @Ripushko: Atty - first! Depending on my free time, I will draw them all in a relaxed mode.
#genderbender #thelittlemermaid https://t.co…",Neutral,1,1010,2022-11-16T17:48:38.142599Z,2022-11-16T17:48:38.142599Z,2.767
473,5,1526,772450217870385152,0,0,0,0,,,If #LadyGaga  played #Ursula in Disney's live-action remake of #TheLittleMermaid 😂🤘😌 https://t.co/d4SFnM7Aqk,Neutral,1,1009,2022-11-16T17:48:33.867626Z,2022-11-16T17:48:33.867626Z,1.833
472,4,1525,1475503519956410378,0,0,0,0,,,"🍿 COMING SOON 

🎬 Title: The Little Mermaid 

👀 Director: None 

🗓 Release Date: 26 May 2023 

⏱ Length: None 

🎥 Genre: None 

📈 Metacrictic Rating: None 

 #TheLittleMermaid https://t.co/3FXONkSnLd",Neutral,1,1008,2022-11-16T17:48:30.462439Z,2022-11-16T17:48:30.463002Z,5.225
471,3,1524,1315669998233358343,0,0,0,0,,,You’re Crying! @HalleBailey I’m crying! So excited for this moment for you &amp; for this picture! #TheLittleMermaid 🧜🏽‍♀️🪸🐚🌊https://t.co/QVFEIISWiQ,Positive,1,1007,2022-11-16T17:48:20.015487Z,2022-11-16T17:48:22.637263Z,3.418
470,2,1523,845434942670626816,15,0,0,2,,,"Sexy, ""Zaddy"" Merman Beef
https://t.co/r3vwq9ybr7
(Full Variations!)

#TheLittleMermaid #KingTriton #Merman #Fanart #Bara #BaraArt #Anthro #AnthroArt #Muscle #MuscleBoy #MuscleGuys #MuscleArt #CharacterArt #digitalArt #digitalillustration #illustration #nsfwtwt #artist https://t.co/k8ebv9cCUW",Neutral,1,1006,2022-11-16T17:48:17.382447Z,2022-11-16T17:48:17.382447Z,1.97
469,1,1522,1528586881482510336,0,0,0,72,1.5299605789527532e+18,retweeted,"RT @creedoart: Prince Eric 🌊
Creedo Mockgazine #1 Cover

Full set of 10 Illustrations is available now!
&gt;&gt; https://t.co/WhvOdUneNG
Access t…",Neutral,1,1005,2022-11-16T17:48:14.053229Z,2022-11-16T17:48:14.054280Z,0.752
468,0,1521,1296162586707320835,0,0,0,8,1.5425529026901197e+18,retweeted,"RT @mermanjonas: ""The End""

#thelittlemermaid 
#mermay2022 #mermay
#thelittlemermay
#hanschristianandersen https://t.co/NQswgwbXiK",Neutral,1,1004,2022-11-16T17:48:11.887506Z,2022-11-16T17:48:11.887506Z,1.347
467,12,1520,1373930837784334338,0,0,0,3,1.5317194272800604e+18,retweeted,"RT @DarlEnchanted: ✨Extra Long Hair Ariel doll was such a childhood dream✨
Took reference from Ariel's Bubble Palace Playset by Simba Toys…",Neutral,1,1003,2022-11-16T17:48:09.089326Z,2022-11-16T17:48:09.089326Z,1.789
466,11,1519,1022986997709844485,3,0,0,0,,,Just finished this pic of Ariel the little mermaid for #mermay 😎👏 Working on this one was super nostalgic! #mermay2022 #ArtistOnTwitter #thelittlemermaid #LittleMermaid #drawing #artist #art #digitalart #Disney https://t.co/cSimaIwve1,Neutral,1,1002,2022-11-16T17:48:05.688607Z,2022-11-16T17:48:05.688607Z,1.409
465,10,1518,126211343,0,0,0,9,1.4425430406906757e+18,retweeted,"RT @RebeccaVzquez6: Hazbin hotel, part your world (reprise) pt1. the little mermaid animatic...#hazbinhotel #alastor #charliemagne #chalast…",Neutral,1,1001,2022-11-16T17:48:01.920059Z,2022-11-16T17:48:01.920059Z,2.262
464,9,1517,2844940273,3,0,0,1,,,"One of few straight to video Disney movies that was worth something.
What do you think is the worst straight to video Disney movie from the 2000s?

#mermay #mermay2022 #illustratorforhire #illustrator #procreate #ariel #thelittlemermaid #thelittlemermaid2 #melody #disney #cute https://t.co/8fCFprqD11",Neutral,1,1000,2022-11-16T17:47:58.271335Z,2022-11-16T17:47:58.271335Z,1.478
463,8,1516,1491960558030974980,0,0,0,340,1.2576635914881106e+18,retweeted,"RT @HollywoodRecs: OK, so, @SabrinaAnnLynn serenading us with ""Part Of Your World"" from #TheLittleMermaid is the best thing that is gonna h…",Neutral,1,999,2022-11-16T17:47:55.464877Z,2022-11-16T17:47:55.464877Z,1.875
462,7,1515,1070314805930721282,0,0,0,37,1.5314125681827512e+18,retweeted,"RT @chibimoonss: oops..I forgot to put Ariel up last month💦💦
Here is the princess of April and May😉

#Disney #disneyprincess  
#Rapunzel #T…",Neutral,1,998,2022-11-16T17:47:52.137064Z,2022-11-16T17:47:52.137064Z,3.452
461,6,1514,2813320088,0,0,1,0,,,"Sooo they are going to make a live action Pinocchio movie but not a little mermaid??? I feel like we’ve been waiting on this for like 3 years!?! 
#Disney #thelittlemermaid #Pinocchio #LittleMermaid",Neutral,1,997,2022-11-16T17:47:47.272136Z,2022-11-16T17:47:47.272136Z,3.821
460,5,1513,1075003002019291136,17,0,0,5,,,"#MERMAY EXTRA POST

""I know well enough what you want,"" said the Sea Witch, ""and a silly thing, too; all the same, you shall have your way""

#TheLittleMermaid
#mermay2022 #mermay
#thelittlemermay
#hanschristianandersen
#mermaids https://t.co/SusNuJVpkH",Neutral,1,996,2022-11-16T17:47:42.083606Z,2022-11-16T17:47:42.083606Z,1.064
459,4,1512,1319854941561851905,0,0,0,5,1.5317557022591795e+18,retweeted,"RT @mermanjonas: #MERMAY EXTRA POST

""I know well enough what you want,"" said the Sea Witch, ""and a silly thing, too; all the same, you sha…",Neutral,1,995,2022-11-16T17:47:39.633363Z,2022-11-16T17:47:39.633363Z,1.414
458,3,1511,1489618554790031362,0,0,0,0,,,"Mermay day 31: Potion

All good things come to an end

#wacommermay2022 #mermay #mermay2022 #mermayxmermaze 
#clipstudiopaint #digitalillustration #digitalinking #digitalpainting #illustrazionedigitale #mermaid #mermaidart  #digitalart #potion #thelittlemermaid #pov https://t.co/SRWz2j4VMW",Neutral,1,994,2022-11-16T17:47:35.578938Z,2022-11-16T17:47:35.578938Z,1.823
457,2,1510,392951243,3,0,0,0,,,As #mermay draws to close. I wanna thank all those who have supported my project “Outta Water” a lot went into making this short film possible. It’s honestly the thing I am proudest of so far in 2022. #mermaidpuppets #outtawater #stopmotion #film #LGBTQIA #thelittlemermaid https://t.co/DIq9CDfSoD,Neutral,1,993,2022-11-16T17:47:32.353181Z,2022-11-16T17:47:32.353181Z,3.477
456,1,1509,1140453477187035136,0,0,0,0,,,#Mermay #mermay2022 #potion #thelittlemermaid #cecaelia #seawitch this is a reference to the little mermaid and its adaptations https://t.co/yTSnGW5E9S,Neutral,1,992,2022-11-16T17:46:14.206734Z,2022-11-16T17:46:14.206734Z,2.434
455,0,1508,1044488908891779072,0,0,0,2,1.531365220483879e+18,retweeted,"RT @hayliejensphoto: cosplayer: @bluenovabean

#arielcosplay #thelittlemermaid #thelittlemermaidcosplay #disneyprincess #disneycosplay #cos…",Neutral,1,991,2022-11-16T17:46:10.468887Z,2022-11-16T17:46:10.468887Z,0.718
454,12,1507,427144495,0,0,0,0,,,Beach Walk! #thelittlemermaid #funinthesun #islandvibes https://t.co/ss9x7EigJx,Neutral,1,990,2022-11-16T17:46:08.179317Z,2022-11-16T17:46:08.179317Z,2.193
