Unnamed: 0.1	Unnamed: 0	id	author_id	like_count	quote_count	reply_count	retweet_count	referenced_tweet_id	referenced_tweet_type	text	negative	neutral	positive
14	14	3555666437.0	3905101.0	0.0	0.0	0.0	0.0			Dicaprio + Nolan? Yeah, this looks badass...even if it's just a teaser. http://bit.ly/Ppieg #inception	0.0025	0.0211	0.9764
15	15	3548599197.0	14069122.0	0.0	0.0	0.0	0.0			New Leaks Add Extra Layers To Chris Nolan's Mind-Frak Of A Movie http://io9.com/5345482 #inception OH YEAH! Gonna be good!!	0.0018	0.032	0.9662
16	16	3548207473.0	20559338.0	0.0	0.0	0.0	0.0			EXCLUSIVE: ‘Inception’ plot revealed: #movies #inception #christophernolan #ellenpage #josephgordonlevitt #tomha.. http://bit.ly/o1q7e	0.005	0.9229	0.0721
17	17	3542058486.0	64237940.0	0.0	0.0	0.0	0.0			Anyone else noticing the sound in the #Inception teaser? Seems to crescendo just like in tense TDK scenes. Methinks Nolan has a new trait...	0.1814	0.7475	0.071
18	18	3540279620.0	19373529.0	0.0	0.0	0.0	0.0			#inception looks more like dark city than the matrix (which I hate people saying).	0.8689	0.1216	0.0095
19	19	3539836665.0	24691102.0	0.0	0.0	0.0	0.0			New trailer: #Inception http://www.tribute.ca/trailers/Inception/17455	0.0048	0.7817	0.2135
20	20	3538163209.0	14764714.0	0.0	0.0	0.0	0.0			Must watch: Official teaser for the upcoming film #Inception by @hanatanimura's talented sister. http://bit.ly/4J1no	0.0013	0.057	0.9417
21	21	3536377055.0	37850948.0	0.0	0.0	0.0	0.0			"New Nolan's movie! =] #trailer: http://bit.ly/nxa7H
 #inception"	0.0014	0.0839	0.9147
22	22	3536039106.0	22291981.0	0.0	0.0	0.0	0.0			If its anywhere near as good as his last one, I probably won't hate this new Christopher Nolan flick...#Inception http://bit.ly/8IKIK	0.0181	0.1126	0.8694
23	23	3536016243.0	17387531.0	0.0	0.0	0.0	0.0			And Joseph Gordon-Levitt's in it!!!!!!!!!! #inception	0.0037	0.0749	0.9214
24	24	3535390774.0	18721016.0	0.0	0.0	0.0	0.0			Check out the new Inception trailer on Yahoo Movies. Chris Nolan = God. http://uk.movies.yahoo.com/features/exclusive/ #inception	0.0027	0.0999	0.8974
25	25	3535364306.0	17387531.0	0.0	0.0	0.0	0.0			#Inception trailer. Woop woop! It's Chris Nolan - what more do you need to know?!!! http://uk.movies.yahoo.com/features/exclusive/	0.002	0.0236	0.9744
26	26	3533306308.0	15808814.0	0.0	0.0	0.0	0.0			The teaser for #Inception is out now: http://bit.ly/1Ue6lM	0.0036	0.9027	0.0936
27	27	3532705156.0	18134151.0	0.0	0.0	0.0	0.0			"fascinating Nolan teaser: http://bit.ly/4J1no
 #inception"	0.003	0.0401	0.9569
28	28	3532624513.0	14282756.0	0.0	0.0	0.0	0.0			"Mark me down with a ticket:
http://bit.ly/3eaKO
#inception #trailer #nolan"	0.0139	0.8796	0.1065
29	29	3531133369.0	47284474.0	0.0	0.0	0.0	0.0			"#Inception: US-Teaser-Trailer zu Christopher Nolans Sci-Fi-Thriller mit Leonardo DiCaprio http://bit.ly/4upX8w
 #kino #film"	0.0039	0.8789	0.1173
30	30	3531077308.0	20052369.0	0.0	0.0	0.0	0.0			"#Chris-Nolan is back http://bit.ly/i5k1j
 #Inception #Trailer"	0.0028	0.6485	0.3487
31	31	3530440475.0	18730694.0	0.0	0.0	0.0	0.0			#Inception Trailer 1080 http://bit.ly/10mu2v	0.0061	0.8074	0.1865
32	32	3530098725.0	16438884.0	0.0	0.0	0.0	0.0			Check out the #Inception teaser trailer here: http://tinyurl.com/qz7frm #movie	0.0037	0.7999	0.1963
33	33	3529327526.0	32187185.0	0.0	0.0	0.0	0.0			#inception trailer - awesome	0.0029	0.0137	0.9834
34	34	3526872481.0	43569956.0	0.0	0.0	0.0	0.0			#Inception teaser: Sure the spinning top and water that won't level have deep implications but it didn't intrigue like the Cloverfield tease	0.7084	0.2745	0.0171
35	35	3526602700.0	1918801.0	0.0	0.0	0.0	0.0			... if Dicaprio is in it, it will be hot  http://video.yahoo.com/watch/5806716/15196822 #inception	0.0133	0.2385	0.7482
36	0	7244615159.0	30905755.0	0.0	0.0	0.0	0.0			#ChristopherNolan's trailer for his #DarkKnight follow-up is here - check out #Inception starring #Leonardo Dicaprio http://bit.ly/8Cr0Oo	0.0024	0.7187	0.2788
37	1	7237649727.0	22422014.0	0.0	0.0	0.0	0.0			#Inception Trailer 2 http://www.youtube.com/watch?v=RSyQ3K0xnYg	0.0062	0.8558	0.138
38	2	7205243627.0	24084951.0	0.0	0.0	0.0	0.0			Plus, what could go wrong with Christopher Nolan and Leo DiCaprio teaming up?!? #Inception	0.0339	0.5314	0.4347
39	3	7203482774.0	24691102.0	0.0	0.0	0.0	0.0			New trailer #Inception http://www.tribute.ca/trailers/Inception/17610	0.0054	0.7132	0.2813
40	4	7201538538.0	21589482.0	0.0	0.0	0.0	0.0			@sarvsSarv yesyesyesss! and it will happen, unlike all the 'drama' get togethers that have never happened ;P #INCEPTION	0.0065	0.0769	0.9167
41	5	7201458449.0	80657811.0	0.0	0.0	0.0	0.0	7201402722.0	replied_to	@riotsteph OMG promise you will go see it with me next summer? #INCEPTION	0.002	0.0838	0.9141
42	6	7195685073.0	18676981.0	0.0	0.0	0.0	0.0			'Inception' teaser 2. Its big. Nolan is back #inception http://bit.ly/7b8otn	0.0026	0.1681	0.8293
43	7	7195472161.0	28984506.0	0.0	0.0	0.0	0.0			Inception is gonna be a f*cking good movie, can't wait till it's in the cinema #inception	0.0032	0.0084	0.9884
44	8	7194187725.0	22403597.0	0.0	0.0	0.0	0.0			looks like #christophernolan will do it again. pretty nice trailer so far #inception	0.0016	0.0117	0.9867
45	9	7178361628.0	19078149.0	0.0	0.0	0.0	0.0			"""Never recreate from your memory. Always imagine new places.""  #Inception"	0.0264	0.7225	0.2511
46	10	7174551322.0	39941960.0	0.0	0.0	0.0	0.0			New #Inception Trailer Is Live! The latest trailer for... http://goo.gl/fb/BH9a #christophernolan #leonardodicaprio	0.0023	0.513	0.4847
47	11	7174503788.0	15694327.0	0.0	0.0	0.0	0.0			Wow. Wird wild! http://tr.im/IWwE #inception #nolan	0.0086	0.1167	0.8747
48	12	7173871387.0	83711166.0	0.0	0.0	0.0	0.0			Nolan's #Inception trailer infiltrates your mind - http://tinyurl.com/ybgwjsv  #indiefilm  #movietrailers	0.0273	0.8215	0.1511
49	13	7173723993.0	14747835.0	0.0	0.0	0.0	0.0			OMG.. the new #Inception trailer is sick as hell! http://bit.ly/36fVaX CAN NOT WAIT!	0.0029	0.0075	0.9896
50	14	7171692361.0	18056995.0	0.0	0.0	0.0	0.0			@Fandango Inception hands down. No other movie is even close #Inception #Fandango	0.0076	0.0605	0.9318
51	15	7170977717.0	19366920.0	0.0	0.0	0.0	0.0			MUST see this. http://movies.apple.com/movies/wb/inception/inception-tlr2_720p.mov #inception #movie #awesome	0.0027	0.0235	0.9738
52	16	7168285110.0	13215132.0	1.0	0.0	0.0	0.0			Breaking Down Inception's Dream Logic and Water Imagery http://io9.com/5436429/ #inception	0.0674	0.9036	0.029
53	17	7168134864.0	49125896.0	0.0	0.0	0.0	0.0	7168042603.0	replied_to	@zenbitch i felt my mind was boggled even more #inception	0.1857	0.5786	0.2357
54	18	7164898795.0	27351356.0	0.0	0.0	0.0	0.0	7133214988.0	replied_to	@teagone Thanks for the link. You're fully aware how skeptical I can be... I can find nothing about this movie to give me doubts. #Inception	0.2152	0.4415	0.3433
55	19	7164688314.0	26771949.0	0.0	0.0	0.0	0.0			#Inception trailer looks pretty sweet, hoping they don't give too much away from here on out: http://www.apple.com/trailers/wb/inception/	0.0038	0.0291	0.9671
56	20	7164076992.0	17821424.0	0.0	0.0	0.0	0.0			INCEPTION international teaser trailer --&gt;http://tinyurl.com/yayls85 #inception	0.0051	0.5288	0.4661
57	21	7163727127.0	19529842.0	0.0	0.0	0.0	0.0			I have to post it again, because this promising trailer rocks! WATCH IT: http://tr.im/IQYi #Inception #Nolan	0.0016	0.0148	0.9836
58	22	7163476651.0	16411181.0	0.0	0.0	0.0	0.0			yeah, so i'll be watching this movie in 2010 for sure http://bit.ly/5qbisn (via @brainpicker) #inception	0.0045	0.4492	0.5463
59	23	7162060976.0	42139811.0	0.0	0.0	0.0	0.0			What’s the most resilient form of parasite?  An idea. http://www.apple.com/trailers/wb/inception/ #inception - can't wait!	0.0035	0.0988	0.8977
60	24	7161760502.0	27635563.0	0.0	0.0	0.0	0.0			"I dare you not to say ""WTF?!"" after seeing the latest trailer for #Inception: http://bit.ly/2AHdQe"	0.4308	0.4569	0.1123
61	25	7159907607.0	34809159.0	0.0	0.0	0.0	0.0			Whoa! http://www.buzzsugar.com/6830840 #Inception	0.0861	0.5303	0.3836
62	26	7156740951.0	20559338.0	0.0	0.0	0.0	0.0			Inception Trailer 2 (HD) (video) #movies #inception http://bit.ly/77T1Gd	0.0055	0.9204	0.0742
63	27	7155666747.0	16925330.0	0.0	0.0	0.0	0.0			Nolan Floods Your Brain With Dark Surrealism In New Inception Trailer http://io9.com/5435686/ #inception #inception	0.0557	0.8911	0.0531
64	28	7155461035.0	16317819.0	0.0	0.0	0.0	0.0			me likes #Inception http://bit.ly/lDKOc	0.0042	0.2187	0.7771
65	29	7150475954.0	30174527.0	0.0	0.0	0.0	0.0			"I don't understand what's going on in your movie, Chris Nolan, but I am intrigued: http://www.apple.com/trailers/wb/inception/ 
#Inception"	0.0611	0.5391	0.3998
66	30	7149433282.0	17985684.0	0.0	0.0	0.0	0.0			Everyone having kittens over Avatar should head on over to Apple.com and watch Nolan's #Inception trailer in GLORIOUS Quicktime. Yay!	0.0041	0.0413	0.9545
67	31	7146777481.0	15370542.0	0.0	0.0	0.0	0.0			The new trailer for the film #Inception is wicked cool. http://bit.ly/8LVaLl	0.0025	0.0137	0.9838
68	32	7146405002.0	19685210.0	0.0	0.0	0.0	0.0			Yikes. Looks better than I'd hoped! #Inception http://www.apple.com/trailers/wb/inception/ (via @privatelifeofme )	0.0093	0.0539	0.9367
69	33	7146306135.0	54658777.0	0.0	0.0	0.0	0.0			RT @captjohnson a good postmodern fimic narrative; perhaps? judge for yourself: http://bit.ly/2AHdQe #Inception http://bit.ly/64td42	0.011	0.8851	0.104
70	34	7143423776.0	21575193.0	0.0	0.0	0.0	0.0			Also, after seeing the trailers for #Inception and #ClashoftheTitans both are on my must see list.	0.0022	0.0614	0.9364
71	35	7142204427.0	45227054.0	0.0	0.0	0.0	0.0			#Inception This movie will be good (Y) : http://youtu.be/suIIHZqDR30	0.0014	0.0123	0.9863
72	0	8441189080.0	51147897.0	0.0	0.0	0.0	0.0			Nolan's #Inception second trailer http://www.youtube.com/watch?v=S3XzUYd6nrU&feature=channel	0.0045	0.9071	0.0885
73	1	8437762816.0	22574835.0	0.0	0.0	0.0	0.0			Gee whiz, there's a weird little game on the #inception webpage http://www.yourmindisthesceneofthecrime.com/stage1/	0.6501	0.3173	0.0326
74	2	8436412507.0	48933324.0	0.0	0.0	0.0	0.0			What is the movie #Inception going to be about?	0.0069	0.9387	0.0544
75	3	8431002794.0	22574835.0	0.0	0.0	0.0	0.0	8430388025.0	replied_to	"@brendonconnelly what, you think #Inception will be a ""disgrace""? Don't try and rewrite the laws of probability :-P"	0.8303	0.1595	0.0101
76	4	8418091079.0	17687566.0	1.0	0.0	0.0	0.0			tagline of #inception ...sci-fi set within the architecture of human mind .....spooky	0.0525	0.8362	0.1113
77	5	8218173522.0	23874487.0	0.0	0.0	0.0	0.0			Leonardo Dicaprio must have Ari Gold as his agent. he is two of the biggest movies this year #ShutterIsland #Inception	0.0234	0.3808	0.5958
78	6	8006600129.0	98089725.0	0.0	0.0	0.0	0.0			#Inception is the name of an #action #thriller to be released this year! Check out the fun fan page :) http://ow.ly/YzNo  #movies #films	0.0013	0.0595	0.9393
79	7	7998547388.0	18056995.0	0.0	0.0	0.0	0.0			First Official Inception Still Image Released http://bit.ly/5j9hKK #Inception #LeonardoDicaprio #awesome #badass  #WB (TheMovieMash.com)	0.0054	0.2486	0.7459
80	8	7973118657.0	51603733.0	1.0	0.0	0.0	0.0			List of movies to watch-&gt;#BookofEli #Legion #ClashoftheTitans #PrinceofPersia #FromParisWithLove #Inception #RobinHood #IronMan2 what else??	0.0055	0.7934	0.2012
81	9	7948575445.0	18348279.0	0.0	0.0	0.0	0.0			"Has anyone played the ""Mind Crime"" game on the #Inception site yet? Its pretty sweet -&gt; http://www.yourmindisthesceneofthecrime.com/"	0.002	0.0249	0.973
82	10	7897841566.0	48145135.0	0.0	0.0	0.0	0.0			#Inception #Christopher_Nolan on 1 Fav Source+1 other like /Film-New Photo: Christopher Nolan’s Inception http://bit.ly/7NW1gK	0.0036	0.6922	0.3043
83	11	7879280582.0	18056995.0	0.0	0.0	0.0	0.0			OMG! So badass! RT @NolanFans Check out the very first Inception production still photo http://bit.ly/7MuoIJ #inception #warnerbros	0.0025	0.0223	0.9753
84	12	7873400220.0	31745982.0	0.0	0.0	0.0	0.0			Looks cool :) Hope its good !! RT: @DeepakSuresh: #Inception  trailer ...looks promising. http://bit.ly/82XeaZ	0.0016	0.0085	0.9898
85	13	7872298545.0	17865006.0	0.0	0.0	0.0	0.0			#Inception  trailer ...looks promising. http://bit.ly/82XeaZ	0.0017	0.0219	0.9763
86	14	7847451152.0	73733811.0	0.0	0.0	0.0	0.0			Bigger than #Batman: #ChristopherNolan says #Inception is the biggest challenge I've taken on http://bit.ly/51xgvE #Movies	0.015	0.4637	0.5213
87	15	7836206260.0	15974975.0	0.0	0.0	0.0	0.0			Looking at the cast list its funny he's using Cillian Murphy and Michael Caine again. Should be good though #inception	0.0055	0.1047	0.8898
88	16	7821124690.0	8250252.0	0.0	0.0	0.0	0.0			Does anybody know the music from the second inception trailer? not the 1st one, the 2nd one. please? Tks. #inception #nolan #trailer #music	0.0292	0.9116	0.0592
89	17	7820731676.0	71232075.0	0.0	0.0	0.0	0.0			Guys.... gear up 4 d l8st Christopher Nolan (Dir. f Dark Knight)movie... #Inception..cming dis july....Watch d trailer..http://bit.ly/6oziwB	0.0049	0.4217	0.5735
90	18	7807404151.0	60938272.0	0.0	0.0	0.0	0.0			your mind is the scene of the crime http://www.youtube.com/watch?v=S3XzUYd6nrU this one's gonna be huge #inception	0.4913	0.4293	0.0794
91	19	7790477671.0	16641426.0	0.0	0.0	0.0	0.0			"Just watched the trailer for #Inception. Certainly looks interesting. 
http://twitlink.ws/inceptiontrailer"	0.0014	0.0304	0.9682
92	20	7786429917.0	74701920.0	0.0	0.0	0.0	0.0			The Inception Trailer...Nolan is definitely one of the best directors I have known so far http://is.gd/6jior #inception	0.0034	0.0122	0.9844
93	21	7747165649.0	23510238.0	0.0	0.0	0.0	0.0			#INCEPTION Is Bigger Than THE DARK KNIGHT, According To Christopher Nolan http://viigo.im/24EN	0.0041	0.3682	0.6277
94	22	7742369852.0	89185862.0	0.0	0.0	0.0	0.0			Check out the new #Inception trailer, directed by Christopher Nolan (#TheDarkKnight) & starring Leonardo #DiCaprio & Marion #Cotillard	0.0033	0.6598	0.3369
95	23	7736312279.0	94150567.0	0.0	0.0	0.0	0.0			Trending in films: Golden Globe Award; The Hurt Locker; Inception. http://bit.ly/6wNJYm #goldenglobe #hurtlocker #inception	0.0074	0.893	0.0995
96	24	7736311920.0	39316822.0	0.0	0.0	0.0	0.0			Trending in films: Golden Globe Award; The Hurt Locker; Inception. http://bit.ly/6wNJYm #goldenglobe #hurtlocker #inception	0.0074	0.893	0.0995
97	25	7727776551.0	48007464.0	0.0	0.0	0.0	0.0			I absolutely cannot wait for #Inception to come out. Yeehaw	0.0033	0.0088	0.9879
98	26	7724670032.0	22363.0	0.0	0.0	0.0	0.0			http://is.gd/6dtvy Oh the link to #Inception might help - Christopher Nolan + wifes take to go bigger than batman + bond - sounds awesome	0.0022	0.0286	0.9693
99	27	7724625515.0	22363.0	0.0	0.0	0.0	0.0			Bigger than #DarkKnight Dream Espionage Time Warp, Filmed 6 Countries Directed by Chris Nolan Starring Dicaprio Michael Caine #Inception pls	0.005	0.4866	0.5084
100	28	7724528768.0	23510238.0	0.0	0.0	0.0	0.0			Christopher Nolan Says #Inception is “The Biggest Challenge I’ve Taken On” http://viigo.im/24ep	0.0225	0.5627	0.4148
101	29	7721123002.0	39316822.0	0.0	0.0	0.0	0.0			Trending in films: Inception; Twilight; Golden Globe Award; Invictus. http://bit.ly/6wNJYm #inception #twilight #goldenglobe	0.0036	0.8232	0.1732
102	30	7719674044.0	18056995.0	0.0	0.0	0.0	0.0			Christopher Nolan says Inception is “bigger than The Dark Knight” http://bit.ly/6vnsE8 #Inception #Batman #awesome (TheMovieMash.com)	0.0021	0.0869	0.9111
103	31	7716644207.0	20627297.0	0.0	0.0	0.0	0.0			#INCEPTION is probably my most anticipated movie this year. http://trunc.it/4oep4	0.0017	0.0079	0.9904
104	32	7715040503.0	18056995.0	0.0	0.0	0.0	0.0			RT @rejectnation: Christopher Nolan: Inception is Massive, Bigger Than 'Dark Knight' http://is.gd/6cnWP OMG!!!! #movienews #2010 #Inception	0.0043	0.1155	0.8802
105	33	7679174001.0	855191.0	0.0	0.0	0.0	0.0			The latest trailer for Christopher Nolan's #Inception (which looks like a cross between 'The Matrix' and The Bourne films) http://ow.ly/VJs2	0.0064	0.8578	0.1359
106	34	7650080179.0	14112073.0	0.0	0.0	0.0	0.0			Tried watching the #Inception trailer backwards. Still doesn't make any sense to me.	0.7679	0.2181	0.014
107	35	7649236498.0	29153844.0	0.0	0.0	0.0	0.0			#Inception Christopher Nolan out in July. Sci-fi thriller shrouded in secrecy. #Leonardo DiCaprio & Ellen Page  trailer http://bit.ly/7zNbGf	0.0061	0.8717	0.1222
108	0	9584181507.0	115903531.0	0.0	0.0	0.0	0.0			Batman 3 News! http://tinyurl.com/yh65d29 #batman #nolan #bale #ledger #thedarkknight #inception #movies	0.0031	0.6443	0.3526
109	1	9500281746.0	115903531.0	0.0	0.0	0.0	0.0			"Inception ""Movie Preview Review"" http://tinyurl.com/ybkxcub #inception #dicaprio #nolan #thedarkknight"	0.0042	0.9164	0.0794
110	2	9497143231.0	36344067.0	0.0	0.0	0.0	0.0			Just saw the #inception trailer and damn that is a weird one. Jeez.	0.8503	0.1371	0.0127
111	3	9461476786.0	115903531.0	0.0	0.0	0.0	0.0			What's Christopher Nolan's Inception going to be about anyway? Movie Preview Review http://tinyurl.com/ygruvwc #inception #thedarkknight	0.0122	0.9385	0.0493
112	4	9450656419.0	63209856.0	0.0	0.0	0.0	0.0			Top 20 Movies To Check Out In 2010 By Order Of Release...6. Inception..more @www.theesourceblog.com #inception #leonardodicaprio #chrisnolan	0.0037	0.5996	0.3968
113	5	9333396670.0	35414170.0	0.0	0.0	0.0	0.0			@Leonardoringo just showed me LeonardoDiCaprio's latest movie #inception. Bizarre! Can't wait for the movie!	0.0022	0.0115	0.9863
114	6	9202708683.0	22559635.0	0.0	0.0	0.0	0.0			Christopher Nolan's #Inception - Best kept movie plot secret of all time?  http://bit.ly/cQrgAC	0.009	0.5493	0.4417
115	7	9164731173.0	22113803.0	0.0	0.0	0.0	0.0			If this movie is as good as the trailer, this might be the film of the year.  http://www.apple.com/trailers/wb/inception/ #inception	0.0028	0.025	0.9722
116	8	8865667433.0	27907547.0	0.0	0.0	0.0	0.0			This might be the Blockbuster for 2010 http://www.youtube.com/watch?v=RSyQ3K0xnYg #Inception	0.0059	0.1764	0.8177
117	9	8742286834.0	23510238.0	0.0	0.0	0.0	0.0			RT @slashfilmnews: Leonardo DiCaprio Says #Inception “Didn’t Make Sense to Many of Us When We Were Doing It” http://goo.gl/fb/Nmjl	0.1904	0.7765	0.0331
118	10	8629304237.0	53684844.0	0.0	0.0	0.0	0.0			Then, of course, we have the 2 highly-anticipated DiCaprio films - #ShutterIsland (http://bit.ly/8p5poV) & #Inception (http://bit.ly/7djpYY)	0.0039	0.2714	0.7247
119	11	8593196662.0	53684844.0	0.0	0.0	0.0	0.0			Trailers: Inception, the new film from Christopher Nolan. Watch it now at http://bit.ly/7djpYY #inception	0.0036	0.8168	0.1796
120	12	8566419176.0	16166162.0	0.0	0.0	0.0	0.0			"(2/2) Most awaited #films '10: Rounding out Top 5: #Inception (Nolan + Leo!). Special mention 2 ""She's Out of My League"" (looks 2 funny!)"	0.0024	0.0484	0.9493
121	0	11336767045.0	24457403.0	0.0	0.0	0.0	0.0			Wow! Just saw the trailer for Christopher Nolan's new movie #Inception. Can't wait!! http://bit.ly/7H8vca	0.0018	0.0082	0.9901
122	1	11290194038.0	37310442.0	0.0	0.0	0.0	0.0			Lets get a head start! #princeofpersia #thelastairbender #inception	0.0034	0.3051	0.6915
123	2	11243575211.0	53664137.0	0.0	0.0	0.0	0.0			Mind twister! I like it!!! http://bit.ly/brvCe5 #Inception #LeonardoDiCaprio	0.0019	0.0232	0.9748
124	3	11242759838.0	616283.0	0.0	0.0	0.0	0.0			Nice interview with Chris Nolan and wife/producer Emma Thomas, about new #film #Inception: http://bit.ly/9HrId2	0.0017	0.0679	0.9304
125	4	11227232089.0	15612058.0	0.0	0.0	0.0	0.0			Hollywood's Best Director, Christopher Nolan, gets some spotlight on my blog. http://bit.ly/c5yrN3 #movies #Inception #ShoWest @WarnerBros	0.0021	0.1504	0.8475
126	5	11116877787.0	15612058.0	0.0	0.0	0.0	0.0			Word round the campfire is Nolan shot Inception on VistaVision instead of IMAX... hmmm #movies #Inception	0.0447	0.9119	0.0434
127	6	11113326636.0	61598423.0	0.0	0.0	0.0	0.0			Good read &gt; Christopher Nolan interview about upcoming INCEPTION movie http://bit.ly/9P8Xvp #movies #inception #interview	0.0018	0.0899	0.9083
128	7	11087281037.0	23510238.0	0.0	0.0	0.0	0.0			Christopher Nolan Filmed Some of #Inception Using 65mm, Calls 3D “An Interesting Development” | /Film http://viigo.im/2UCJ	0.0023	0.3945	0.6032
129	8	11077952511.0	48145135.0	0.0	0.0	0.0	0.0			#Christopher_Nolan #Inception on 1 Fav Source+1 other like /Film-Christopher Nolan Filmed Some of Inception Using ... http://bit.ly/cizxl4	0.0034	0.8806	0.116
130	9	10858608165.0	39444565.0	0.0	0.0	0.0	0.0			#Inception.... ....An idea can transform the world and rewrite all the rules. Which is why I have to steal it.	0.1064	0.422	0.4716
131	10	10858597408.0	39444565.0	0.0	0.0	0.0	0.0			#Inception. What's the most resilient parasite? An Idea, A single idea from the human mind can build cities...	0.0717	0.7329	0.1954
132	11	10831720859.0	73190612.0	0.0	0.0	0.0	0.0			My new 'I can't wait' film - #Inception http://inceptionmovie.warnerbros.com/	0.0013	0.0408	0.9579
133	12	10752353684.0	64803251.0	0.0	0.0	0.0	0.0			"My most anticipated movie of 2010 is...drum roll please...""#INCEPTION..."	0.002	0.0271	0.9709
134	13	10746629766.0	44908912.0	0.0	0.0	0.0	0.0			If you loved The Dark Knight (2nite on Max) you’ll love Nolan’s new movie, Inception: http://ow.ly/1nXQ2 #inception	0.0017	0.0492	0.9491
135	14	10745092849.0	23510238.0	0.0	0.0	0.0	0.0			RT @ThePlaylist: Christopher Nolan Talks #Inception At ShoWest, New Footage Unveiled http://bit.ly/b90ynI	0.0048	0.9451	0.0501
136	15	10720253298.0	22789086.0	0.0	0.0	0.0	0.0			Chris Nolan Reveals More #Inception Secrets - ComingSoon.net http://ow.ly/1opMv #ShoWest2010	0.0036	0.8444	0.152
137	16	10628849580.0	22752169.0	0.0	0.0	0.0	0.0			I suggest using #RUP milestones for the #semat project ;-) Seems like there is quite some #inception to do. Anyone for #scrum or #Prince2?	0.0327	0.5913	0.376
138	17	10593321178.0	18056995.0	0.0	0.0	0.0	0.0			DiCaprio Says Inception Literally Has “Multiple Narratives Simultaneously” http://bit.ly/c53tqO (TheMovieMash.com) #Inception #MovieNews	0.0041	0.8086	0.1872
139	18	10570364454.0	38642435.0	0.0	0.0	0.0	0.0			#Leonardo #DiCaprio Discusses 'Inception' :: http://tinyurl.com/ygw4uuq #inception #movienews	0.0046	0.944	0.0514
140	19	10530296625.0	14656908.0	0.0	0.0	0.0	0.0			RT @fusedfilm Top 10 Movies We Can’t Wait To Se.. http://bit.ly/9U42Vb #Inception #Jonah #Hex #Prince #of #The #Sands #10	0.0012	0.0575	0.9413
141	20	10503788786.0	39556507.0	0.0	0.0	0.0	0.0			Also cant wait for the release of #Inception. Its Chris Nolan all over me 2day...(smile)	0.0021	0.0091	0.9889
142	21	10388070592.0	24283080.0	0.0	0.0	0.0	1.0	10374785510.0	retweeted	RT @AwardsCircuitEd: I'm gonna call Christopher Nolan and ask him if he'll let me watch #Inception because I can't wait this long for it ...	0.0247	0.1516	0.8237
143	22	10374785510.0	60100860.0	0.0	0.0	0.0	1.0			I'm gonna call Christopher Nolan and ask him if he'll let me watch #Inception because I can't wait this long for it.  He'll say yes, right?	0.0155	0.1164	0.8681
144	23	10339069765.0	65267078.0	0.0	0.0	0.0	0.0			I Cant Wait to See The Movie #Inception DiCaprio Goes the Fuck in! #Summer2010	0.0058	0.0283	0.9658
