,Unnamed: 0.1,Unnamed: 0,id,author_id,like_count,quote_count,reply_count,retweet_count,referenced_tweet_id,referenced_tweet_type,text,sentiment,annotator,annotation_id,created_at,updated_at,lead_time
26,358,21,879,29537919.0,0.0,0.0,0.0,0.0,,,@Roboolove #Inception is the best movie ever!! I'm love with it!,positive,1,892,2022-11-17T15:12:47.320944Z,2022-11-17T15:12:47.320944Z,2.252
27,246,17,767,59535906.0,0.0,0.0,0.0,0.0,,,Lunch break pick up for more late night reading material. http://yfrog.com/izgzyj http://yfrog.com/6z9ibj #ASC #parisreview #Inception,neutral,1,780,2022-11-17T15:05:54.715298Z,2022-11-17T15:05:54.715298Z,1.896
28,29,29,550,47284474.0,0.0,0.0,0.0,0.0,,,"#Inception: US-Teaser-Trailer zu Christopher Nolans Sci-Fi-Thriller mit Leonardo DiCaprio http://bit.ly/4upX8w
 #kino #film",neutral,1,563,2022-11-17T14:51:58.804716Z,2022-11-17T14:51:58.804716Z,2.852
29,455,10,976,140810839.0,0.0,0.0,0.0,0.0,,,Ima hit ShutterIsland & #Inception later :),neutral,1,988,2022-11-17T15:17:17.239122Z,2022-11-17T15:17:17.239122Z,1.084
30,261,32,782,20939105.0,0.0,0.0,0.0,0.0,,,Early reviews of The Last Airbender are sounding like epic fart.  Will anything save this summer?   #INCEPTION can't come out fast enough,positive,1,795,2022-11-17T15:06:39.280972Z,2022-11-17T15:06:39.280972Z,6.286
31,321,20,842,17558287.0,0.0,0.0,0.0,0.0,,,Inception Ending Extended http://bit.ly/bLVl0U #Inception,neutral,1,854,2022-11-17T15:10:19.019857Z,2022-11-17T15:10:19.019857Z,6.66
32,46,10,567,39941960.0,0.0,0.0,0.0,0.0,,,New #Inception Trailer Is Live! The latest trailer for... http://goo.gl/fb/BH9a #christophernolan #leonardodicaprio,neutral,1,580,2022-11-17T14:53:09.306342Z,2022-11-17T14:53:09.306342Z,1.904
33,381,8,902,17015481.0,0.0,0.0,0.0,0.0,,,I am watching Inception #Inception (via @GetGlue) http://bit.ly/bm2ZOk,neutral,1,915,2022-11-17T15:13:58.729247Z,2022-11-17T15:13:58.729247Z,1.161
34,309,8,830,71310509.0,0.0,0.0,0.0,0.0,,,Other positive opinions about Inception: http://j.mp/aNbd6p? #inception,positive,1,843,2022-11-17T15:09:41.278211Z,2022-11-17T15:09:41.278211Z,2.981
35,51,15,572,19366920.0,0.0,0.0,0.0,0.0,,,MUST see this. http://movies.apple.com/movies/wb/inception/inception-tlr2_720p.mov #inception #movie #awesome,positive,1,585,2022-11-17T14:53:27.685600Z,2022-11-17T14:53:27.685600Z,1.98
36,230,1,751,69488598.0,0.0,0.0,0.0,0.0,,,"I'll definitely go out & see both #Deathly #Hallows and #Last #Airbender as soon as they hit the theaters. Oh, and #Salt and #Inception too!",positive,1,764,2022-11-17T15:04:58.914280Z,2022-11-17T15:04:58.914280Z,2.353
37,121,0,642,24457403.0,0.0,0.0,0.0,0.0,,,Wow! Just saw the trailer for Christopher Nolan's new movie #Inception. Can't wait!! http://bit.ly/7H8vca,positive,1,655,2022-11-17T14:59:15.329792Z,2022-11-17T14:59:16.415246Z,2.404
38,192,35,713,45329993.0,0.0,0.0,0.0,0.0,,,#Inception - Four New Promo Pics http://goo.gl/fb/k0sMV #thriller #promotionalphotos #action,neutral,1,726,2022-11-17T15:02:55.614567Z,2022-11-17T15:02:55.614567Z,1.529
39,32,32,553,16438884.0,0.0,0.0,0.0,0.0,,,Check out the #Inception teaser trailer here: http://tinyurl.com/qz7frm #movie,neutral,1,566,2022-11-17T14:52:14.004804Z,2022-11-17T14:52:14.005802Z,1.641
40,0,0,521,19750127.0,0.0,0.0,0.0,0.0,,,Christopher's Nolan's #Inception http://bit.ly/RtOKA,neutral,1,534,2022-11-17T14:49:26.494369Z,2022-11-17T15:11:37.763440Z,332.074
41,289,24,810,20254387.0,0.0,0.0,0.0,0.0,,,@txhickman What did you think of #inception,neutral,1,823,2022-11-17T15:08:33.034412Z,2022-11-17T15:08:33.034412Z,1.154
42,406,33,927,127228206.0,0.0,0.0,0.0,0.0,,,"""Dreams, feel real when we're in them. It's only when we wake up we realize that something was actually strange"" #inception",neutral,1,939,2022-11-17T15:15:10.831484Z,2022-11-17T15:15:10.831484Z,1.117
43,21,21,542,37850948.0,0.0,0.0,0.0,0.0,,,"New Nolan's movie! =] #trailer: http://bit.ly/nxa7H
 #inception",neutral,1,555,2022-11-17T14:50:54.405730Z,2022-11-17T14:50:54.405730Z,1.563
44,190,33,711,10976002.0,2.0,0.0,0.0,0.0,,,OMG. OMFG. http://bit.ly/cUiyvN. Talk about Viral videos! Phew! #inception,positive,1,724,2022-11-17T15:02:49.632613Z,2022-11-17T15:02:49.633611Z,1.242
45,371,34,892,22656447.0,0.0,0.0,0.0,0.0,,,indeed RT @2b_og Michael Caine discusses #Inception ending on BBC Radio interview and all it did was confuse me even more.,neutral,1,905,2022-11-17T15:13:30.650275Z,2022-11-17T15:13:30.650275Z,1.496
46,66,30,587,17985684.0,0.0,0.0,0.0,0.0,,,Everyone having kittens over Avatar should head on over to Apple.com and watch Nolan's #Inception trailer in GLORIOUS Quicktime. Yay!,positive,1,600,2022-11-17T14:54:23.089892Z,2022-11-17T14:54:23.090894Z,4.712
47,142,21,663,24283080.0,0.0,0.0,0.0,1.0,10374785510.0,retweeted,RT @AwardsCircuitEd: I'm gonna call Christopher Nolan and ask him if he'll let me watch #Inception because I can't wait this long for it ...,positive,1,676,2022-11-17T15:00:22.078266Z,2022-11-17T15:00:22.078266Z,3.538
48,464,19,985,36107909.0,0.0,0.0,0.0,0.0,,,I feel like I'm dreaming. #inception,neutral,1,997,2022-11-17T15:17:36.414335Z,2022-11-17T15:17:36.414335Z,0.96
49,359,22,880,47422489.0,1.0,0.0,0.0,0.0,,,"Unraveling #Inception: Zimmer's Piaf Riff, Clothing Clues, Nolan's Anxiety - Thompson on Hollywood:
http://bit.ly/9dawkE via @indiewire",neutral,1,893,2022-11-17T15:12:49.693757Z,2022-11-17T15:12:49.693757Z,1.507
50,348,11,869,19642486.0,0.0,0.0,0.0,0.0,26019126673.0,replied_to,@YouCanGetFucked LOL WUTTT. awesome. #inception,positive,1,882,2022-11-17T15:12:21.149246Z,2022-11-17T15:12:21.149246Z,1.624
51,228,35,749,20026791.0,0.0,0.0,0.0,0.0,,,Something like a God Damn Boss: http://digs.by/9izhYa #Inception,positive,1,762,2022-11-17T15:04:52.608556Z,2022-11-17T15:04:52.608556Z,1.432
52,473,28,994,112901724.0,0.0,0.0,0.0,0.0,,,About to finish up the rest of #EdgeOfDarkness then I might watch #Inception or #ATeam. Haven't decided yet,neutral,1,1006,2022-11-17T15:18:11.456769Z,2022-11-17T15:18:11.456769Z,1.494
53,336,35,857,85939253.0,0.0,0.0,0.0,0.0,,,Coolin watchin #inception,positive,1,870,2022-11-17T15:11:21.607756Z,2022-11-17T15:11:21.607756Z,1.626
54,153,32,674,13215132.0,1.0,0.0,0.0,4.0,,,"Nolan Explains What To Expect From Batman 3, Inception And The New Superman http://io9.com/5490746/ #inception #batman",neutral,1,687,2022-11-17T15:00:56.723535Z,2022-11-17T15:00:56.723535Z,1.151
55,257,28,778,22821175.0,0.0,0.0,0.0,1.0,,,#INCEPTION TV Spot #7 http://imax.ly/c56swk  #IMAX,neutral,1,791,2022-11-17T15:06:23.191243Z,2022-11-17T15:06:23.191243Z,0.978
56,74,2,595,48933324.0,0.0,0.0,0.0,0.0,,,What is the movie #Inception going to be about?,neutral,1,608,2022-11-17T14:54:52.601926Z,2022-11-17T14:54:52.601926Z,1.721
57,149,28,670,60745555.0,0.0,0.0,0.0,0.0,,,"Nolan Explains What To Expect From Batman 3, Inception And The New Superman http://io9.com/5490746/ #inception #batman",neutral,1,683,2022-11-17T15:00:42.694969Z,2022-11-17T15:00:42.694969Z,0.993
58,324,23,845,17558287.0,0.0,0.0,0.0,0.0,,,@ericfer Inception Characters Don't Understand Inception http://bit.ly/auLVRD  #inception,neutral,1,857,2022-11-17T15:10:33.213151Z,2022-11-17T15:10:33.213151Z,1.745
59,217,24,738,103672986.0,0.0,0.0,0.0,0.0,,,Who's excited about Christopher Nolan's Inception? #Inception,positive,1,751,2022-11-17T15:04:21.368816Z,2022-11-17T15:04:21.368816Z,1.152
60,200,7,721,20883812.0,0.0,0.0,0.0,0.0,,,#Inception is the next big film I'm shotgunning to see with @FendiLacroix,positive,1,734,2022-11-17T15:03:18.896223Z,2022-11-17T15:03:18.896223Z,1.952
61,69,33,590,54658777.0,0.0,0.0,0.0,0.0,,,RT @captjohnson a good postmodern fimic narrative; perhaps? judge for yourself: http://bit.ly/2AHdQe #Inception http://bit.ly/64td42,neutral,1,603,2022-11-17T14:54:32.556868Z,2022-11-17T14:54:32.556868Z,2.897
62,9,9,530,24691102.0,0.0,0.0,0.0,0.0,,,New trailer: #Inception http://www.tribute.ca/trailers/Inception/17455,neutral,1,543,2022-11-17T14:50:06.322861Z,2022-11-17T14:50:06.322861Z,2.596
63,268,3,789,87973493.0,0.0,0.0,0.0,0.0,,,RT @everydana: i wanna watch #inception again.,positive,1,802,2022-11-17T15:07:02.072400Z,2022-11-17T15:07:02.072400Z,2.093
64,399,26,920,22235979.0,0.0,0.0,0.0,0.0,,,Was gonna watch #Inception the night but TBH i`m hungover to fuck and I don`t think my brain could handle it tonight.,neutral,1,932,2022-11-17T15:14:54.048600Z,2022-11-17T15:14:54.048600Z,3.092
65,472,27,993,25194473.0,0.0,0.0,0.0,0.0,,,Inception RT @SDFriday About to finish up the rest of #EdgeOfDarkness then I might watch #Inception or #ATeam. Haven't decided yet,neutral,1,1005,2022-11-17T15:18:09.226158Z,2022-11-17T15:18:09.226158Z,2.526
66,292,27,813,89902777.0,0.0,0.0,0.0,0.0,,,"Gonna keep Inception a TT. Great movie, though the end was predictable haha. I'm gonna take a nap and try to create my dream. #inception",positive,1,826,2022-11-17T15:08:41.786080Z,2022-11-17T15:08:41.786080Z,2.024
67,352,15,873,186747934.0,0.0,0.0,0.0,0.0,,,"Deep dreams, everybody #Inception #goodnight",neutral,1,886,2022-11-17T15:12:31.422809Z,2022-11-17T15:12:31.422809Z,1.509
68,109,1,630,115903531.0,0.0,0.0,0.0,0.0,,,"Inception ""Movie Preview Review"" http://tinyurl.com/ybkxcub #inception #dicaprio #nolan #thedarkknight",neutral,1,643,2022-11-17T14:56:50.911017Z,2022-11-17T14:56:50.911017Z,4.523
69,206,13,727,112968952.0,0.0,0.0,0.0,0.0,15068045988.0,replied_to,@ChristinaCoffin that will change with #Inception.,neutral,1,740,2022-11-17T15:03:42.145686Z,2022-11-17T15:03:42.145686Z,2.142
70,59,23,580,42139811.0,0.0,0.0,0.0,0.0,,,What’s the most resilient form of parasite?  An idea. http://www.apple.com/trailers/wb/inception/ #inception - can't wait!,positive,1,593,2022-11-17T14:53:58.001807Z,2022-11-17T14:53:58.001807Z,4.123
71,143,22,664,60100860.0,0.0,0.0,0.0,1.0,,,"I'm gonna call Christopher Nolan and ask him if he'll let me watch #Inception because I can't wait this long for it.  He'll say yes, right?",positive,1,677,2022-11-17T15:00:24.506417Z,2022-11-17T15:00:24.506417Z,1.674
72,262,33,783,29294309.0,0.0,0.0,0.0,0.0,,,If only the analogies on the GRE were as easy as this one! RT @emujica: Tweens:#Twilight :: Eddie:#Inception. Can. Not. Wait.,positive,1,796,2022-11-17T15:06:43.917545Z,2022-11-17T15:06:43.917545Z,3.865
73,178,21,699,15842499.0,0.0,0.0,0.0,0.0,,,#Inception teaser promo: http://www.latinoreview.com/news/nolan-s-inception-research-video-9828,neutral,1,712,2022-11-17T15:02:20.734041Z,2022-11-17T15:02:20.734041Z,1.32
74,98,26,619,22363.0,0.0,0.0,0.0,0.0,,,http://is.gd/6dtvy Oh the link to #Inception might help - Christopher Nolan + wifes take to go bigger than batman + bond - sounds awesome,positive,1,632,2022-11-17T14:56:21.496366Z,2022-11-17T14:56:22.411520Z,3.967
75,61,25,582,34809159.0,0.0,0.0,0.0,0.0,,,Whoa! http://www.buzzsugar.com/6830840 #Inception,neutral,1,595,2022-11-17T14:54:03.874981Z,2022-11-17T14:54:03.874981Z,1.627
76,75,3,596,22574835.0,0.0,0.0,0.0,0.0,8430388025.0,replied_to,"@brendonconnelly what, you think #Inception will be a ""disgrace""? Don't try and rewrite the laws of probability :-P",negative,1,609,2022-11-17T14:54:56.272674Z,2022-11-17T14:54:56.272674Z,2.899
77,112,4,633,63209856.0,0.0,0.0,0.0,0.0,,,Top 20 Movies To Check Out In 2010 By Order Of Release...6. Inception..more @www.theesourceblog.com #inception #leonardodicaprio #chrisnolan,positive,1,646,2022-11-17T14:57:10.218303Z,2022-11-17T14:57:10.218303Z,6.498
78,286,21,807,160762881.0,0.0,0.0,0.0,0.0,,,I wanna see #inception still,positive,1,820,2022-11-17T15:08:21.772153Z,2022-11-17T15:08:21.772153Z,1.7
79,351,14,872,47422489.0,1.0,0.0,0.0,0.0,,,"#INCEPTION is the Movie of 21st Century!!
 http://t.co/CuUpESj via @youtube",positive,1,885,2022-11-17T15:12:29.149080Z,2022-11-17T15:12:29.149080Z,1.349
80,101,29,622,39316822.0,0.0,0.0,0.0,0.0,,,Trending in films: Inception; Twilight; Golden Globe Award; Invictus. http://bit.ly/6wNJYm #inception #twilight #goldenglobe,neutral,1,635,2022-11-17T14:56:28.877215Z,2022-11-17T14:56:28.877215Z,1.224
81,91,19,612,16641426.0,0.0,0.0,0.0,0.0,,,"Just watched the trailer for #Inception. Certainly looks interesting. 
http://twitlink.ws/inceptiontrailer",positive,1,625,2022-11-17T14:55:57.846497Z,2022-11-17T14:55:57.846497Z,1.873
82,132,11,653,73190612.0,0.0,0.0,0.0,0.0,,,My new 'I can't wait' film - #Inception http://inceptionmovie.warnerbros.com/,positive,1,666,2022-11-17T14:59:53.411807Z,2022-11-17T14:59:53.411807Z,2.153
83,36,0,557,30905755.0,0.0,0.0,0.0,0.0,,,#ChristopherNolan's trailer for his #DarkKnight follow-up is here - check out #Inception starring #Leonardo Dicaprio http://bit.ly/8Cr0Oo,neutral,1,570,2022-11-17T14:52:36.594294Z,2022-11-17T14:52:36.594294Z,4.349
84,265,0,786,51348744.0,0.0,0.0,0.0,0.0,,,"He's not in game shape anymore #majorleague RT @bruce_arthur: Oh my God, that was Tom Berenger. #inception",neutral,1,799,2022-11-17T15:06:52.973604Z,2022-11-17T15:06:52.973604Z,2.403
85,392,19,913,93451123.0,0.0,0.0,0.0,0.0,,,#Inception finally!,neutral,1,926,2022-11-17T15:14:35.377470Z,2022-11-17T15:14:35.377470Z,0.898
86,210,17,731,39271861.0,1.0,0.0,0.0,0.0,,,Captain's Log: #Inception has a great cast and Nolan's imagination appears to be at full force. I hope he does another Batman after!!!,positive,1,744,2022-11-17T15:04:03.516178Z,2022-11-17T15:04:03.516178Z,5.317
87,37,1,558,22422014.0,0.0,0.0,0.0,0.0,,,#Inception Trailer 2 http://www.youtube.com/watch?v=RSyQ3K0xnYg,neutral,1,571,2022-11-17T14:52:41.019396Z,2022-11-17T14:52:41.019396Z,3.604
88,310,9,831,16700836.0,0.0,0.0,0.0,0.0,,,Dinner and a movie with my honey. #inception,positive,1,844,2022-11-17T15:09:43.343371Z,2022-11-17T15:09:43.343371Z,1.304
89,404,31,925,48085261.0,0.0,0.0,0.0,0.0,,,Yeah veamos Inception de original :D #Inception (via @GetGlue) http://bit.ly/c3Tb4g,neutral,1,937,2022-11-17T15:15:05.105941Z,2022-11-17T15:15:05.106938Z,1.44
90,319,18,840,8009782.0,1.0,0.0,0.0,0.0,,,RT @darthmv: Inception Ending Extended http://bit.ly/bLVl0U #Inception,neutral,1,852,2022-11-17T15:10:07.844223Z,2022-11-17T15:10:07.844223Z,1.593
91,353,16,874,178088567.0,0.0,0.0,0.0,0.0,,,Michael Caine Weighs In on the Inception Ending! http://t.co/IV5VSyb #Inception,neutral,1,887,2022-11-17T15:12:33.598112Z,2022-11-17T15:12:33.598112Z,1.431
92,421,12,942,168443439.0,0.0,0.0,0.0,0.0,9732648217870336.0,replied_to,@AmTheRex the world you have created.. your world #inception,neutral,1,954,2022-11-17T15:15:49.552720Z,2022-11-17T15:15:49.552720Z,1.273
93,175,18,696,19655813.0,0.0,0.0,0.0,0.0,,,Viral campaign for #Inception kicks off with Nolan's video http://ow.ly/1DJuA,positive,1,709,2022-11-17T15:02:11.623910Z,2022-11-17T15:02:11.623910Z,2.189
94,304,3,825,32648682.0,0.0,0.0,0.0,0.0,,,#INCEPTION !! with family lol not gonna get this movie at all,neutral,1,838,2022-11-17T15:09:24.083498Z,2022-11-17T15:09:24.083498Z,4.931
95,185,28,706,20965304.0,0.0,0.0,0.0,0.0,,,Summer 2010 Movie Guide #IronMan2 #ToyStory3 #ShrekForeverAfter #Salt #RobinHood #Inception #Knight&Day & more - WSJ.com http://ow.ly/1Czdf,neutral,1,719,2022-11-17T15:02:38.999871Z,2022-11-17T15:02:38.999871Z,1.231
96,306,5,827,181784528.0,0.0,0.0,0.0,0.0,,,#inception is mind blowing.,positive,1,840,2022-11-17T15:09:29.714229Z,2022-11-17T15:09:29.714229Z,1.502
97,204,11,725,13174192.0,0.0,0.0,0.0,0.0,,,"Don't go to more than 2-3 movies (at the cheap theater no less) per year, but the flick #Inception seems to be relevant to my interests.",positive,1,738,2022-11-17T15:03:36.778527Z,2022-11-17T15:03:36.778527Z,3.509
98,448,3,969,25717220.0,0.0,0.0,0.0,0.0,1.990514990435533e+16,replied_to,"@artism25 And for me, still meh. ;o) #inception",neutral,1,981,2022-11-17T15:16:58.240046Z,2022-11-17T15:16:58.240046Z,0.839
99,164,7,685,15118223.0,0.0,0.0,0.0,0.0,,,Great Poster for Christopher Nolan’s Inception http://ahtlink.de/4we #inception,positive,1,698,2022-11-17T15:01:29.900858Z,2022-11-17T15:01:29.900858Z,2.781
100,184,27,705,59257796.0,0.0,0.0,0.0,0.0,,,Summer 2010 Movie Guide #IronMan2 #ToyStory3 #ShrekForeverAfter #Salt #RobinHood #Inception #Knight&Day & more -... http://bit.ly/bQR1q2,neutral,1,718,2022-11-17T15:02:36.162110Z,2022-11-17T15:02:36.162110Z,2.884
101,331,30,852,24194580.0,0.0,0.0,0.0,0.0,,,That's soo true can't think of that movie without thinking of yall RT @the_TuuYu_daje: We made #Inception our movie @just_Razz @Shhlim.,neutral,1,865,2022-11-17T15:11:05.234029Z,2022-11-17T15:11:05.234029Z,4.724
102,5,5,526,24988385.0,0.0,0.0,0.0,0.0,,,"Teaser for Chris Nolan's Inception: http://bit.ly/1axrzQ
 #inception",neutral,1,539,2022-11-17T14:49:49.923487Z,2022-11-17T14:49:52.306922Z,4.024
103,423,14,944,92565336.0,0.0,0.0,0.0,0.0,,,"""it's the most wonderful time of the year"" &lt;singing&gt; RT @redrope: Sweet, got my @WGAEast screeners for #Inception and #ILoveYouPhillipMorris",neutral,1,956,2022-11-17T15:15:54.294851Z,2022-11-17T15:15:54.294851Z,1.816
104,28,28,549,14282756.0,0.0,0.0,0.0,0.0,,,"Mark me down with a ticket:
http://bit.ly/3eaKO
#inception #trailer #nolan",positive,1,562,2022-11-17T14:51:34.416483Z,2022-11-17T14:51:34.416483Z,6.988
105,138,17,659,18056995.0,0.0,0.0,0.0,0.0,,,DiCaprio Says Inception Literally Has “Multiple Narratives Simultaneously” http://bit.ly/c53tqO (TheMovieMash.com) #Inception #MovieNews,neutral,1,672,2022-11-17T15:00:10.490322Z,2022-11-17T15:00:10.490322Z,1.873
106,409,0,930,29871296.0,0.0,0.0,0.0,0.0,9752082072469504.0,replied_to,"@jenelleriley Soo wish I was there, give @leodicaprio a hug from me.
#inception #screening",neutral,1,942,2022-11-17T15:15:18.052683Z,2022-11-17T15:15:18.052683Z,1.757
107,478,33,999,124645148.0,0.0,0.0,0.0,0.0,,,Crazy dream has had me thinking all morning. #inception?,neutral,1,1011,2022-11-17T15:18:23.437838Z,2022-11-17T15:18:23.437838Z,1.343
108,130,9,651,39444565.0,0.0,0.0,0.0,0.0,,,#Inception.... ....An idea can transform the world and rewrite all the rules. Which is why I have to steal it.,neutral,1,664,2022-11-17T14:59:47.898511Z,2022-11-17T14:59:47.898511Z,3.164
109,307,6,828,29604841.0,0.0,0.0,0.0,0.0,,,Finally watching #Inception,neutral,1,841,2022-11-17T15:09:31.837255Z,2022-11-17T15:09:31.837255Z,1.334
110,248,19,769,85605967.0,0.0,0.0,0.0,0.0,,,"#HeathLedger: RT @nytimes Film: #ChristopherNolan, the Man Behind the Dreamscape http://nyti.ms/cOqXfi #Batman #TheDarkKnight #Inception",neutral,1,782,2022-11-17T15:06:00.394916Z,2022-11-17T15:06:00.394916Z,2.282
111,340,3,861,7180712.0,0.0,0.0,0.0,0.0,26014010953.0,replied_to,@kk725 I just realized that I didn't read your #inception review b/c the spoiler alert!... and the prequel comic is awesome! thanx kiddo!,neutral,1,874,2022-11-17T15:11:54.143349Z,2022-11-17T15:11:54.143349Z,3.667
112,26,26,547,15808814.0,0.0,0.0,0.0,0.0,,,The teaser for #Inception is out now: http://bit.ly/1Ue6lM,neutral,1,560,2022-11-17T14:51:21.821188Z,2022-11-17T14:51:21.821188Z,6.061
